Gene,Gene_display,CPVAE1,CPVAE2,CPVAE3,CPVAE4,CPVAE5,CPVAE6,CPVAE7,CPVAE8,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range,CPVAE_cluster
N900_RS11190,VC_1772,2.1915824,1.259942,-1.177568,-1.5701387,-2.0577395,-0.048036188,0.4920669,2.1075184,0.1757264333333333,-2.5133,5.013,6h_ce,6h,ce,6h_SI2,6h,SI2,7.5263,1
N900_RS11195,VC_0282,4.5179067,2.7245617,-1.365355,1.2705251,-1.7089516,-0.16534117,0.9401048,1.6879544,0.8564669166666666,-2.1391,5.4384,3h_SI7,3h,SI7,6h_SI3,6h,SI3,7.5775,0
N900_RS11200,dinG_2,0.15366018,2.141281,-3.5486596,-1.1729715,-0.7428553,-3.3687296,0.8672019,2.6633973,0.390201,-1.4555,4.286,6h_SI3,6h,SI3,6h_ce,6h,ce,5.741499999999999,0
N900_RS11205,N900_RS11205,3.0332205,3.3254895,-2.0695794,-2.3343117,-1.529559,-3.3616548,0.52714235,2.555589,-0.017124316666666643,-1.696,3.8289,12h_co,12h,co,1h_SI1,1h,SI1,5.5249,0
N900_RS11210,umuD,1.850997,2.3567781,-2.2800288,-0.93233913,-0.41387853,-3.864858,0.22324419,2.5669348,0.3218716666666666,-1.5265,3.3618,6h_SI9,6h,SI9,3h_SI1,3h,SI1,4.8883,0
N900_RS11215,umuC_1,-0.2404593,2.2900445,-1.4003845,-1.2071835,0.12179248,-0.66898197,0.10991757,0.6484558,0.5680259333333333,-2.2915,5.7718,3h_SI9,3h,SI9,3h_SI5,3h,SI5,8.0633,1
N900_RS11220,Pseudogene_N900_RS11220,-1.3192426,1.8995858,-0.23012492,-1.7907307,-0.07182253,-0.34092963,1.572242,1.1171609,0.0058024916666666515,-1.7917,3.5259,12h_SI1,12h,SI1,6h_ce,6h,ce,5.3176000000000005,1
N900_RS11240,sul2,-2.068999,1.3065006,-2.1252754,-0.50335693,0.43050376,-2.61169,1.063371,2.080431,0.3587276316666666,-2.8474,5.2731,3h_SI9,3h,SI9,6h_SI4,6h,SI4,8.1205,1
N900_RS11245,aph(3'')-Ib,0.28961158,2.0426502,-0.4259376,0.0719361,0.36444524,-0.5641664,0.056729496,0.99816567,0.9340811833333335,-2.5152,5.3371,3h_co,3h,co,6h_SI5,6h,SI5,7.8523000000000005,1
N900_RS11250,aph(6)-Id,-0.26246974,0.799776,-1.3706816,0.5769166,0.701051,-1.7242873,1.377205,2.0631497,0.23845505000000003,-2.2441,3.2135,3h_SI9,3h,SI9,6h_SI2,6h,SI2,5.457599999999999,1
N900_RS11255,IS91 family transposase_2,2.346401,1.9455411,-0.9221825,0.1480641,-0.7320132,-0.8038732,0.65772706,0.85332125,0.7403684833333333,-3.4393,5.9474,6h_SI9,6h,SI9,6h_SI1,6h,SI1,9.3867,1
N900_RS11260,hdfR_2,1.5845858,2.702263,-1.4491446,-0.4548627,-1.7313918,-0.25055382,1.3595908,1.9283721,0.7174962166666667,-1.5459,3.6684,3h_SI9,3h,SI9,6h_SI2,6h,SI2,5.2143,1
N900_RS11265,floR,2.566852,3.712144,-1.2007333,0.4722526,-0.24717993,0.38786677,0.89853466,2.4125617,1.250525785,-0.82962,4.0416,3h_ce,3h,ce,6h_SI4,6h,SI4,4.87122,0
N900_RS11270,VC_A0093,1.3131726,2.0666218,-3.3884206,0.8676292,-1.141121,-1.3838073,0.2679924,2.8785567,0.6969896833333333,-1.5257,5.4293,1h_ce,1h,ce,6h_ce,6h,ce,6.955,0
N900_RS11275,IS91 family transposase_1,0.624578,1.9273329,-1.1341347,-2.0522237,-2.0480602,0.8200968,-1.310785,1.5880183,-0.5008872333333334,-3.0995,3.0019,6h_SI3,6h,SI3,3h_SI6,3h,SI6,6.1014,1
N900_RS11280,VC_0618,0.94820315,3.178745,-2.0488415,1.3787824,-1.1021256,-2.192899,1.2544647,2.2753768,0.7756658333333332,-2.7059,3.7369,1h_SI2,1h,SI2,6h_SI3,6h,SI3,6.4428,0
N900_RS11290,Pseudogene_N900_RS11290,1.0198442,2.9326675,0.38600352,-1.98666,-0.4695091,-3.3320007,-0.23720443,0.117020614,-0.13219623333333338,-2.2336,3.5675,6h_SI3,6h,SI3,3h_st,3h,st,5.8011,1
N900_RS11295,umuC,0.9287321,2.9480135,-2.0243733,0.007434599,0.30192798,-3.4126408,2.337871,1.0265106,0.9131930833333332,-1.6022,5.423,3h_SI9,3h,SI9,6h_SI4,6h,SI4,7.0252,0
N900_RS11300,mobI,-0.389198,1.6918647,-2.3072808,0.4227535,1.4695745,-4.171929,0.4275246,0.76976824,0.7857823283333333,-1.8584,5.2343,12h_SI2,12h,SI2,1h_st,1h,st,7.092700000000001,1
N900_RS11305,stba,-1.1557146,1.8782564,-0.17420873,-1.8048478,1.0413007,-2.425658,0.55714846,1.2697067,-0.11495016166666666,-2.6781,3.8477,12h_SI3,12h,SI3,3h_SI4,3h,SI4,6.5258,1
N900_RS11310,VC_1059,-2.2632263,1.4278951,-0.060316056,-0.9623231,1.3791217,-0.5440872,0.34264806,0.80528855,-0.21236947999999997,-3.1601,2.5978,12h_SI3,12h,SI3,3h_SI3,3h,SI3,5.757899999999999,1
N900_RS11315,intS,-2.726985,1.4734479,-2.025432,0.15990609,0.4401255,-3.1831584,0.6129536,1.8308182,0.7595861166666665,-2.2363,4.8359,3h_SI8,3h,SI8,3h_SI4,3h,SI4,7.0722,1
N900_RS11320,DNA mismatch repair protein,-0.95871127,1.0677295,-3.8976953,-1.3529962,-0.37675372,-4.296991,0.1764484,2.6647215,-0.2628999,-2.3588,2.6514,3h_SI9,3h,SI9,3h_SI1,3h,SI1,5.0102,0
N900_RS11325,VC_1785,-1.0049751,-0.40405723,-0.19197986,2.208039,0.3745049,-0.8207766,-0.073172554,0.64703345,0.8329015333333334,-1.8112,3.0855,1h_SI3,1h,SI3,12h_ce,12h,ce,4.8967,1
N900_RS11335,rimI,4.494079,3.5998585,-3.5936208,-0.53875136,-0.77174485,-3.1745324,0.677931,0.9439599,0.7165899666666669,-0.92957,3.7404,12h_SI7,12h,SI7,6h_st,6h,st,4.66997,0
N900_RS11345,N-acetyltransferase_2,4.695165,3.8319645,-3.3711154,-1.5981934,-0.6183429,-2.228629,1.1408054,1.2262763,0.6777983716666667,-0.76552,2.5645,3h_st,3h,st,6h_st,6h,st,3.3300199999999998,0
N900_RS11350,ubiT,5.0208006,3.0064478,-2.2975078,-0.39310962,-1.0872786,0.50628406,0.45563558,2.1190577,0.7682211333333334,-0.79351,4.3221,24h_ce,24h,ce,12h_SI2,12h,SI2,5.11561,0
N900_RS11355,bifunctional diguanylate cyclase/phosphodiesterase_1,2.7167609,2.4092298,-3.2009876,-0.37740025,0.6688677,-1.4166086,0.99079424,3.1675978,1.0255627166666668,-1.0724,4.7961,12h_SI1,12h,SI1,6h_ce,6h,ce,5.8685,0
N900_RS11360,ubiU,2.4241147,2.207563,-4.112152,-0.80860895,-0.77645147,-3.5922818,1.2827319,3.194864,1.3526538499999998,-0.17479,5.0211,3h_SI7,3h,SI7,3h_SI1,3h,SI1,5.1958899999999995,0
N900_RS11365,ubiV,3.4670289,2.1543968,-0.47734675,-1.6317327,-1.6042557,1.4785272,0.42918128,0.8794217,0.5041685383333333,-0.6813,3.3282,24h_SI9,24h,SI9,12h_st,12h,st,4.0095,1
N900_RS11370,vcrM,4.2198477,3.444063,-1.9724993,-1.3709412,-0.56406295,-0.55957264,0.13124713,2.7014294,0.5481061,-0.82664,3.5557,6h_st,6h,st,1h_SI1,1h,SI1,4.38234,0
N900_RS11375,MarR family transcriptional regulator,0.7687132,1.9665287,-1.5441093,-2.3455272,-2.2512624,-0.313062,-0.21297011,1.1243488,0.18604213333333333,-1.167,3.8233,6h_SI2,6h,SI2,1h_st,1h,st,4.9903,1
N900_RS11380,nlpI,4.945425,3.9127443,-2.2126346,0.6332668,-0.9606739,-0.8121557,0.06311863,1.0363312,1.488447673333333,0.0061314,4.8711,1h_st,1h,st,3h_SI3,3h,SI3,4.8649686,0
N900_RS11385,pnp,6.461872,1.6919137,0.20064014,0.14595088,0.4331644,-0.443521,0.075936384,-0.3040429,-0.14163663333333334,-2.1293,1.9821,6h_SI9,6h,SI9,12h_st,12h,st,4.1114,0
N900_RS11395,truB,2.091409,0.904715,-2.1325688,-1.8809515,-0.74452436,-1.657328,0.49027708,1.3181686,0.04667620000000002,-1.7416,3.19,24h_st,24h,st,3h_SI5,3h,SI5,4.9315999999999995,1
N900_RS11430,secG,6.713315,1.664928,0.14903969,0.0022668652,0.4386364,-0.50249666,0.06906738,-0.26048553,1.2341169166666668,-0.6641,3.4362,12h_SI7,12h,SI7,12h_st,12h,st,4.1003,0
N900_RS11435,VC_A0889,3.4265256,1.4488857,0.27016035,-1.1563069,0.05922863,-0.97752553,-1.1446252,1.1835886,0.32805064999999994,-2.0322,6.2006,12h_SI8,12h,SI8,3h_st,3h,st,8.2328,1
N900_RS11445,folP,-2.1019707,1.5953825,-1.7562054,0.23258078,-0.82926285,-2.6694398,-0.33414596,1.3494676,0.7216085,-1.9575,4.5381,3h_ce,3h,ce,3h_SI7,3h,SI7,6.4956,1
N900_RS11455,rlmE,3.6746123,3.546457,-0.053991877,0.7349982,-1.3566362,1.2692429,0.29776567,0.65321034,1.9470026833333336,-0.38865,6.8332,1h_SI9,1h,SI9,3h_SI3,3h,SI3,7.22185,1
N900_RS11460,yhbY,3.366124,2.0757613,-4.157975,-0.27720195,-0.65455985,-4.2746572,1.3927137,2.3935175,0.73854215,-1.0584,4.8511,24h_st,24h,st,3h_SI1,3h,SI1,5.9094999999999995,0
N900_RS11465,greA,3.628572,2.2265062,0.48641697,-2.45672,-0.35082582,0.021222673,-0.21237537,1.4678301,-0.6119901666666666,-2.6665,3.2793,6h_SI6,6h,SI6,3h_st,3h,st,5.9458,1
N900_RS11470,ompU,0.6548758,1.6536182,-0.8574627,0.085120305,-0.1808376,-0.8002462,-0.1833405,0.112647995,0.24356096666666663,-1.8703,5.7852,6h_SI7,6h,SI7,6h_ce,6h,ce,7.6555,1
N900_RS11475,dacB,4.270655,1.3368058,0.58808714,-1.9689624,-0.360711,0.40996298,-0.084867574,1.6080031,0.1873114583333333,-1.2632,3.9761,6h_SI4,6h,SI4,3h_st,3h,st,5.2393,1
N900_RS11485,mepM_1,1.0136904,2.3001385,-1.7808084,-2.2649784,0.84376264,-1.8359889,-0.3288241,0.64113563,0.43393998333333333,-1.7377,4.0216,12h_SI3,12h,SI3,3h_SI1,3h,SI1,5.7593000000000005,1
N900_RS11490,vexF,4.0376716,3.3377879,-2.8646731,-0.30827466,0.3951513,-1.6316997,1.3992809,1.4821653,0.8748146966666667,-0.27457,3.6229,3h_ce,3h,ce,6h_SI4,6h,SI4,3.89747,0
N900_RS11495,vexE,3.9681656,3.2607121,-3.3782523,-0.8527989,-0.29643396,-2.3925407,0.8195141,1.2855873,0.5318065166666667,-1.437,3.0889,6h_ce,6h,ce,6h_SI1,6h,SI1,4.5259,0
N900_RS11520,ydiK,3.1950371,3.008074,0.6818189,-0.24732608,0.8028872,-0.49800426,0.25992852,1.8643335,1.4365480666666668,-0.26938,6.1358,12h_co,12h,co,3h_st,3h,st,6.40518,0
N900_RS11525,rsmC,2.1368465,2.7776685,0.44655955,-1.5179878,0.74035966,0.5983609,1.097969,-0.6566996,0.540483875,-1.1305,3.4687,12h_SI2,12h,SI2,6h_st,6h,st,4.5992,1
N900_RS11530,chiS,5.012232,3.0660582,-0.945023,0.41584554,-0.68590593,-3.3029609,0.032195054,1.541202,1.7821418833333333,-0.28694,6.967,1h_SI9,1h,SI9,3h_st,3h,st,7.25394,0
N900_RS11540,ABC transporter substrate-binding protein_1,2.7007103,3.4109066,-2.8175232,0.7663738,0.6607088,-2.2338526,0.5252729,2.075036,1.7118004216666667,-0.070524,5.0378,1h_SI4,1h,SI4,3h_SI4,3h,SI4,5.108324,0
N900_RS11545,dppB_1,4.189621,3.8111467,-0.28890494,-1.4078372,-0.5469395,-1.8782427,1.0424231,0.70489293,0.9301993283333335,-0.29071,4.0113,24h_ce,24h,ce,1h_SI1,1h,SI1,4.30201,0
N900_RS11550,dppC_1,4.495363,3.6265726,-1.4214393,-0.109054334,-0.07596105,-2.6015244,-0.23010615,1.7428622,1.141398065,-0.14489,4.136,1h_st,1h,st,3h_SI3,3h,SI3,4.28089,0
N900_RS11555,oppD_2,5.010853,2.5213933,-1.4736514,-0.51465887,-1.020805,-1.422918,-0.28233156,1.0144019,0.729604515,-1.2926,3.4128,6h_SI1,6h,SI1,6h_SI2,6h,SI2,4.7054,0
N900_RS11560,oppF_2,4.5178647,2.7151816,-2.5231593,-0.22874674,-0.55346763,-0.73110723,0.73075956,1.725223,1.0883238000000002,-0.51393,3.626,3h_st,3h,st,6h_ce,6h,ce,4.13993,0
N900_RS11565,endoglucanase-related protein,4.121703,3.5252433,-1.6290984,-1.4357754,-2.134672,-1.8124278,0.5968181,0.38947925,1.0442921216666667,-0.35636,4.08,3h_SI2,3h,SI2,12h_SI1,12h,SI1,4.4363600000000005,0
N900_RS11570,N-acetylglucosamine kinase,2.7496283,2.7772336,0.5114683,-1.4831764,-1.3547267,-0.042409167,0.31655392,-1.2856458,0.5660081333333333,-0.80606,3.7502,6h_SI2,6h,SI2,12h_SI2,12h,SI2,4.55626,1
N900_RS11575,exoI,3.5402257,3.0748744,-1.7178226,-0.9249111,-0.36097446,-0.61873055,0.419034,0.13050476,1.1304218678333335,-0.55596,4.2149,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.77086,0
N900_RS11580,chbP,3.6507666,2.6818488,-3.2087395,-0.83728665,-0.43725917,-1.1929865,0.417622,2.422231,1.3268606500000002,0.016635,4.1511,1h_st,1h,st,3h_SI1,3h,SI1,4.134465,0
N900_RS11585,pgm_2,2.3204718,3.0181973,0.35360017,-1.4311261,-1.8551893,0.07394136,-0.16729255,-1.6474687,0.4473405000000001,-1.023,3.6459,6h_SI2,6h,SI2,6h_st,6h,st,4.6689,1
N900_RS11590,phnT,1.8969883,4.507544,-0.73869765,-1.5097848,-1.2823771,0.06893167,0.7474939,1.2768234,0.4768266499999999,-0.89281,3.835,1h_SI3,1h,SI3,3h_SI4,3h,SI4,4.72781,1
N900_RS11595,iron ABC transporter permease,3.4510484,1.6843153,0.48014784,-0.82033074,0.18005133,2.130119,0.30667046,0.8714703,1.1794793333333333,-0.4946,5.6789,6h_SI4,6h,SI4,6h_SI2,6h,SI2,6.1735,1
N900_RS11600,futA1,3.7911131,3.5947065,-1.8748407,-0.6660481,-0.9980078,-0.6216273,-0.27704614,2.521433,1.7091546666666666,-0.30385,4.5864,6h_SI2,6h,SI2,6h_SI3,6h,SI3,4.89025,0
N900_RS11605,amtB,1.3860282,2.3309455,-1.5901947,0.35199803,-1.2155018,-2.4749691,2.001312,0.18781185,0.7412594666666664,-0.90026,4.4851,1h_co,1h,co,6h_st,6h,st,5.38536,0
N900_RS11610,glnK,-1.0493977,1.5057867,-4.0972295,-0.005973462,-1.5698739,-3.5230398,0.012951747,2.9765985,0.5776848833333332,-1.415,3.4206,6h_SI3,6h,SI3,6h_SI4,6h,SI4,4.8355999999999995,0
N900_RS11615,VC_0605_BLAST,0.58160424,0.8985948,-0.5526213,-0.3727964,-0.91644025,-0.88831043,0.27391332,0.37828577,1.4353772,-0.14216,4.7614,1h_SI6,1h,SI6,1h_st,1h,st,4.90356,1
N900_RS11625,VC_0603,-1.2792722,-1.9149209,-0.53914154,2.0223112,0.21365392,-0.5156935,-0.5888649,-0.56376415,0.50280315,-1.4968,2.8463,1h_SI1,1h,SI1,12h_SI4,12h,SI4,4.3431,1
N900_RS11630,mrcB,1.2374219,0.75688785,-1.235176,-0.71270204,-1.5496075,0.3013831,-0.4596559,0.4120996,0.8189544150000002,-0.90433,6.8745,12h_SI5,12h,SI5,6h_ce,6h,ce,7.77883,1
N900_RS11635,hrpB,2.4138398,1.8130395,0.28386325,-0.67341185,0.38863805,-1.3185894,0.46667144,-0.88183594,0.8737626166666667,-0.77577,4.1637,12h_SI1,12h,SI1,6h_st,6h,st,4.93947,1
N900_RS11640,alpha/beta fold hydrolase,2.8760815,2.3652947,-2.4603136,0.26261857,-1.1764042,-1.5747929,0.5331418,0.8571076,1.3907387333333332,-0.095477,4.0934,1h_SI4,1h,SI4,6h_ce,6h,ce,4.188877,0
N900_RS11645,sfsA,3.2337475,3.0321548,-1.9706284,0.619153,-0.26175433,-1.0678501,-0.41263673,2.8317194,1.6287509999999998,-0.0844,4.7543,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.838699999999999,0
N900_RS11650,dksA,4.091857,1.5838273,-1.5338295,-2.4810054,0.7103635,-2.4414644,-0.22310728,0.23862189,-0.6837417666666668,-3.3345,4.4346,12h_SI7,12h,SI7,3h_SI1,3h,SI1,7.7691,0
N900_RS11655,gluQ,2.1844132,3.9275806,-3.1508958,-0.8790494,-0.78221786,-1.4518669,1.0972555,2.5702124,0.35454593333333334,-1.4418,3.3399,3h_ce,3h,ce,6h_SI4,6h,SI4,4.7817,0
N900_RS11660,pcnB,-0.826048,1.507436,-0.6424378,-3.4205976,-0.5571542,-0.8822991,0.09407126,-0.031588607,-0.4751530666666667,-1.9861,3.5733,6h_SI9,6h,SI9,1h_SI1,1h,SI1,5.5594,1
N900_RS11670,panB,6.655585,1.6102948,0.16574188,0.15760386,0.4366059,-0.4121357,0.06542788,-0.28602305,1.5657910245000002,-0.33155,3.7753,6h_SI9,6h,SI9,12h_st,12h,st,4.10685,0
N900_RS11680,yadH,4.5795197,3.1813686,-1.0980232,-1.032026,-0.65127933,-0.8469244,0.6867638,0.38643023,1.3435966833333337,-0.18037,5.3269,3h_st,3h,st,1h_st,1h,st,5.50727,0
N900_RS11685,yadG,3.971814,1.8726308,-0.6301161,-1.9225409,-0.98554826,0.9253306,1.0787178,1.054409,0.14431200000000002,-2.3245,4.4436,24h_co,24h,co,1h_st,1h,st,6.7681000000000004,1
N900_RS11690,bicA,3.4940035,3.5768652,-1.08308,-0.8395819,-0.6589402,-0.88396835,0.21621105,2.751689,1.1506193333333334,-0.56165,4.503,3h_co,3h,co,6h_SI3,6h,SI3,5.06465,0
N900_RS11695,can,4.1240377,2.509169,-0.98788816,-0.49236363,-1.1869856,-0.22731195,1.8187773,1.9482323,1.3775162499999998,-0.06242,7.6722,1h_SI5,1h,SI5,6h_SI2,6h,SI2,7.7346200000000005,0
N900_RS11700,hpt,0.24132915,1.8993952,-0.8219236,-0.1733444,0.60549104,-0.31572393,0.32975978,0.5784708,1.5229344333333332,-0.86048,6.4038,1h_SI9,1h,SI9,3h_SI5,3h,SI5,7.26428,1
N900_RS11705,luxR_2,2.8386242,3.0891068,-1.6486148,0.81817955,-0.059989158,-2.3871078,0.2902353,2.7295244,0.39888312666666664,-1.8961,2.5471,3h_co,3h,co,3h_st,3h,st,4.4432,0
N900_RS11710,rsmI,-0.94940734,-0.012526222,0.13553938,2.2896178,-1.9576607,0.4671226,-1.0415772,-0.46363273,1.0247642666666663,-1.9176,4.733,1h_SI2,1h,SI2,12h_SI2,12h,SI2,6.6506,1
N900_RS11720,VC_0580_BLAST,3.1032095,3.473545,-3.7755878,-0.98101115,-1.8648447,-2.1127007,0.2257097,2.4520874,0.6018302149999999,-0.72479,3.6509,3h_ce,3h,ce,3h_SI5,3h,SI5,4.3756900000000005,0
N900_RS11730,"hemolysin, putative",0.028955676,2.0066798,-1.7654891,-0.8912792,-1.3588568,-0.25289804,-0.07850844,0.6948502,0.34773906666666665,-1.3334,3.485,12h_SI3,12h,SI3,12h_SI1,12h,SI1,4.8184,1
N900_RS11735,sspB,1.132127,0.42821667,2.3559728,-0.0040662475,0.6289686,-2.461154,-0.53372264,0.8525869,0.004116381,0.00015513,0.1701,6h_SI4,6h,SI4,3h_st,3h,st,0.16994487,1
N900_RS11740,sspA,6.410702,1.5956715,0.15502225,-0.026610183,0.39147598,-0.4406377,0.058495536,-0.28442833,-0.18932468333333333,-2.2321,1.8793,6h_SI9,6h,SI9,12h_st,12h,st,4.1114,0
N900_RS11745,petC,1.444043,1.6906817,-2.4030454,-0.82460403,0.7010168,-1.3897269,-0.21053082,1.638585,0.5367015500000001,-1.3614,4.7894,12h_SI4,12h,SI4,3h_SI5,3h,SI5,6.150799999999999,1
N900_RS11750,petB,2.7815886,1.3167019,-2.6727185,-0.17096695,-0.32680795,-0.8476258,-0.9345036,1.4745617,0.6059557166666667,-0.77517,5.8614,3h_ce,3h,ce,3h_SI2,3h,SI2,6.63657,0
N900_RS11755,petA,3.9201682,3.5385382,-2.171375,-0.094977275,0.09290266,-1.091254,0.49075696,1.9315245,1.9104570000000003,-0.21143,6.4559,1h_ce,1h,ce,3h_SI3,3h,SI3,6.66733,0
N900_RS11775,zape,2.3082066,2.1407373,-1.7601099,-0.5128346,-0.44605044,-3.5861015,0.4389762,2.6348486,1.3833771116666667,-0.17811,4.9922,6h_SI1,6h,SI1,3h_SI6,3h,SI6,5.170310000000001,0
N900_RS11780,yhcB,-1.4634024,1.8722973,-2.3385596,0.80415726,1.6864647,-3.6120334,0.0032026768,1.3302889,1.2422961466666669,-0.8034,4.7086,12h_SI3,12h,SI3,3h_SI5,3h,SI5,5.512,1
N900_RS11785,degq,4.368618,3.2035365,0.8638592,0.5388139,-0.7174294,-1.058087,-0.13387848,0.114893764,1.0294063833333333,-0.6589,4.9388,1h_SI8,1h,SI8,3h_st,3h,st,5.5977,0
N900_RS11820,ypjd,2.4256308,1.850446,-1.125266,-0.2805285,-1.8512603,-0.45658088,0.42545655,1.2736682,1.3904863333333333,0.12162,5.9161,1h_SI3,1h,SI3,6h_SI2,6h,SI2,5.79448,1
N900_RS11825,yfjD,4.6944213,3.3276348,-0.4457902,0.3215823,0.27557436,-1.3865829,0.4583511,1.5815595,1.4441245,0.10797,4.3258,6h_SI9,6h,SI9,3h_st,3h,st,4.21783,0
N900_RS11830,luxS,3.4003453,3.5167742,-4.093081,0.21018094,-0.7238889,-2.3161645,0.2722248,2.8962693,1.0175730666666667,-0.44166,3.6241,3h_ce,3h,ce,3h_SI2,3h,SI2,4.06576,0
N900_RS11835,gshA,5.9153256,1.721561,0.65912884,-0.791572,-0.20607369,1.3829546,-0.12651202,-0.41854647,-0.44144265833333335,-2.825,2.9004,12h_SI5,12h,SI5,3h_SI4,3h,SI4,5.7254000000000005,1
N900_RS11840,"protease, insulinase family/protease, insulinase family",4.0788155,1.0874723,-2.9758286,-1.4096776,-0.9618859,-1.6048816,0.4990156,2.429118,0.6065100966666667,-1.5355,5.5726,24h_st,24h,st,3h_SI1,3h,SI1,7.1081,0
N900_RS11845,yqaA,1.7665565,2.9215126,0.010974687,-1.1144395,-1.7858104,0.5197094,-1.3141596,-0.09804792,0.9750936166666666,-0.66597,4.653,6h_SI1,6h,SI1,3h_SI3,3h,SI3,5.318969999999999,1
N900_RS11850,qorA,5.865232,3.3492606,-1.278148,-1.4803404,-0.52258384,-0.9238208,0.23359331,2.1394138,0.8281166333333333,-0.76929,3.9372,6h_SI9,6h,SI9,1h_SI1,1h,SI1,4.70649,0
N900_RS11855,gcdB,4.955122,1.8100984,1.2597343,0.19852623,-0.43714178,1.7987328,-0.20719561,1.0020301,0.8656984216666668,-0.72505,4.5453,1h_ce,1h,ce,3h_SI2,3h,SI2,5.2703500000000005,1
N900_RS11860,oadA_2,3.489018,1.8602182,-0.26125965,-1.2530951,-0.7036103,-0.45766148,0.3772498,0.040813126,0.8026132004999998,-0.71938,4.3263,12h_SI8,12h,SI8,12h_SI3,12h,SI3,5.04568,1
N900_RS11865,oadG_2,3.960906,2.93469,0.60790527,-2.47694,-0.2065861,1.4159652,0.3494888,0.21053445,-0.5637307500000001,-3.0349,5.9671,6h_co,6h,co,3h_SI3,3h,SI3,9.002,1
N900_RS11870,gsk,0.47930157,2.0933442,-3.740323,-0.4117902,-0.48581335,-4.469194,-0.28370312,1.7858056,1.4324745166666668,-0.030792,5.8391,1h_SI3,1h,SI3,3h_SI1,3h,SI1,5.869892,0
N900_RS11915,csrA,6.574261,1.6284567,0.17570034,0.17181054,0.375992,-0.38734323,0.04968357,-0.28019747,1.956721738333333,-0.0069357,4.0951,12h_SI7,12h,SI7,12h_st,12h,st,4.1020357,0
N900_RS11920,aspartate kinase,5.7465434,1.4859695,0.028367382,0.87656415,0.57426405,-0.40403464,-0.04221961,-0.15393674,-1.4220750666666668,-3.7267,1.6337,12h_SI7,12h,SI7,24h_SI3,24h,SI3,5.3604,0
N900_RS11930,recX,3.7490268,2.951606,0.25641122,-2.0164673,-2.1925006,-1.0147069,0.06887961,-0.46883765,0.15693010666666668,-1.5016,3.2047,3h_SI1,3h,SI1,1h_st,1h,st,4.7063,1
N900_RS11940,pncC,3.6615496,2.0107076,-2.6009188,-1.0099276,-0.9523659,-0.6928102,0.96915466,2.7974231,1.0401374295,-0.5807,4.2121,6h_st,6h,st,1h_SI1,1h,SI1,4.792800000000001,0
N900_RS11945,cysA,1.8692615,-0.72662586,1.0603644,0.45831722,1.5045118,2.0086935,-0.10779636,-0.52725786,0.027563633333333348,-2.9321,3.6994,3h_SI7,3h,SI7,24h_SI1,24h,SI1,6.6315,1
N900_RS11950,cysW,3.07619,3.68573,-2.4710238,-2.1078942,-0.96330965,-1.5434443,0.50072974,1.6954885,0.6169745999999999,-1.1588,3.6159,24h_st,24h,st,3h_SI5,3h,SI5,4.7747,0
N900_RS11955,cysT,4.5196223,3.6043289,-3.1823838,0.91270113,-1.0045707,-1.3755937,0.23496333,2.2540827,1.2042910166666665,-0.78788,3.8831,1h_SI8,1h,SI8,3h_SI4,3h,SI4,4.67098,0
N900_RS11960,cysP,4.7621436,3.1955276,-1.5141232,0.43845096,-1.5356534,0.10348195,-0.043828286,0.89293605,1.090019283333333,-0.80178,4.1512,1h_SI9,1h,SI9,12h_SI1,12h,SI1,4.95298,0
N900_RS11965,cysM,4.419371,3.5620253,-1.7038361,-1.0558125,0.009229481,-0.5639021,0.71267945,2.517836,1.3077583333333331,-0.2429,4.0691,6h_st,6h,st,3h_SI2,3h,SI2,4.311999999999999,0
N900_RS11970,mutS,4.28843,0.8496111,-2.4499373,-0.7535945,-0.30534557,0.08156102,0.44615784,1.4039165,0.27195773333333334,-1.1665,4.0083,6h_SI4,6h,SI4,6h_SI1,6h,SI1,5.1748,0
N900_RS11975,rpoS,4.77712,2.080338,0.16657516,-0.4524241,-1.5667298,2.2699907,0.03818325,0.27836838,0.007977199536666665,8.9212e-06,0.074347,6h_SI7,6h,SI7,12h_SI2,12h,SI2,0.0743380788,1
N900_RS11980,nlpD,4.759508,3.4531572,-1.6429396,-1.309852,-0.4437433,-1.3159243,0.14073396,2.250105,0.054612666666666684,-2.3101,3.1143,6h_co,6h,co,6h_SI2,6h,SI2,5.4244,0
N900_RS11985,pcm,4.247473,1.9626,-2.137623,-0.6826988,-1.1756737,-0.37652314,0.15183908,1.2728765,1.1428209216666663,-0.36892,5.0451,1h_SI8,1h,SI8,12h_SI1,12h,SI1,5.41402,0
N900_RS11990,SurE,1.7423487,2.6159532,-1.6548096,-0.9411699,-0.3179965,-0.6231948,-0.54202926,1.4494065,1.1178273833333336,-0.48004,4.2969,6h_SI2,6h,SI2,3h_SI5,3h,SI5,4.77694,1
N900_RS11995,truD,4.892586,2.9209297,-2.5105093,-0.18897963,-0.72733474,-1.6773856,0.89202875,1.2777704,1.164935333333333,-0.26635,5.0866,3h_SI4,3h,SI4,12h_SI1,12h,SI1,5.35295,0
