Gene,Gene_display,CPVAE1,CPVAE2,CPVAE3,CPVAE4,CPVAE5,CPVAE6,CPVAE7,CPVAE8,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range,CPVAE_cluster
N900_RS16805,VC_A0647,-0.80181706,1.968385,0.47462592,-2.3439498,-1.7197926,1.8665508,0.10054358,-0.500228,-0.147759885,-1.9441,2.725,24h_st,24h,st,12h_SI2,12h,SI2,4.6691,1
N900_RS16810,VC_A0648,4.3959336,3.0762541,-2.585073,-1.1644386,-0.24292554,-1.0762641,-0.054899536,1.8612473,0.7120209083333332,-0.91403,3.9278,6h_SI4,6h,SI4,1h_SI1,1h,SI1,4.84183,0
N900_RS16815,VC_A0649,3.604643,1.8856224,-2.041098,0.61923957,-1.5097591,-0.5523983,-0.6610276,0.002841279,1.0493633000000002,-0.74401,6.0943,1h_SI1,1h,SI1,12h_SI1,12h,SI1,6.83831,0
N900_RS16820,VC_A0650,2.1276731,3.3308058,-1.6431408,-0.62520987,-2.3589911,-1.1471214,1.0965152,0.22114752,0.5145647466666666,-0.84706,3.4173,3h_st,3h,st,6h_SI4,6h,SI4,4.26436,0
N900_RS16825,VC_A0651,2.3800843,1.9540226,-2.152987,-0.11863867,0.5653449,-3.5200975,1.1349,2.5137024,1.01404875,-0.66336,5.424,12h_SI4,12h,SI4,3h_SI5,3h,SI5,6.08736,0
N900_RS16830,VC_A0652,3.8087084,3.9011476,-1.8647876,1.4370884,0.2176471,-3.317384,0.4741864,2.1060102,1.1980699833333333,-0.94019,3.9891,1h_SI9,1h,SI9,3h_st,3h,st,4.92929,0
N900_RS16835,treP,3.4427774,4.4065776,-1.4911364,-0.18997064,-0.78897357,0.4177093,0.45831475,1.6849312,0.7296224666666666,-0.61527,4.1667,1h_st,1h,st,6h_SI1,6h,SI1,4.781969999999999,0
N900_RS16840,ccpA,1.6871841,2.7003021,-1.5186573,-2.0511248,-0.48785046,-0.78038234,-0.06308123,0.6624574,-0.06123888333333335,-1.5799,3.9485,1h_SI1,1h,SI1,3h_SI3,3h,SI3,5.5284,1
N900_RS16845,scrB,3.6103525,2.8780675,-0.73851514,-1.3889177,-0.33767846,1.961014,0.86295676,1.1614158,-0.251349886,-1.5466,3.8156,3h_SI1,3h,SI1,3h_SI2,3h,SI2,5.3622,1
N900_RS16850,aminoimidazole riboside kinase,3.8180914,2.1632853,-1.1906482,-1.6312689,0.12606415,-2.7901242,0.16197738,2.47866,0.13354021666666666,-1.1207,3.2724,3h_SI5,3h,SI5,3h_st,3h,st,4.3931000000000004,0
N900_RS16855,glpD,3.0437224,2.1821353,-1.0307058,-0.7925468,-0.43563437,-2.1295135,-0.6858121,1.0838608,0.6496473833333333,-0.79936,3.3945,6h_SI2,6h,SI2,3h_SI3,3h,SI3,4.19386,0
N900_RS16860,aer_1,3.3731668,3.0953577,0.32133856,-0.6979932,0.40060785,0.07907404,0.8349499,1.3781064,1.1111448666666663,-0.68545,5.2558,3h_SI1,3h,SI1,6h_SI1,6h,SI1,5.94125,1
N900_RS16865,pal_2,1.9090508,2.7169802,-0.20231518,-0.7100846,0.2909572,1.3574073,1.4710486,0.72007394,0.8230022889999999,-0.77208,4.4384,12h_SI1,12h,SI1,6h_SI1,6h,SI1,5.21048,1
N900_RS16870,fkpA_2,4.4499545,3.3977969,-1.4286802,-0.5325758,-0.29389542,-3.015835,0.33047947,1.2792372,0.95234514,-0.55698,3.956,6h_SI8,6h,SI8,1h_ce,1h,ce,4.51298,0
N900_RS16875,beta-phosphoglucomutase family hydrolase,2.8283222,4.4511013,-3.7907186,-1.0248916,-1.4326743,-2.5489023,0.91668046,2.3292944,0.43112399516666666,-1.1501,2.9659,12h_st,12h,st,3h_SI4,3h,SI4,4.116,0
N900_RS16880,methyl-accepting chemotaxis protein_23,3.9294906,2.9209096,-1.105637,0.8136943,-1.2596503,-1.3084779,1.4193996,0.9848645,0.8277599333333333,-1.0161,3.6504,1h_ce,1h,ce,6h_SI2,6h,SI2,4.6665,0
N900_RS16885,VC_A0664,2.1897004,3.0417979,-2.848049,-0.60672253,-0.32442522,-2.694493,-0.014218118,1.8760314,0.11723854,-1.4426,4.5481,6h_SI2,6h,SI2,3h_SI4,3h,SI4,5.9907,0
N900_RS16890,dcuC,4.6402,3.6032808,-1.4206791,0.46978426,-1.0153843,-0.39680982,0.4758928,1.1203265,1.5143455833333335,-0.22815,4.5966,1h_SI8,1h,SI8,12h_SI1,12h,SI1,4.82475,0
N900_RS16895,L-serine ammonia-lyase,3.944217,1.7217568,-1.5073868,-1.0516665,-1.2167636,-0.753573,-0.4244955,1.5392033,0.47370339999999994,-1.0394,3.4005,6h_SI1,6h,SI1,3h_SI1,3h,SI1,4.4399,0
N900_RS16900,sglT,5.4907746,3.1121826,-0.8094358,-0.30760896,-0.3841235,-1.4938257,0.15206113,1.4329532,1.1976677166666667,-0.33342,5.1654,1h_SI4,1h,SI4,6h_SI1,6h,SI1,5.49882,0
N900_RS16905,yjhB,4.1467433,1.9020733,0.64923936,-0.61085594,0.05272086,-1.5000356,0.23241934,0.011337243,0.36280053333333334,-1.3162,4.9664,24h_ce,24h,ce,3h_st,3h,st,6.2826,0
N900_RS16915,VC_A0671,-1.149927,1.5776694,-1.1754789,-0.7501304,1.008032,-0.54164106,1.0826064,0.25008357,0.09244401666666667,-1.7849,2.8359,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.6208,1
N900_RS16925,vraR,3.3200765,1.4283621,-1.8389713,0.7840663,0.08877167,-0.8135328,0.051620647,0.02117052,1.3537463500000004,-0.88984,4.7591,12h_SI8,12h,SI8,3h_SI2,3h,SI2,5.64894,0
N900_RS16930,narQ,3.4946003,3.7323294,-1.2559904,0.7338277,-1.7360666,0.025417214,0.1608155,1.4636083,1.5310223133333334,-0.69866,6.2865,1h_SI8,1h,SI8,12h_SI1,12h,SI1,6.9851600000000005,0
N900_RS16935,napF,2.926132,1.4919763,-1.4765862,-0.5859683,0.44884768,-1.9481575,-0.27803484,-1.7144042,-0.027393087333333337,-1.6836,5.0861,24h_st,24h,st,6h_st,6h,st,6.7697,1
N900_RS16940,mycothiol reductase,3.5727217,1.4392109,-2.4300048,-0.40016118,-1.2215177,-2.7719958,0.16279483,3.492679,0.7413755,-0.79871,4.1751,6h_SI1,6h,SI1,3h_SI1,3h,SI1,4.973809999999999,0
N900_RS16945,napA,4.924912,1.7996852,-1.4232556,-0.87426925,0.39411128,-0.20353992,0.82008725,1.266934,1.442234565,-0.0011471,4.6641,3h_SI4,3h,SI4,1h_st,1h,st,4.6652471,0
N900_RS16950,nitrate reductase cytochrome c-type subunit,1.4539794,0.4111881,0.14428532,-2.610258,-1.5930616,0.87261206,-0.8945641,-0.8880633,-0.6916463233333334,-3.2206,2.5105,3h_SI7,3h,SI7,1h_ce,1h,ce,5.7311,1
N900_RS16960,VC_1925,1.8331726,1.0100933,-0.45048478,-1.7766832,-1.3963647,0.7024687,-0.61625427,0.4885832,-0.4783887333333333,-2.6155,3.4112,12h_SI6,12h,SI6,12h_SI1,12h,SI1,6.0267,1
N900_RS16965,VC_A0681_BLAST,4.3441844,3.592429,-2.8591993,-1.5012255,-1.4849076,-2.910714,0.29771945,2.8299127,0.6569156833333333,-0.92262,3.1571,6h_st,6h,st,3h_SI1,3h,SI1,4.07972,0
N900_RS16970,uhpA,3.1026838,2.4563122,-0.19547132,-0.89733744,1.1969911,-1.4195596,-0.61732423,1.3857951,0.33793890000000004,-1.2807,4.6478,6h_SI7,6h,SI7,3h_st,3h,st,5.9285,0
N900_RS16975,uhpB,2.768813,1.0196794,-1.9387587,0.42880362,-0.22421971,-0.16223025,0.4175853,1.0878621,1.428461016666667,-0.27163,5.0125,6h_SI4,6h,SI4,6h_SI1,6h,SI1,5.28413,1
N900_RS16980,uhpT,4.300786,3.5994308,-2.7166824,0.29423094,-0.0006251633,-1.2980382,0.88299865,2.4689653,0.9171101400000001,-0.67358,3.9435,3h_st,3h,st,6h_SI4,6h,SI4,4.61708,0
N900_RS16985,HI_0131_BLAST,1.0798231,3.0226579,-0.53647864,-2.2475924,-2.855265,0.3413829,-0.86500233,-0.38510206,0.08490835000000001,-1.3763,3.2174,3h_SI1,3h,SI1,1h_ce,1h,ce,4.5937,1
N900_RS16990,fbpB,3.5408568,3.9120276,0.12911415,-0.7164072,-1.0556169,0.74023527,1.0725899,0.89060736,1.1150698999999997,-0.26583,4.2786,3h_SI1,3h,SI1,6h_SI3,6h,SI3,4.54443,1
N900_RS16995,fbpc,2.9862437,3.3071535,-2.2839546,0.0561233,0.20330995,-1.2048837,0.8295207,0.5920553,0.7874967783333333,-0.71548,3.3391,3h_st,3h,st,6h_ce,6h,ce,4.0545800000000005,0
N900_RS17000,phaC,4.123632,3.9591596,-0.9354788,-0.5007488,-0.47607568,0.28440058,0.48370555,1.9630861,0.7301350666666667,-0.6329,3.0825,1h_st,1h,st,3h_SI2,3h,SI2,3.7154,0
N900_RS17005,VC_A0689,0.47489065,0.16713026,-0.3601733,-1.3732902,0.96910155,0.9772313,-0.29908532,-0.39376554,-0.2128434833333333,-1.9184,3.7991,12h_ce,12h,ce,3h_SI2,3h,SI2,5.7175,1
N900_RS17010,phaA,4.5353966,2.918245,0.47804722,-1.4304376,-0.08959431,-1.0290841,0.5516704,0.17300016,0.9555229716666667,-0.30916,4.1748,6h_SI9,6h,SI9,1h_SI1,1h,SI1,4.483960000000001,0
N900_RS17015,fabG_2,1.9066812,1.7003032,0.6816658,0.56128275,0.34328485,0.5026612,-0.34565032,-0.08517378,1.4564766366666668,-0.99982,4.9421,1h_SI2,1h,SI2,6h_SI3,6h,SI3,5.94192,1
N900_RS17020,secF_2,4.9457393,1.8011287,-1.0835443,-1.0279148,-2.4102993,0.7006277,-0.6943156,1.4613638,0.4510270333333334,-1.3879,5.2361,6h_ce,6h,ce,12h_SI1,12h,SI1,6.6240000000000006,0
N900_RS17025,secD_2,2.8671513,4.781381,-1.2959558,-1.1995273,-0.8622421,-0.048717566,0.6694664,1.0645357,0.38863711666666667,-1.1773,3.8037,12h_st,12h,st,3h_SI3,3h,SI3,4.981,0
N900_RS17030,VC_A0694,-1.9939305,1.2826958,1.5139648,-0.27808574,0.80041635,1.315062,-0.6033973,-0.8416515,0.007091439999999995,-1.8932,3.5699,12h_SI3,12h,SI3,24h_st,24h,st,5.4631,1
N900_RS17035,VC_A0695,4.0388885,3.3956313,-0.6840843,-0.4782163,-1.7037444,0.22715053,0.80011743,2.188584,0.8191599833333333,-0.80078,3.4977,3h_SI1,3h,SI1,6h_SI2,6h,SI2,4.29848,0
N900_RS17040,diguanylate cyclase_5,3.7228847,4.361865,-0.69250405,0.002774641,-0.4613288,0.66220117,0.47091773,1.1558197,1.2453789833333333,-0.3071,5.1603,1h_SI6,1h,SI6,3h_SI3,3h,SI3,5.4674000000000005,0
N900_RS17045,glgC_2,4.698617,2.7241082,-1.5771611,-1.3679535,-0.68585825,-0.22560243,0.5904567,1.5831617,0.9113801733333333,-0.85677,4.0223,6h_st,6h,st,12h_st,12h,st,4.8790700000000005,0
N900_RS17050,endo I_2,4.0778174,2.762594,-1.1265078,-1.3224748,-0.09994909,-1.6043427,0.09172518,2.4897516,0.7258463333333333,-0.69464,3.6224,12h_st,12h,st,3h_st,3h,st,4.3170399999999995,0
N900_RS17055,yqhD,4.2365403,3.412293,-2.4177225,-0.17381671,-0.79145575,-0.7763221,0.615678,2.2275577,1.3934193333333331,-0.12136,5.1667,1h_SI7,1h,SI7,6h_ce,6h,ce,5.28806,0
N900_RS17060,lysoplasmalogenase_2,1.7357266,2.3905168,-1.2727729,-2.5174947,-1.8399997,-0.9663832,0.11434998,0.9841208,-0.4242432066666667,-2.0285,2.2069,6h_ce,6h,ce,24h_SI3,24h,SI3,4.2354,1
N900_RS17065,sigma-54-dependent Fis family transcriptional regulator,2.659144,2.9167204,-3.535375,-1.4677818,-2.2069278,-2.943601,-0.8754277,1.9857233,0.15059276666666666,-1.2004,2.7267,12h_st,12h,st,3h_SI1,3h,SI1,3.9271000000000003,0
N900_RS17070,sasA_10,4.383198,3.3260999,-0.7497972,-1.2300059,-1.3014368,-0.2139173,-0.12322588,0.76404196,0.849038285,-0.66803,3.9104,6h_SI4,6h,SI4,3h_SI4,3h,SI4,4.57843,0
N900_RS17075,ABC transporter substrate-binding protein_11,4.01786,2.1124277,-2.1548598,-1.8887829,-1.4885658,-1.6777416,0.2702392,2.686485,0.053395615000000014,-1.7783,2.5907,6h_SI1,6h,SI1,6h_SI3,6h,SI3,4.369,0
N900_RS17080,uhpC_2,5.714186,3.2408,-0.74655694,0.2121973,-0.131954,-1.8398008,-0.014729403,1.118081,0.7357802000000001,-1.1174,3.8125,6h_ce,6h,ce,3h_st,3h,st,4.9299,0
N900_RS17085,pykA_2,4.5699387,3.6052504,-0.28944334,-0.80532247,-0.99874985,-2.169035,0.7895555,0.011878364,0.9199283349999999,-0.3013,4.3186,3h_co,3h,co,6h_st,6h,st,4.6199,0
N900_RS17090,torS,2.5599728,2.678307,-0.52160585,-1.3726383,-0.8715564,0.4682865,0.15010735,0.92139655,0.18125172333333334,-1.4573,2.6676,6h_SI1,6h,SI1,6h_SI3,6h,SI3,4.1249,1
N900_RS17095,torT,4.4552207,3.767567,-2.706934,-0.836254,-0.7747382,-1.9204466,0.9324642,2.4327874,0.9537390833333333,-0.15005,4.4348,3h_SI9,3h,SI9,6h_SI1,6h,SI1,4.58485,0
N900_RS17100,mgsA,4.346814,3.7074096,-2.291738,-0.6143542,-0.162774,-2.457539,0.65127766,0.85380894,0.7573752716666668,-0.9919,3.4278,3h_SI9,3h,SI9,6h_st,6h,st,4.4197,0
N900_RS17105,pncA,5.0170994,3.3313382,-1.3013735,-0.0021086372,-0.63315547,-2.8087487,0.36611417,1.5488465,0.0048669499999999906,-2.0468,2.9062,3h_SI8,3h,SI8,6h_SI1,6h,SI1,4.953,0
N900_RS17110,dgkA,3.3751173,2.7602453,-1.1861858,-1.26156,-0.588397,0.27890703,-0.37383923,0.7583238,0.05298613333333333,-1.2894,3.6196,6h_st,6h,st,3h_SI5,3h,SI5,4.909000000000001,0
N900_RS17115,cytochrome b_2,2.8706748,2.113848,-2.3387234,-0.1982961,1.0840827,-0.3608014,0.98758024,1.7702538,1.335402983333333,-0.50459,4.2721,12h_SI2,12h,SI2,3h_SI2,3h,SI2,4.77669,0
N900_RS17120,cytochrome b_1,5.050623,2.3799183,-1.3175695,-0.26740578,0.4355661,-1.7543869,0.6543816,3.0625052,0.8508257406666666,-0.44336,4.2295,3h_SI4,3h,SI4,3h_st,3h,st,4.67286,0
N900_RS17125,helD,4.5025687,2.80713,-2.6318078,1.6764867,0.017066829,-2.5785408,0.7746981,1.267385,1.08539545,-1.8971,4.327,1h_SI7,1h,SI7,24h_st,24h,st,6.2241,0
N900_RS17130,yccS,-1.2098566,0.9530733,-0.16717863,-0.7896089,0.59974325,-2.5850601,0.27375814,0.62655437,0.07926474999999995,-1.669,4.4391,12h_SI3,12h,SI3,6h_ce,6h,ce,6.1081,1
N900_RS17135,zraS,2.3354974,1.7978752,-1.237437,-0.70390546,-0.82022536,0.97535825,0.86842906,1.6637694,0.36174102499999994,-0.77758,3.2494,6h_st,6h,st,12h_SI2,12h,SI2,4.02698,1
N900_RS17140,guanylate cyclase,2.0477905,1.4157723,-0.06801029,-2.5903006,-2.2650313,-0.29791638,-0.070432,1.4501793,-0.3868595,-1.5386,2.2391,24h_co,24h,co,6h_SI3,6h,SI3,3.7777000000000003,1
N900_RS17145,VC_A0721,3.0306368,3.0330508,-0.753368,2.3942122,-0.8505366,0.1500302,0.16309527,0.5259118,0.7030250333333334,-2.609,4.1445,1h_SI3,1h,SI3,24h_SI1,24h,SI1,6.7535,0
N900_RS17150,VC_A0722,-2.286349,0.64054054,-0.69033796,-1.9972134,0.7914387,-1.6761416,0.84039783,0.53321797,-0.7846704,-2.6707,2.5988,12h_SI4,12h,SI4,1h_SI1,1h,SI1,5.269500000000001,1
N900_RS17155,hydroxymethylglutaryl-CoA reductase,4.1596947,4.1403093,-1.1062307,0.5750362,-1.8135769,0.019754851,0.23003456,1.6811067,1.2817511833333335,-0.33346,4.9465,1h_SI8,1h,SI8,3h_SI4,3h,SI4,5.27996,0
N900_RS17160,modC,3.175902,3.1490443,-3.0149121,-0.124692015,1.3212945,-1.9675597,0.73821145,2.4702435,0.29395718,-1.5682,3.5798,3h_SI9,3h,SI9,3h_SI2,3h,SI2,5.148,0
N900_RS17165,modB,3.700266,2.8178995,-2.4595234,-0.9062075,0.6954862,-2.2150502,0.8685522,1.1523372,0.4785044333333335,-0.83515,3.6116,24h_SI9,24h,SI9,3h_SI1,3h,SI1,4.44675,0
N900_RS17170,modA,5.0486298,2.095269,-1.0709549,0.2971358,-0.6344489,-2.5416486,0.13710526,1.2280306,1.083801783333333,-0.47467,4.7104,12h_SI6,12h,SI6,3h_SI1,3h,SI1,5.18507,0
N900_RS17175,cobQ,3.9959028,2.0310256,-1.8046857,-0.32090393,-0.4257777,-0.4154059,-0.47275162,1.4874427,0.9838760250000002,-1.1049,4.5436,6h_SI2,6h,SI2,3h_SI1,3h,SI1,5.648499999999999,0
N900_RS17180,DNA recombination protein RecF,2.527001,3.265278,-3.1018023,-1.6074349,0.60419345,-1.1177263,1.0216216,3.0086405,0.40117316666666664,-1.2621,2.8585,3h_SI9,3h,SI9,3h_SI2,3h,SI2,4.1206,0
N900_RS17185,VC_A0729,0.038435988,2.8021028,-3.939752,-1.3876799,-0.28981104,-4.7493186,0.7714981,2.5986369,0.5620081033333334,-1.7638,4.0633,3h_SI9,3h,SI9,1h_ce,1h,ce,5.8271,0
N900_RS17190,VC_A0730,2.6889288,2.3464458,-2.3212435,-1.1944097,0.9248425,-1.0260353,-0.3948766,1.8360487,0.3306763333333333,-2.9532,5.0123,3h_SI9,3h,SI9,3h_SI3,3h,SI3,7.9655,0
N900_RS17195,VC_A0731,1.0870216,1.8880876,0.86410254,-0.96625507,-1.1222392,1.2966809,-1.263604,-1.2189549,1.0411199666666664,-0.055506,4.76,1h_SI8,1h,SI8,3h_SI4,3h,SI4,4.815506,1
N900_RS17200,NirD/YgiW/YdeI family stress tolerance protein,4.204358,3.5323794,-2.9096699,0.107819654,-0.8611444,-2.9206688,0.41608527,1.0595251,1.1170059,-0.37917,3.2817,12h_st,12h,st,3h_SI1,3h,SI1,3.66087,0
N900_RS17205,VC_A0733,2.3895774,-0.7617317,-1.6881753,1.1769625,1.698653,-1.0994704,-0.10469809,1.2098333,0.8893727666666664,-2.313,6.1177,12h_SI8,12h,SI8,3h_SI1,3h,SI1,8.4307,1
N900_RS17210,VC_A0734,4.551206,3.2734795,-2.9672987,0.05381296,0.09489815,-0.6351355,0.8594589,3.179957,1.2762096333333335,-0.15081,4.5136,1h_ce,1h,ce,6h_SI2,6h,SI2,4.66441,0
N900_RS17215,flagellar brake protein,-2.1205206,0.03291055,0.2754276,-1.6848232,0.408061,0.2018895,0.83397275,-0.12457993,-0.21507065,-2.5255,4.5015,12h_SI4,12h,SI4,1h_ce,1h,ce,7.027,1
N900_RS17220,luxQ,3.230535,2.8033025,-0.7860622,0.124745764,-1.4733374,-0.6499276,0.5807476,0.065386035,1.182231666666667,-0.56745,4.5966,24h_SI9,24h,SI9,12h_SI2,12h,SI2,5.16405,0
N900_RS17225,luxp,1.97438,4.096671,-2.7976108,0.89383787,0.35893795,-3.604343,1.0533264,1.6369495,0.7303537966666667,-1.1726,3.9362,1h_SI5,1h,SI5,6h_ce,6h,ce,5.1088000000000005,0
N900_RS17230,traf,4.089735,3.5767884,-2.9391983,-0.069635995,-1.5241289,-0.77192783,0.46258238,1.4593953,0.7390442776666668,-0.69807,2.8957,1h_st,1h,st,3h_SI4,3h,SI4,3.59377,0
N900_RS17235,VC_A0740_BLAST,3.8937569,3.2221951,1.035375,-0.89283043,1.0804911,1.2923208,0.918201,1.3224514,1.0040837166666667,-0.51741,4.1299,3h_SI1,3h,SI1,3h_SI2,3h,SI2,4.64731,1
N900_RS17240,fruA,0.0072541013,0.17000553,0.089342296,-2.5297122,0.81504977,0.39169517,1.1008724,0.8116366,-0.77394005,-2.5171,3.0223,12h_SI4,12h,SI4,6h_SI2,6h,SI2,5.5394000000000005,1
N900_RS17245,tmaR_BLAST,2.019196,3.697454,-0.4713587,0.021400984,-1.0636517,-0.0013109203,0.03638927,-0.5936522,0.7025685183333331,-0.8223,3.5791,1h_ce,1h,ce,6h_SI1,6h,SI1,4.4014,1
N900_RS17250,VC_A0742,3.6115758,3.611768,-2.5234804,-0.39887428,-0.6058047,-0.7822996,0.0031687766,1.5712724,1.2560773666666667,-0.47987,4.4691,3h_co,3h,co,3h_SI5,3h,SI5,4.94897,0
N900_RS17255,membrane protein_8,3.9942458,1.6015198,-0.4865946,-0.17308941,-0.44915885,1.1104052,0.40624756,0.7139721,0.052410633333333324,-1.5,2.9245,3h_SI5,3h,SI5,1h_st,1h,st,4.4245,1
N900_RS17260,glpK,4.8352184,3.6923006,-0.91122115,-1.3589042,0.03654085,-2.9412377,0.28332764,1.6192095,0.6003520166666666,-1.1748,4.5069,12h_SI7,12h,SI7,3h_st,3h,st,5.6817,0
N900_RS17265,glpF,4.240157,1.9140024,-0.11387003,-1.0813202,-1.2549402,1.416657,-1.0740823,-0.33913633,0.6165837333333333,-2.6402,5.4468,12h_SI8,12h,SI8,12h_SI1,12h,SI1,8.087,1
N900_RS17275,glpA,2.1274872,1.8579705,-2.9192903,-0.58218944,-1.7718384,-1.3365669,-1.0195633,0.4860547,-0.3773540166666666,-2.0955,2.7264,1h_SI1,1h,SI1,3h_SI1,3h,SI1,4.821899999999999,0
N900_RS17280,glpB,2.9275362,4.0199575,-0.4366161,-0.8540634,-2.0766318,0.4497013,-0.1369229,0.37639287,0.11840099999999999,-1.1294,3.446,24h_SI9,24h,SI9,3h_SI3,3h,SI3,4.5754,1
N900_RS17285,glpC,1.0587641,2.5022304,-1.3995149,-0.94899184,-1.140088,0.7695929,0.56782925,1.7198484,-0.6903858499999999,-2.0003,2.173,6h_st,6h,st,3h_SI2,3h,SI2,4.1733,1
N900_RS17290,fabH2,4.3157306,3.496214,-2.7662287,-1.0681303,-0.966035,-2.2112029,0.25211903,1.2013767,0.7739016166666669,-0.77547,4.1364,3h_co,3h,co,1h_SI1,1h,SI1,4.91187,0
N900_RS17295,trxC,4.358392,3.454773,-1.668306,0.5346487,-0.3216856,-1.2491261,0.31628227,0.8276516,1.2598175171666666,-0.99765,5.2795,1h_co,1h,co,1h_st,1h,st,6.27715,0
N900_RS17300,ycaD,2.3117197,3.5342517,-2.3509934,-0.35503724,-1.1829007,-2.8498118,1.0882117,0.8121277,1.206657616666667,-0.51427,4.1052,12h_st,12h,st,6h_SI4,6h,SI4,4.61947,0
N900_RS17305,lipase,0.2624092,1.4776074,-2.7953436,-0.061730243,-1.6509775,-4.4501224,-0.7897472,-0.7779059,0.5709671833333335,-0.98955,3.6409,6h_co,6h,co,6h_st,6h,st,4.63045,1
N900_RS17320,fabH2,4.2803826,1.5634859,-0.7322221,-1.3017982,0.96614456,-1.069226,0.6403082,3.037231,0.3061075650000001,-0.98749,3.5751,6h_st,6h,st,3h_st,3h,st,4.56259,0
N900_RS17325,lysr_5,2.6557868,4.3322883,0.11547515,-0.36699167,-1.7457682,0.20040326,-0.12860611,1.009569,1.30877688,-0.1414,5.1719,1h_SI5,1h,SI5,3h_SI3,3h,SI3,5.3133,1
N900_RS17330,artM,2.758569,2.7577934,-0.37979096,-1.3497261,-0.0037418008,-0.17897017,-0.6358318,-0.86661893,0.3925796,-1.2675,3.824,6h_SI2,6h,SI2,3h_SI4,3h,SI4,5.0915,1
N900_RS17335,artQ,3.8017197,4.0787315,-2.8758156,1.4679872,-0.7188251,-2.1104643,0.45279607,1.9413022,1.0318918499999998,-0.92565,3.8465,1h_co,1h,co,3h_SI4,3h,SI4,4.77215,0
N900_RS17340,artI_1,-3.8905041,2.531248,0.5172029,-1.6376044,0.4965289,-0.4380103,-0.14775309,-0.81286293,-0.046667466666666664,-1.9376,3.2309,24h_st,24h,st,3h_SI7,3h,SI7,5.1685,1
N900_RS17345,artP,-0.45754433,2.3535626,-1.2886379,-1.5275505,-1.3357813,-0.9548082,0.9623626,1.1509031,0.36941128333333334,-1.241,3.3108,6h_SI2,6h,SI2,3h_SI8,3h,SI8,4.5518,1
N900_RS17355,viaA,3.64873,3.7316034,-1.2611579,0.7449926,-0.4348187,-1.4260752,-0.19936293,1.8178463,1.4686574166666666,-0.95074,4.6164,1h_SI9,1h,SI9,3h_SI2,3h,SI2,5.567139999999999,0
N900_RS17360,ravA,2.1797032,2.9112637,-1.4489603,0.7595697,0.18042088,-0.2554756,0.40224662,2.1411052,1.2431717499999997,-0.23129,4.2184,6h_st,6h,st,3h_SI5,3h,SI5,4.44969,0
N900_RS17365,NUDIX hydrolase_2,2.6788185,1.6524894,-0.8159385,0.04165142,0.63916457,0.6423271,1.4761603,1.0838735,0.6811701166666667,-0.78218,4.8826,6h_SI5,6h,SI5,6h_SI2,6h,SI2,5.66478,1
N900_RS17370,ltaE,3.2748008,1.755435,-1.2888021,-1.7011583,-0.21481004,0.18710364,-0.19154865,0.5462177,-0.055477656666666646,-1.4579,2.8178,6h_st,6h,st,3h_SI2,3h,SI2,4.2757000000000005,1
N900_RS17375,cytochrome c_3,3.8346524,3.595099,-2.9664133,-1.1781036,0.475953,-1.9293731,0.9684928,1.5294,0.2012271,-1.1163,2.4199,12h_st,12h,st,3h_SI3,3h,SI3,3.5362,0
N900_RS17380,ttgR,2.9561045,3.0833764,-3.3888958,-0.72552127,-0.83235395,-2.7364244,0.9273137,0.88920474,1.4613392499999998,-0.59587,4.4839,3h_SI3,3h,SI3,6h_SI1,6h,SI1,5.07977,0
N900_RS17385,rhlE_4,2.7717757,3.3543403,-2.446564,-1.8691306,-2.3307927,-1.4519846,0.2511726,0.4123119,0.18723543333333337,-1.2224,3.6755,6h_SI2,6h,SI2,12h_SI1,12h,SI1,4.8979,0
N900_RS17390,acpH,4.005734,0.5818903,-2.1361134,-0.031697657,-1.5859666,-0.58340335,-0.38524777,1.2323055,0.8077470708333334,-1.426,4.4622,1h_ce,1h,ce,1h_SI1,1h,SI1,5.8882,0
N900_RS17400,tyrP,1.0414032,2.5778344,-1.7535341,-0.3668949,-1.8898287,-0.5164626,-0.72429484,0.39195505,1.1570838300000001,-0.52762,3.5995,1h_SI2,1h,SI2,3h_SI5,3h,SI5,4.12712,1
N900_RS17405,pctC_3,1.9778569,1.2232733,-0.69040984,-1.2669257,0.40182498,-0.013740705,2.2683227,1.9587132,-0.032300850000000006,-1.2325,4.2403,12h_SI8,12h,SI8,6h_SI2,6h,SI2,5.4728,1
N900_RS17410,galE,2.6990914,0.40446398,1.375128,-1.1794086,-1.166359,2.267444,-0.3684335,-0.83624667,-0.7105207866666666,-4.5677,4.4086,12h_SI8,12h,SI8,1h_st,1h,st,8.9763,1
N900_RS17415,VC_A0775,0.946365,3.0043228,-2.2024422,-1.0118005,-1.0514522,-0.56084466,0.5879284,1.6557628,0.20791063333333334,-1.3735,3.7645,6h_SI1,6h,SI1,6h_SI4,6h,SI4,5.138,1
N900_RS17420,pxpA3,2.5794454,0.83634925,-0.2657255,-0.41962948,-0.31098828,0.7782293,-0.37175593,-0.4081886,0.004307596833333332,7.921e-05,0.097573,6h_SI5,6h,SI5,12h_st,12h,st,0.09749379,1
