Model,Program,Component,Direction,Gene,Gene_display,Loading,Abs_loading,Driver_category
CPVAE,CPVAE1,1,Negative,N900_RS03475,flgF,-3.7558436393737793,3.7558436393737793,Uncategorized
CPVAE,CPVAE1,1,Negative,N900_RS03800,FliK,-3.6514060497283936,3.6514060497283936,Chemotaxis / motility regulators
CPVAE,CPVAE1,1,Negative,N900_RS13765,vspR,-3.6035141944885254,3.6035141944885254,Uncategorized
CPVAE,CPVAE1,1,Negative,N900_RS13740,cap3_BLAST,-3.5988426208496094,3.5988426208496094,Uncategorized
CPVAE,CPVAE1,1,Negative,N900_RS04275,VC_2373,-3.433396100997925,3.433396100997925,Uncategorized
CPVAE,CPVAE2,2,Positive,N900_RS17025,secD_2,4.781381130218506,4.781381130218506,Uncategorized
CPVAE,CPVAE2,2,Positive,N900_RS11030,IS21 family transposase,4.7370710372924805,4.7370710372924805,Uncategorized
CPVAE,CPVAE2,2,Positive,N900_RS05100,ompT,4.727475166320801,4.727475166320801,Transporters / nutrient uptake systems
CPVAE,CPVAE2,2,Positive,N900_RS07935,iron-regulated protein A,4.727043628692627,4.727043628692627,Uncategorized
CPVAE,CPVAE2,2,Positive,N900_RS01460,cfxP,4.682487487792969,4.682487487792969,Metabolic bottleneck enzymes
CPVAE,CPVAE2,2,Positive,N900_RS18680,MltR family transcriptional regulator,4.654031276702881,4.654031276702881,Transcription factors / DNA-binding regulators
CPVAE,CPVAE2,2,Positive,N900_RS06425,almE,4.559879779815674,4.559879779815674,Uncategorized
CPVAE,CPVAE2,2,Positive,N900_RS00630,VC_0127,4.557163238525391,4.557163238525391,Uncategorized
CPVAE,CPVAE2,2,Positive,N900_RS06750,formate dehydrogenase subunit gamma,4.5414533615112305,4.5414533615112305,Metabolic bottleneck enzymes
CPVAE,CPVAE2,2,Positive,N900_RS09905,type IV pilin protein,4.511387825012207,4.511387825012207,Uncategorized
CPVAE,CPVAE2,2,Negative,N900_RS14760,VC_A0158,-2.549375057220459,2.549375057220459,Uncategorized
CPVAE,CPVAE2,2,Negative,N900_RS19305,malK,-2.0810976028442383,2.0810976028442383,Uncategorized
CPVAE,CPVAE2,2,Negative,N900_RS11625,VC_0603,-1.9149209260940552,1.9149209260940552,Uncategorized
CPVAE,CPVAE2,2,Negative,N900_RS16455,VC_A0571,-1.6161442995071411,1.6161442995071411,Uncategorized
CPVAE,CPVAE2,2,Negative,N900_RS19685,VC_A0838,-1.5246245861053467,1.5246245861053467,Uncategorized
CPVAE,CPVAE2,2,Negative,N900_RS19250,VC_0729,-1.5065124034881592,1.5065124034881592,Uncategorized
CPVAE,CPVAE2,2,Negative,N900_RS18315,VC_A0969_BLAST,-1.4158381223678589,1.4158381223678589,Uncategorized
CPVAE,CPVAE2,2,Negative,N900_RS15780,VC_A0381,-1.3887228965759277,1.3887228965759277,Uncategorized
CPVAE,CPVAE2,2,Negative,N900_RS02895,VC_2318,-1.3327940702438354,1.3327940702438354,Uncategorized
CPVAE,CPVAE2,2,Negative,N900_RS15930,VC_A0457,-1.302765130996704,1.302765130996704,Uncategorized
CPVAE,CPVAE3,3,Positive,N900_RS10195,citE,2.5582456588745117,2.5582456588745117,Uncategorized
CPVAE,CPVAE3,3,Positive,N900_RS12285,VC_0457,2.3867311477661133,2.3867311477661133,Uncategorized
CPVAE,CPVAE3,3,Positive,N900_RS06650,VC_1531,2.372687339782715,2.372687339782715,Uncategorized
CPVAE,CPVAE3,3,Positive,N900_RS11735,sspB,2.3559727668762207,2.3559727668762207,Uncategorized
CPVAE,CPVAE3,3,Positive,N900_RS08150,VC_1216,2.345766305923462,2.345766305923462,Biofilm / matrix regulators
CPVAE,CPVAE3,3,Positive,N900_RS16775,Probable transporter XF_0766_BLAST,2.3394219875335693,2.3394219875335693,Transporters / nutrient uptake systems
CPVAE,CPVAE3,3,Positive,N900_RS03430,flgN,2.3282179832458496,2.3282179832458496,Stress-response regulators
CPVAE,CPVAE3,3,Positive,N900_RS18040,hutZ,2.2376224994659424,2.2376224994659424,Uncategorized
CPVAE,CPVAE3,3,Positive,N900_RS15335,type VI secretion system PAAR protein_1,2.209949254989624,2.209949254989624,Secretion systems / interbacterial competition genes
CPVAE,CPVAE3,3,Positive,N900_RS05680,glgC_1,2.1142942905426025,2.1142942905426025,Uncategorized
CPVAE,CPVAE3,3,Negative,N900_RS11160,brxL,-4.973059177398682,4.973059177398682,Uncategorized
CPVAE,CPVAE3,3,Negative,N900_RS10495,malate synthase A,-4.742013454437256,4.742013454437256,Metabolic bottleneck enzymes
CPVAE,CPVAE3,3,Negative,N900_RS13800,dppA,-4.715907096862793,4.715907096862793,Transporters / nutrient uptake systems
CPVAE,CPVAE3,3,Negative,N900_RS11135,VC_A0809,-4.714884281158447,4.714884281158447,Uncategorized
CPVAE,CPVAE3,3,Negative,N900_RS13730,VC_0183,-4.692375183105469,4.692375183105469,Uncategorized
CPVAE,CPVAE3,3,Negative,N900_RS12655,nhaP,-4.639213562011719,4.639213562011719,Transporters / nutrient uptake systems
CPVAE,CPVAE3,3,Negative,N900_RS16375,VC_A0556,-4.623270511627197,4.623270511627197,Uncategorized
CPVAE,CPVAE3,3,Negative,N900_RS15370,intIA,-4.607670307159424,4.607670307159424,Uncategorized
CPVAE,CPVAE3,3,Negative,N900_RS12070,intA_4,-4.593285083770752,4.593285083770752,Uncategorized
CPVAE,CPVAE3,3,Negative,N900_RS12600,pilO_1,-4.572103500366211,4.572103500366211,Uncategorized
CPVAE,CPVAE4,4,Positive,N900_RS06610,CPXCG motif-containing cysteine-rich protein,2.8348073959350586,2.8348073959350586,Uncategorized
CPVAE,CPVAE4,4,Positive,N900_RS04895,hinT,2.428823709487915,2.428823709487915,Uncategorized
CPVAE,CPVAE4,4,Positive,N900_RS17145,VC_A0721,2.394212245941162,2.394212245941162,Uncategorized
CPVAE,CPVAE4,4,Positive,N900_RS06945,VC_1471,2.3803372383117676,2.3803372383117676,Uncategorized
CPVAE,CPVAE4,4,Positive,N900_RS20000,Pseudogene_N900_RS20000,2.3686482906341553,2.3686482906341553,Uncategorized
CPVAE,CPVAE4,4,Positive,N900_RS07175,potC,2.3177623748779297,2.3177623748779297,Uncategorized
CPVAE,CPVAE4,4,Positive,N900_RS11710,rsmI,2.2896177768707275,2.2896177768707275,Uncategorized
CPVAE,CPVAE4,4,Positive,N900_RS11325,VC_1785,2.2080390453338623,2.2080390453338623,Uncategorized
CPVAE,CPVAE4,4,Positive,N900_RS12535,mshP,2.1696009635925293,2.1696009635925293,Uncategorized
CPVAE,CPVAE4,4,Positive,N900_RS09250,nagA_1,2.159719705581665,2.159719705581665,Uncategorized
CPVAE,CPVAE4,4,Negative,N900_RS10045,tcpB,-4.636552810668945,4.636552810668945,Virulence master regulators / virulence structural genes
CPVAE,CPVAE4,4,Negative,N900_RS13305,purD,-4.5715508460998535,4.5715508460998535,Uncategorized
CPVAE,CPVAE4,4,Negative,N900_RS03425,flgP,-4.494954586029053,4.494954586029053,Uncategorized
CPVAE,CPVAE4,4,Negative,N900_RS10545,ppx,-4.428389072418213,4.428389072418213,Uncategorized
CPVAE,CPVAE4,4,Negative,N900_RS14350,pstA_2,-4.374989986419678,4.374989986419678,Uncategorized
CPVAE,CPVAE4,4,Negative,N900_RS09995,tcpJ,-4.370429515838623,4.370429515838623,Virulence master regulators / virulence structural genes
CPVAE,CPVAE4,4,Negative,N900_RS03940,ybfF,-4.352357387542725,4.352357387542725,Metabolic bottleneck enzymes
CPVAE,CPVAE4,4,Negative,N900_RS10035,tcpC,-4.183050632476807,4.183050632476807,Virulence master regulators / virulence structural genes
CPVAE,CPVAE4,4,Negative,N900_RS09210,cvpA,-4.169259548187256,4.169259548187256,Uncategorized
CPVAE,CPVAE4,4,Negative,N900_RS03465,flgD,-4.095122337341309,4.095122337341309,Uncategorized
CPVAE,CPVAE5,5,Positive,N900_RS15440,HNH endonuclease_1,2.4375414848327637,2.4375414848327637,Uncategorized
CPVAE,CPVAE5,5,Positive,N900_RS15645,VC_A0351,1.803580641746521,1.803580641746521,Uncategorized
CPVAE,CPVAE5,5,Positive,N900_RS17205,VC_A0733,1.698652982711792,1.698652982711792,Uncategorized
CPVAE,CPVAE5,5,Positive,N900_RS11780,yhcB,1.6864646673202515,1.6864646673202515,Uncategorized
CPVAE,CPVAE5,5,Positive,N900_RS17675,VC_A0831,1.6844338178634644,1.6844338178634644,Uncategorized
CPVAE,CPVAE5,5,Positive,N900_RS11010,VC_1515,1.668391466140747,1.668391466140747,Uncategorized
CPVAE,CPVAE5,5,Positive,N900_RS15885,site-specific DNA-methyltransferase,1.6628848314285278,1.6628848314285278,Metabolic bottleneck enzymes
CPVAE,CPVAE5,5,Positive,N900_RS00460,tatC,1.5907055139541626,1.5907055139541626,Uncategorized
CPVAE,CPVAE5,5,Positive,N900_RS12110,VC_0492,1.5779789686203003,1.5779789686203003,Uncategorized
CPVAE,CPVAE5,5,Positive,N900_RS15445,VC_A0310,1.5666134357452393,1.5666134357452393,Uncategorized
CPVAE,CPVAE5,5,Negative,N900_RS01805,mpl,-3.579200267791748,3.579200267791748,Uncategorized
CPVAE,CPVAE5,5,Negative,N900_RS18525,nhad,-3.3929507732391357,3.3929507732391357,Transporters / nutrient uptake systems
CPVAE,CPVAE5,5,Negative,N900_RS09620,low molecular weight phosphotyrosine protein phosphatase_1,-3.172511339187622,3.172511339187622,Metabolic bottleneck enzymes
CPVAE,CPVAE5,5,Negative,N900_RS07230,tssI_1,-3.1611099243164062,3.1611099243164062,Secretion systems / interbacterial competition genes
CPVAE,CPVAE5,5,Negative,N900_RS12715,TIGR04219 family outer membrane beta-barrel protein,-3.1340219974517822,3.1340219974517822,Envelope / LPS / O-antigen genes
CPVAE,CPVAE5,5,Negative,N900_RS14040,VC_A0003,-3.1060407161712646,3.1060407161712646,Uncategorized
CPVAE,CPVAE5,5,Negative,N900_RS02000,holC,-3.099592685699463,3.099592685699463,Uncategorized
CPVAE,CPVAE5,5,Negative,N900_RS18350,VC_A0976,-3.0614333152770996,3.0614333152770996,Uncategorized
CPVAE,CPVAE5,5,Negative,N900_RS11155,VC_0667,-3.0185437202453613,3.0185437202453613,Uncategorized
CPVAE,CPVAE5,5,Negative,N900_RS04950,pilz_2,-3.0047807693481445,3.0047807693481445,Uncategorized
CPVAE,CPVAE6,6,Positive,N900_RS07140,uspE,3.9284181594848633,3.9284181594848633,Uncategorized
CPVAE,CPVAE6,6,Positive,N900_RS18085,TetR/AcrR family transcriptional regulator_5,3.5175981521606445,3.5175981521606445,Transcription factors / DNA-binding regulators
CPVAE,CPVAE6,6,Positive,N900_RS02620,btuF,3.4435722827911377,3.4435722827911377,Uncategorized
CPVAE,CPVAE6,6,Positive,N900_RS02115,long-chain fatty acid--CoA ligase,3.384549140930176,3.384549140930176,Metabolic bottleneck enzymes
CPVAE,CPVAE6,6,Positive,N900_RS10080,membrane protein_1,3.377739667892456,3.377739667892456,Envelope / LPS / O-antigen genes
CPVAE,CPVAE6,6,Positive,N900_RS14295,lpp,3.188138008117676,3.188138008117676,Envelope / LPS / O-antigen genes
CPVAE,CPVAE6,6,Positive,N900_RS17845,VC_A0868,3.162461996078491,3.162461996078491,Uncategorized
CPVAE,CPVAE6,6,Positive,N900_RS04265,SulP family inorganic anion transporter_1,3.0451154708862305,3.0451154708862305,Transporters / nutrient uptake systems
CPVAE,CPVAE6,6,Positive,N900_RS20035,VC_A0354_BLAST_2,2.993389368057251,2.993389368057251,Uncategorized
CPVAE,CPVAE6,6,Positive,N900_RS17530,VC_A0799,2.9856979846954346,2.9856979846954346,Uncategorized
CPVAE,CPVAE6,6,Negative,N900_RS14675,VC_A0139,-5.912495136260986,5.912495136260986,Uncategorized
CPVAE,CPVAE6,6,Negative,N900_RS12070,intA_4,-5.506330966949463,5.506330966949463,Uncategorized
CPVAE,CPVAE6,6,Negative,N900_RS11040,msbA,-5.337517261505127,5.337517261505127,Envelope / LPS / O-antigen genes
CPVAE,CPVAE6,6,Negative,N900_RS02970,peptidyl-prolyl cis-trans isomerase,-5.123937129974365,5.123937129974365,Metabolic bottleneck enzymes
CPVAE,CPVAE6,6,Negative,N900_RS14065,pctC_2,-4.932271480560303,4.932271480560303,Chemotaxis / motility regulators
CPVAE,CPVAE6,6,Negative,N900_RS19875,VC_2547,-4.903613090515137,4.903613090515137,Uncategorized
CPVAE,CPVAE6,6,Negative,N900_RS01885,kdsC,-4.828309535980225,4.828309535980225,Uncategorized
CPVAE,CPVAE6,6,Negative,N900_RS17185,VC_A0729,-4.749318599700928,4.749318599700928,Uncategorized
CPVAE,CPVAE6,6,Negative,N900_RS13735,kfrA_1,-4.696101665496826,4.696101665496826,Uncategorized
CPVAE,CPVAE6,6,Negative,N900_RS17900,VC_A0880,-4.688809394836426,4.688809394836426,Uncategorized
CPVAE,CPVAE7,7,Positive,N900_RS11295,umuC,2.3378710746765137,2.3378710746765137,Uncategorized
CPVAE,CPVAE7,7,Positive,N900_RS17405,pctC_3,2.268322706222534,2.268322706222534,Chemotaxis / motility regulators
CPVAE,CPVAE7,7,Positive,N900_RS15140,ulaE,2.241342544555664,2.241342544555664,Uncategorized
CPVAE,CPVAE7,7,Positive,N900_RS16660,moeA,2.194579839706421,2.194579839706421,Uncategorized
CPVAE,CPVAE7,7,Positive,N900_RS18705,VC_A1052,2.1578783988952637,2.1578783988952637,Uncategorized
CPVAE,CPVAE7,7,Positive,N900_RS00265,hemF,2.1299610137939453,2.1299610137939453,Uncategorized
CPVAE,CPVAE7,7,Positive,N900_RS10925,luxP,2.07509446144104,2.07509446144104,Uncategorized
CPVAE,CPVAE7,7,Positive,N900_RS07080,rcsC_3,2.072171688079834,2.072171688079834,Response regulators
CPVAE,CPVAE7,7,Positive,N900_RS14620,rbsA,2.069000720977783,2.069000720977783,Uncategorized
CPVAE,CPVAE7,7,Positive,N900_RS15400,ygfF,2.060386896133423,2.060386896133423,Metabolic bottleneck enzymes
CPVAE,CPVAE7,7,Negative,N900_RS00180,yihD,-1.9532877206802368,1.9532877206802368,Uncategorized
CPVAE,CPVAE7,7,Negative,N900_RS12840,fkpA,-1.7387946844100952,1.7387946844100952,Uncategorized
CPVAE,CPVAE7,7,Negative,N900_RS18125,AraC family transcriptional regulator_4,-1.4955168962478638,1.4955168962478638,Transcription factors / DNA-binding regulators
CPVAE,CPVAE7,7,Negative,N900_RS18140,rlmC,-1.4778721332550049,1.4778721332550049,Uncategorized
CPVAE,CPVAE7,7,Negative,N900_RS06515,bglA,-1.4737884998321533,1.4737884998321533,Uncategorized
CPVAE,CPVAE7,7,Negative,N900_RS03720,flaE,-1.4188427925109863,1.4188427925109863,Chemotaxis / motility regulators
CPVAE,CPVAE7,7,Negative,N900_RS10975,hutI,-1.4155608415603638,1.4155608415603638,Uncategorized
CPVAE,CPVAE7,7,Negative,N900_RS04335,pabC,-1.4029594659805298,1.4029594659805298,Uncategorized
CPVAE,CPVAE7,7,Negative,N900_RS13715,gorA,-1.3865760564804077,1.3865760564804077,Uncategorized
CPVAE,CPVAE7,7,Negative,N900_RS09450,rlmH,-1.3613157272338867,1.3613157272338867,Uncategorized
CPVAE,CPVAE8,8,Positive,N900_RS11160,brxL,4.010319232940674,4.010319232940674,Uncategorized
CPVAE,CPVAE8,8,Positive,N900_RS18340,methyl-accepting chemotaxis protein_25,3.842075824737549,3.842075824737549,Chemotaxis / motility regulators
CPVAE,CPVAE8,8,Positive,N900_RS02295,cca,3.807096481323242,3.807096481323242,Uncategorized
CPVAE,CPVAE8,8,Positive,N900_RS10885,flhD,3.736274242401123,3.736274242401123,Uncategorized
CPVAE,CPVAE8,8,Positive,N900_RS05000,ycgB_BLAST,3.6945834159851074,3.6945834159851074,Transcription factors / DNA-binding regulators
CPVAE,CPVAE8,8,Positive,N900_RS10995,endonuclease,3.6900548934936523,3.6900548934936523,Uncategorized
CPVAE,CPVAE8,8,Positive,N900_RS10540,ppk,3.6809816360473633,3.6809816360473633,Uncategorized
CPVAE,CPVAE8,8,Positive,N900_RS18130,yhaI,3.6768407821655273,3.6768407821655273,Uncategorized
CPVAE,CPVAE8,8,Positive,N900_RS15160,ulaC,3.6754205226898193,3.6754205226898193,Transporters / nutrient uptake systems
CPVAE,CPVAE8,8,Positive,N900_RS17670,LysR family transcriptional regulator_7,3.62223219871521,3.62223219871521,Transcription factors / DNA-binding regulators
CPVAE,CPVAE8,8,Negative,N900_RS15685,parE1,-2.6681864261627197,2.6681864261627197,Virulence master regulators / virulence structural genes
CPVAE,CPVAE8,8,Negative,N900_RS16675,sseA,-2.4258625507354736,2.4258625507354736,Uncategorized
CPVAE,CPVAE8,8,Negative,N900_RS03520,flaC,-2.264463186264038,2.264463186264038,Chemotaxis / motility regulators
CPVAE,CPVAE8,8,Negative,N900_RS00730,ftsE,-2.221963405609131,2.221963405609131,Uncategorized
CPVAE,CPVAE8,8,Negative,N900_RS15720,restriction endonuclease,-2.06070876121521,2.06070876121521,Uncategorized
CPVAE,CPVAE8,8,Negative,N900_RS14530,tssF,-2.0329086780548096,2.0329086780548096,Uncategorized
CPVAE,CPVAE8,8,Negative,N900_RS00705,Pseudogene_N900_RS00705,-1.9571462869644165,1.9571462869644165,Uncategorized
CPVAE,CPVAE8,8,Negative,N900_RS17540,gsk_2,-1.8539137840270996,1.8539137840270996,Metabolic bottleneck enzymes
CPVAE,CPVAE8,8,Negative,N900_RS18605,VC_A1032,-1.794543981552124,1.794543981552124,Uncategorized
CPVAE,CPVAE8,8,Negative,N900_RS03825,fliP,-1.7900292873382568,1.7900292873382568,Uncategorized
