Gene,Gene_display,CPVAE1,CPVAE2,CPVAE3,CPVAE4,CPVAE5,CPVAE6,CPVAE7,CPVAE8
N900_RS05065,hisM,4.578785,2.1282883,-2.665535,-0.68360454,-1.587808,-2.3698475,0.7309864,1.5326207
N900_RS05070,xthA,3.6581213,1.7204471,-1.4515994,0.750367,0.0980057,0.60652316,0.5838363,1.4769722
N900_RS05075,pctC_1,4.8659363,2.7756438,-1.8854694,-0.4811999,-0.6205734,-0.94410545,0.52145606,3.1032147
N900_RS05080,rsmS,4.9884653,2.6177735,-3.7973495,-0.8601949,-0.7389709,-2.4717965,0.79990923,2.8704236
N900_RS05085,prepilin peptidase_2,0.89763,0.63016313,-0.5570556,0.50036025,-2.908957,1.2848678,-0.2949762,0.82103384
N900_RS05090,yfcA_2,3.381351,1.0533905,-3.2804227,-2.0788164,-0.6477778,-1.5771056,0.6142662,2.3096967
N900_RS05095,dinG,3.8034182,3.4120438,-3.158021,-1.6539537,-1.4357551,-2.0313675,0.5954042,0.76407343
N900_RS05100,ompT,3.3495958,4.727475,-1.7745566,-0.9269567,-1.5192965,0.19407162,0.35382158,1.4822446
N900_RS05105,VC_1853_BLAST,0.6601031,2.3862684,-0.1553433,1.1221548,-0.3828345,2.4258828,0.5812512,1.0539874
N900_RS05110,VC0395_A1443_BLAST,2.4153962,2.9765503,-2.6903172,-1.2470492,-0.005309321,-1.3329251,1.1057376,1.4389514
N900_RS05115,cdgJ_2,4.1086097,2.3702848,-0.6751932,0.68108857,-1.3810717,1.9945525,0.6974469,2.0479023
N900_RS05135,ruvC,2.2091126,2.5940201,-0.12671572,-1.6745031,1.0727099,0.6495734,0.73232055,0.56523246
N900_RS05140,ruvA,2.269222,1.775509,-1.1985068,-0.8729726,0.5057461,0.11605125,-0.16510396,1.5365245
N900_RS05145,ruvB,4.5017667,1.679793,-0.27987516,0.0028754547,-0.24246655,-0.88884294,1.2716695,-0.6246426
N900_RS05150,cydA,6.331381,1.7767208,0.17380893,0.33668047,0.37111694,-0.45984894,0.057573453,-0.24520451
N900_RS05155,cydB_1,6.2722054,1.5967516,0.13267756,0.3496438,0.41152778,-0.40361252,0.051334493,-0.2736737
N900_RS05165,ybgE,2.3312864,2.499875,-0.5900621,0.37636852,-0.34880605,-1.3318989,0.87304413,-0.48347208
N900_RS05170,ybgC,2.6303413,4.026885,-1.0939093,-0.69777805,-1.8628596,0.38541725,0.9872748,1.6931176
N900_RS05175,tolQ,6.45665,1.6805125,0.07061952,0.0892695,0.5119586,-0.6207653,0.10689699,-0.23648441
N900_RS05180,tolr,6.28829,1.3772533,0.21200293,-0.14341517,0.3629098,-0.2748993,0.02581136,-0.2638232
N900_RS05185,tolA,4.5522428,2.1033463,-0.5577456,-0.92593545,0.2061089,-1.3766738,0.3365862,0.27162564
N900_RS05190,tolB,6.264774,1.7958022,0.14050713,-0.7341487,0.34818554,0.20987825,0.69647986,0.20587325
N900_RS05195,pal_1,6.568748,1.5208728,0.10128127,0.06374568,0.2805073,-0.35328186,0.012105703,-0.27900174
N900_RS05200,ybgF,2.8836117,3.045744,-2.3087513,-1.7204446,0.13361515,-1.2718943,0.1410492,1.7395802
N900_RS05205,nadA,1.1010318,3.4980366,-2.1599445,-1.1800855,-0.5255469,-0.8551553,0.74101794,1.6194834
N900_RS05210,yeca,4.644145,3.470843,-2.130918,-0.5426391,-0.21514976,-1.9903587,0.19009706,2.3930476
N900_RS05215,cqsR,3.6472604,3.2406378,-1.3767812,-0.2538515,-0.45829323,-2.7103784,0.34939748,1.4752585
N900_RS05220,alae,3.4348018,2.759394,-2.3526273,-1.7368556,0.68937695,-0.66276973,1.1170595,2.4168491
N900_RS05225,manA_2,4.1455727,2.0045912,-0.38484067,-1.5051659,-0.47617278,2.0248108,0.83215505,1.2232444
N900_RS05230,PTS fructose transporter subunit IIC_1,5.3230214,2.7383196,-0.8969373,-1.3260103,-1.11955,0.8600255,-0.39180845,0.32876432
N900_RS05235,rhaR_2,4.3229856,3.1201584,-3.0201635,-0.52842087,-1.0023446,-0.20060264,0.22625646,2.635495
N900_RS05240,PTS fructose transporter subunit IIA_2,4.396171,2.9502656,-3.073046,-1.0962873,-0.5040298,-1.9911281,1.2348387,2.6374795
N900_RS05245,manP_1,2.2197516,2.1509228,0.95180446,0.36767185,0.108562514,-0.3840832,-0.1467272,-1.5951098
N900_RS05250,PTS fructose transporter subunit IIA_1,3.615247,3.4575474,-2.9802701,-1.1176276,0.5774745,-1.2403239,0.68196297,2.3069613
N900_RS05255,PTS fructose transporter subunit IIC_2,4.8834734,3.3289497,-2.2591054,-0.21056,0.101546496,-0.10147108,0.5988037,2.18345
N900_RS05260,manP_2,1.2594247,0.58313435,-0.4180905,-2.0287437,-1.2134248,0.060796246,-0.08064963,0.5797136
N900_RS05265,ald1,5.1578174,3.3120294,-1.6961746,-0.321992,-0.8953301,-0.34667632,0.09644707,2.34651
N900_RS05270,acoR,6.24445,3.2536297,-0.7979976,0.26022914,0.16721249,-0.8756298,0.18138531,1.3576936
N900_RS05275,VF_0530_BLAST,4.771139,2.0064185,-1.7452974,-0.98881066,-0.14337288,0.6599272,1.0855362,2.5984108
N900_RS05280,SDR family oxidoreductase,2.6761012,3.1103745,0.25507632,-0.8907146,-1.0002496,0.6348874,-0.89865476,-0.21606517
N900_RS05285,cry1,3.9840658,3.5210006,-2.2334907,0.24638999,-0.57533413,-0.26311538,0.27669775,1.8352107
N900_RS05290,VC_1812,3.5115867,3.8737497,-2.4648294,-1.8685973,-0.22922118,-2.0738945,0.9903979,2.618062
N900_RS05295,VC_1811,2.9721427,3.0662723,-1.378099,-0.74711835,-1.7893163,-2.459546,-0.116624646,2.127838
N900_RS05300,VC_1810,0.8833722,0.11636966,0.3105456,2.0148232,0.7027129,0.6151153,0.32158345,-0.16105208
N900_RS05305,AlpA family transcriptional regulator_1,4.1437182,3.5395377,-1.8625335,-0.9438294,-0.067485705,-3.1189842,0.97076994,0.78079516
N900_RS05310,VC_1808,0.9925241,2.8960261,-1.0179582,-1.6090078,-1.6981821,-0.030833365,0.2104255,0.36110285
N900_RS05315,VC_1806,-1.17709,2.181205,-1.0136224,-2.442521,-0.69878936,-0.96839166,1.8550338,-0.15666988
N900_RS05320,VC_1805,4.6395526,1.9750838,-0.87064713,0.51746297,-1.2942408,0.92841065,0.8032221,1.8422738
N900_RS05330,VC_1802,6.723156,1.6848907,0.11365083,0.09834834,0.40213615,-0.4905392,0.059159502,-0.23611328
N900_RS05340,IclR family transcriptional regulator,4.2865834,0.35750934,-0.7662831,1.5382951,-0.8897569,-0.86864275,-0.6448185,1.5238621
N900_RS05345,marR,3.9729564,4.323426,-0.7821681,-0.96377194,-0.5807431,-1.4190894,0.4768105,2.6877882
N900_RS05350,DDE-type integrase/transposase/recombinase,2.783988,4.401898,-1.8580633,-1.6154468,-1.205315,-0.45043352,0.55687535,1.9766126
N900_RS05355,ATPase AAA,3.209926,1.3381691,1.2181456,-0.45406437,0.5600623,-2.9052777,-0.30780017,1.0502462
N900_RS05360,VC_1797,3.828803,-0.37787572,-1.8921798,-0.24537146,-1.102767,-0.3319573,0.27389985,1.1108277
N900_RS05365,glgC2,3.168695,3.67419,-3.1527424,-0.49928787,0.44098094,-2.2989562,0.5940542,2.3209875
N900_RS05370,middle operon regulator,5.1232033,2.8434398,-1.3527561,-0.34164754,0.051299483,-1.1293757,0.50774175,1.922268
N900_RS05375,transcriptional regulator_2,4.6061006,2.7482986,-0.8834676,0.14199057,0.0007339716,-2.1212304,0.5536718,0.6169493
N900_RS05380,VC_1794,3.2139652,2.16652,-3.0250733,0.96238023,-0.38818127,-2.2498784,1.3516113,2.7570298
N900_RS05385,VC_1793,4.2053866,2.9591758,-3.4480536,0.57570606,0.21205413,-1.4772583,0.69196045,2.4023676
N900_RS05390,VC_1792,4.9881268,2.9193482,-1.5669996,-0.3561632,-0.6933855,0.46109697,0.35599235,1.397427
N900_RS05395,tape measure protein,4.7078757,1.3060794,-0.57066125,0.3988915,-1.0334167,0.0856741,-0.79410046,2.2218065
N900_RS05415,radC_2,1.4802831,1.4055613,-2.9387612,1.1581814,1.2760202,-2.861905,1.8312695,3.0945752
N900_RS05420,AlpA family transcriptional regulator_2,4.172871,3.5615897,-2.0154886,0.20724803,-0.65321815,-1.2852155,0.32113403,0.30475315
N900_RS05425,sialidase,3.666269,3.1802032,-2.5641363,-0.7955676,0.41116747,-1.9381061,0.80543846,1.3437512
N900_RS05430,nagA_2,3.8107295,3.559275,-2.538656,-0.28763127,-0.25648135,-1.9999312,0.89418364,1.8172022
N900_RS05435,nanK,4.660166,2.907653,-1.4802647,-0.8872374,-1.1220803,-0.28048763,0.4014715,2.3702617
N900_RS05440,N-acetylmannosamine-6-phosphate 2-epimerase,6.642349,1.6269274,0.17296168,0.15228274,0.42174932,-0.4397646,0.053301156,-0.28814203
N900_RS05445,VC_1780,2.0588636,2.54884,-1.0670407,-1.5804198,-0.51450914,-0.6872359,1.1146098,1.3943554
N900_RS05450,siaP,4.3668017,2.6629639,-1.1902715,0.29332104,0.159417,-2.5165992,-0.0834471,1.0302067
N900_RS05455,siaQ,1.6961823,2.3168483,-2.4615996,-0.49916762,1.5301459,-2.1815908,1.770294,1.2796963
N900_RS05460,siaM,0.52383536,1.5072486,0.31010824,-2.364911,-1.5938818,1.4248804,0.047882333,0.1684621
N900_RS05465,nanA,4.054794,2.985259,-2.70351,0.24158049,-0.53825605,-1.4286697,0.5032296,1.9822645
N900_RS05470,ybbH,4.597081,1.137268,0.21590975,-2.4528532,-0.8436998,-0.4333723,-0.27236912,-0.70058113
N900_RS05475,nanM_1,3.5059817,4.070546,-1.3556108,0.48301554,0.5313263,-2.2534995,0.43440148,2.167304
N900_RS05480,nanM_2,-0.02190556,2.2568612,-0.9344881,-2.9230711,-0.4346033,-0.6301109,1.3553327,1.602584
N900_RS05485,YafY family transcriptional regulator,-0.17718346,1.7013324,-2.4038641,-2.3716068,1.0331877,-1.9826533,0.084413014,1.4994997
N900_RS05490,VC_1771,5.3290143,2.910522,-1.9601659,0.16448218,0.30181062,-0.10669554,0.677013,1.8104368
N900_RS05495,VC_1770,4.0908685,2.177873,-2.8696983,0.070515886,-1.2539291,-1.2275306,0.8562777,2.9031184
N900_RS05500,SAM-dependent DNA methyltransferase,5.247081,2.938188,-1.8394419,0.08633784,-1.3173186,-0.65946794,-0.03764393,0.42618757
N900_RS05505,restriction endonuclease subunit S,3.198642,2.8084774,-2.121757,-1.2856355,-2.3285532,-2.7499301,-0.17897046,1.7113273
N900_RS05510,VC_1767,-0.84063756,1.8808649,0.24391884,-1.3748071,-0.29660827,-0.20851293,-0.222132,-0.18370241
N900_RS05515,VC_1766,5.209162,3.332678,-1.7866611,0.1421395,0.077463716,-2.2893932,0.45733163,1.803073
N900_RS05520,type I restriction endonuclease subunit R,5.383312,3.411846,-1.8395426,-0.4728446,-0.96607757,-1.5059425,0.4211607,1.8043185
N900_RS05525,ZorA,4.329125,2.3970954,-0.6194224,0.18199912,0.31607404,-0.8589362,0.14567813,2.1296499
N900_RS05530,MotB,0.56219435,2.5775805,-0.64194673,-0.32572684,0.3482071,-1.5915211,0.40696326,-0.7746698
N900_RS05535,zorC,2.903484,3.4938939,-0.46779004,-0.04577402,-1.2234366,1.1494908,0.41537195,0.9488501
N900_RS05540,helicase,1.6367071,1.3599421,-1.6337605,-1.41792,-1.6700628,-3.0817363,-0.066607356,2.7788606
N900_RS05545,intA_1,-1.0038475,1.8726262,-0.9945089,-1.6759337,-0.37595388,-0.6122853,-0.6634483,-0.31573611
N900_RS05550,intA_2,3.2880912,3.1560574,-3.3927312,-0.83356214,-0.7945062,-2.6917558,1.1086003,1.0470191
N900_RS05560,vexD,2.96853,2.5186124,-1.4376233,-0.1950244,-0.05296346,0.34606865,0.2074269,1.7570002
N900_RS05565,vexC,4.918348,3.4489825,-1.7438004,0.6135119,-0.81470466,-2.8070738,0.52108157,2.1572225
N900_RS05570,pqic,4.039959,3.8005686,-1.6331489,-0.73120326,-0.38502827,-1.8561243,0.13319784,0.75075483
N900_RS05575,pqiB,4.71312,3.8086786,-3.5402482,-1.0600275,-1.0382233,-2.4281962,0.9911577,1.7309593
N900_RS05580,pqiA,2.5985413,0.69462585,-1.4657326,-0.42523417,-0.5209114,-1.0764302,-0.2935732,0.79325986
N900_RS05585,mechanosensitive ion channel protein MscS,2.9559808,1.1163101,-0.384866,-1.2663784,0.7266432,0.64414674,-0.7398408,1.6263981
N900_RS05590,VC_1750,4.1199675,2.708436,-0.2533262,0.1757153,-1.7011254,0.6504494,0.48250064,0.64266413
N900_RS05595,BamA/TamA family outer membrane protein,1.972749,1.7004651,-1.7858714,-0.071555786,0.39193964,-0.873782,0.4740983,1.7416284
N900_RS05600,VC_1748,2.984825,3.2407591,-3.0580375,-1.3383269,-0.18552795,-3.8081489,0.6950978,0.687343
N900_RS05610,breR,5.0012646,3.2455597,-2.6954308,-0.3174398,-0.48526058,-0.24826896,0.64195424,2.6152153
N900_RS05615,NAD-dependent succinate-semialdehyde dehydrogenase,4.1712546,4.3704085,-1.1351461,-0.7436633,-1.1127799,0.21456715,0.5765427,0.6500719
N900_RS05620,VC_1744,-0.033786837,2.0880308,0.6047562,-3.3278024,-0.6143029,1.3502061,-0.43299165,0.7166869
N900_RS05625,1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase,2.6510432,1.902632,-1.7680309,-0.4526401,0.046833694,-0.73621505,-1.1380898,0.77619916
N900_RS05630,TetR/AcrR family transcriptional regulator_2,5.227734,2.073794,-1.1790956,1.1706933,-0.14703302,-1.2172539,0.17900825,0.9187732
N900_RS05635,fadE_2,1.1385386,1.5241086,1.2175127,0.47081614,-1.3267831,2.593239,-0.61692107,-1.4792408
N900_RS05650,bpt,4.2663684,2.1177073,-1.1559166,-1.3925844,0.20503685,0.6812629,-0.090265825,0.5815533
N900_RS05655,aat,3.5945697,1.8831145,-2.6186132,0.08177821,0.4247283,-2.1163323,0.9532462,1.4595397
N900_RS05660,VC_1733,3.9316788,1.756834,-0.57965076,0.027718157,-0.7473111,-0.019643152,0.78982955,0.9422532
N900_RS05665,aroA,4.0199447,1.5325298,-0.172676,-2.6446457,-0.14191276,-0.009782936,0.53578085,0.084474206
N900_RS05670,yciN,2.7979767,4.1795597,-3.668077,-1.36347,-1.3920509,-4.1019473,0.7737619,1.8016386
N900_RS05680,glgC_1,0.42868125,1.0736287,2.1142943,0.8483231,0.027197711,2.0179896,-0.5186611,0.45873892
N900_RS05685,glgA,3.4681842,3.0840638,-3.7130027,0.34796992,-1.1666497,-3.9637985,0.885953,1.6084831
N900_RS05690,menH_3,4.0594606,2.5596278,-2.1767254,0.73330945,-0.9147427,-1.1520687,0.033648856,1.5600121
N900_RS05695,VC_1724,2.8899443,2.4236991,-3.6118336,2.0970242,-0.42729306,-4.413971,0.6917301,1.7315298
N900_RS05700,VC_1723,4.920652,3.8641975,-0.4860159,-0.7204447,-0.23592165,-2.0656776,1.0283543,1.6538188
N900_RS05705,tfoY,0.9421349,3.6517196,-2.4949288,-0.29913318,-1.7616284,-1.2840555,0.84278464,1.811799
N900_RS05710,purR,3.879418,2.9874663,-2.605823,1.727785,-0.060176823,-1.6025847,0.6956752,1.0561947
N900_RS05715,torD,1.7475436,2.1723166,0.39461723,-2.2396348,-1.2554313,0.25244534,-0.30379713,-1.0870287
N900_RS05720,torR,3.737055,2.6884341,-0.83800906,-0.81019896,-0.0039425045,-1.4727923,0.9770246,0.2011264
N900_RS05725,elyC,3.4259388,1.6067309,-2.5036323,-1.2224514,0.05190313,-1.5714667,-0.08336335,1.5758228
N900_RS05730,cmoM,3.5453913,3.1569483,-2.3951278,-0.56311107,-0.95783544,-0.46099675,0.26949632,1.9358832
N900_RS05735,mukF,5.70787,1.3732572,0.5289997,-0.83379376,-0.4242578,0.83603036,0.15184593,-0.14330587
N900_RS05740,mukE,5.033449,0.101616226,1.0385214,-0.56196165,0.8266144,0.023146842,-0.25772327,-0.7098455
N900_RS05745,mukB,4.964781,0.6817623,1.850777,-1.3654814,0.1535255,0.036998622,0.20003304,-1.2328008
N900_RS05750,lrp_2,4.456565,2.6320758,-1.4059781,-1.1061753,-0.6146245,-1.2523663,-0.53935695,-0.41021737
N900_RS05755,LysE family translocator_1,5.157952,3.7820158,-2.2711937,-0.15676968,-0.57196665,-1.2928215,0.18816242,2.0014892
N900_RS05760,VC_1711_BLAST,2.4021235,3.0613122,-1.0358784,-0.9801918,-0.12603915,0.8325962,1.1803821,2.7360022
N900_RS05765,VC_1710,3.1844923,3.1365855,-1.9301205,-1.9259982,-0.93060005,-1.3179085,-0.18564588,1.2580293
N900_RS05770,"zinc protease, insulinase family",3.9314835,3.3546472,-3.3967755,-1.6148959,-1.5158557,-1.8445991,-0.19336408,1.9908507
N900_RS05775,VC_1708,2.085266,2.9914424,0.36913607,-0.33728567,-0.7798724,-0.6223024,-1.3454957,0.49998486
N900_RS05780,VC_1707,0.23523556,2.7983756,-1.5898485,-1.1433413,-0.5441928,-1.4104035,1.4803965,1.8282695
N900_RS05785,metR,3.215636,1.6006209,-0.080869414,0.7576718,0.3725726,1.2655582,0.94778436,1.1716307
N900_RS05790,metE,1.5576214,3.8004513,-0.87637854,-1.9548569,-0.5831378,-3.7899086,1.3107917,1.0540227
N900_RS05795,VC_1703,2.921735,2.285199,-1.822319,0.89921635,-0.1819105,-0.93928164,1.2531297,2.2677977
N900_RS05800,ycii,0.1886674,0.72574127,-3.2043505,-1.9677742,0.70146775,-3.8439846,-0.17048626,1.352067
N900_RS05805,yciA_1,1.7570373,1.4486488,-1.8588852,-0.5135515,-0.8449862,-1.5509425,0.7686162,1.5277386
N900_RS05810,yciB,3.7798762,3.931177,-2.4109385,-1.2792354,-0.39249042,-0.74487966,0.21079409,1.6182841
N900_RS05815,VC_1699,1.3129926,0.4415067,-0.60560054,-0.66368467,-0.29248384,1.5567753,-0.16430539,1.1750835
N900_RS05820,ydcf,0.6266265,3.3139193,-1.6930684,-1.2017204,-2.5300574,0.1137203,0.9271422,2.9317212
N900_RS05825,yeeZ,2.4123008,2.5694716,-3.79615,0.30346245,0.45071444,-2.0142217,0.9239899,2.8553371
N900_RS05830,DNA-binding protein inhibitor Id-2-related protein,2.46709,3.9871414,-0.7260232,0.90025735,-1.0179564,0.7387423,0.8351637,-0.18066865
N900_RS05835,focA_1,4.5676737,2.0077345,-1.8247283,-1.3744038,-0.23719124,-0.8388316,0.76807886,1.5665634
N900_RS05840,VC_1211,4.243149,2.7371542,-2.013464,-0.9163781,0.9353069,-0.44364586,1.031089,2.599089
N900_RS05845,torE,4.2838097,3.3698967,-2.318082,0.17568082,-0.13477647,-1.2556067,0.60230356,0.62875587
N900_RS05850,torC,2.7857056,0.3576554,-2.2906363,-0.6125797,-1.2397692,-0.49028504,-0.2541215,1.4933898
N900_RS05855,torA,3.4602563,1.6746186,-1.8030552,0.32308415,-0.14954533,-0.04550036,0.25605235,1.5125203
N900_RS05860,alpha-galactosidase,5.1524587,2.8683922,-0.7492592,-0.8757848,-0.26681024,0.44442767,0.09065234,1.0711693
N900_RS05865,VC_1689,3.667253,2.4665277,-1.0037615,-0.46835905,-0.9664266,1.3102129,0.58138096,1.8078251
N900_RS05870,VC_1688,1.9033306,2.0036924,-2.6501238,-2.5523515,0.5222119,-2.2509174,0.7725512,1.7352693
N900_RS05875,ppaC,3.8043056,3.5166366,-1.1703664,-0.5159867,-0.40676162,-0.721864,0.7999215,0.24869493
N900_RS05880,VC_1686,4.8234215,3.3792937,-0.45864812,-0.23930374,-0.7371162,-1.6381112,0.33894995,2.4394987
N900_RS05885,VC_1685,3.62593,2.019169,-2.2043128,0.65743434,1.0493402,-1.414932,1.3721145,0.709155
N900_RS05890,sapF,0.97940606,2.6912348,-0.4875525,-1.378764,0.5440779,-2.700979,1.4121715,1.8580658
N900_RS05895,gsiA,5.7950654,0.8413176,-0.46544984,-1.1177154,0.59575856,-0.8948854,0.053506896,0.024621323
N900_RS05900,sapC,6.2965484,1.6663398,0.0478193,-0.88697594,0.3758091,-0.5770042,0.14416021,-0.16519037
N900_RS05905,sapB,5.5030947,1.4922104,-0.080578975,-1.8771931,0.5576576,-0.6824672,0.34912518,-0.10551042
N900_RS05910,ABC transporter substrate-binding protein_2,1.663392,2.86827,-3.175905,-1.2232559,0.9550247,-2.2827625,0.45456,1.8335773
N900_RS05915,pspF,4.464643,3.268295,-1.7933314,0.3525366,-0.7095343,-1.6532983,0.6582994,1.4550685
N900_RS05920,pspA,1.4328666,3.917464,-4.263834,-0.9867004,-0.91762614,-3.3370934,0.2421771,1.8435922
N900_RS05925,pspB,1.1960403,0.3850453,-0.353913,-0.5459677,0.6279937,-1.7512628,-0.7785661,0.9845601
N900_RS05930,pspC,5.124946,3.818295,-0.6119432,-0.65928733,-0.74320865,-0.36919728,0.7090318,0.44105136
N900_RS05935,ttgG,3.2200751,2.597222,-3.937088,-0.7047564,-0.46590874,-1.7902352,0.8375933,3.379377
N900_RS05940,efflux RND transporter periplasmic adaptor subunit,3.421805,3.4721463,-0.9160442,-0.2316187,-1.4769475,0.28405625,0.38486814,1.1547147
N900_RS05945,vexK,5.048078,3.1687598,-2.0260458,-0.18464077,-0.82120395,-0.7185824,0.15649566,1.4769294
N900_RS05950,tag,3.3175344,3.884401,-3.1508932,0.43291444,0.23435962,-3.1337183,1.0103358,1.7571733
N900_RS05955,metC,4.8039804,3.6009927,-2.6549022,-0.9681675,-0.5407637,-1.4198265,0.5751955,3.4148195
N900_RS05960,clsA,1.5567703,3.9532464,-0.96456546,-0.9946788,-1.6690408,-1.2186813,0.33960766,-0.055895276
N900_RS05965,sodium-dependent transporter_3,4.856171,2.0575366,-0.36857694,-1.0357461,0.17258328,0.85843176,0.43408492,1.9551662
N900_RS05970,TIGR01621 family pseudouridine synthase,4.9891663,3.3735232,-0.9647712,-0.91979754,-0.77583086,-0.2405487,0.21664935,1.3823878
N900_RS05975,ynjF,2.3859994,3.0419261,-2.921139,-1.656058,-0.7929908,-3.812513,0.61744374,0.683073
N900_RS05980,malK_1,5.045055,3.454076,-0.98999053,0.9534814,-0.2780735,-1.650779,0.038342163,2.2886016
N900_RS05985,ABC transporter permease subunit_1,2.7042203,1.7095951,-2.7758102,-2.076761,-2.6248677,-1.5882215,-1.0305278,2.0677834
N900_RS05990,ynjB,3.2048771,2.5105174,-0.548286,-0.19812569,-0.700549,-0.39424482,0.021565735,2.7356098
N900_RS05995,hslJ,3.3715556,1.3225152,-0.9874918,-1.4721943,-1.1679854,-1.494888,0.15588439,1.0575978
N900_RS06000,VC_1662,3.7715054,1.2657107,-0.09923131,0.03098353,1.4806027,0.55013686,-0.5769303,0.9023576
N900_RS06005,VC_1661,1.8435115,0.39816308,-0.89804506,-0.7016179,1.3065628,-1.1441853,1.0984858,0.81011003
N900_RS06010,ybhS,2.3394842,2.658156,-1.1811517,-1.8431381,-1.785301,-2.1065643,0.43657473,-0.63183767
N900_RS06015,ybhF,3.912667,3.4387908,-1.1041766,-0.5482981,0.23887375,-2.3163135,0.45765576,2.5560415
N900_RS06020,HlyD family efflux transporter periplasmic adaptor subunit,3.1721702,3.8035717,-2.1742465,-0.46336493,-0.31396848,-1.0406473,0.77790374,2.025944
N900_RS06025,sdaC,4.702824,3.299667,0.50554913,0.90186864,-1.2325132,-0.011021674,0.13515341,0.82847923
N900_RS06030,eamA_5,4.9363194,3.2393155,-1.3379006,0.34636497,0.2786221,-1.8335489,0.5545787,2.1809168
N900_RS06035,mgtE_2,4.638394,4.093,-3.4683518,0.83067465,-0.886472,-2.6534073,0.39911807,2.050849
N900_RS06040,rcsC_2,3.083215,0.37081832,0.46480015,-1.1049179,-1.8982216,1.0140908,-1.0555335,-1.2137321
N900_RS06045,vieA,4.6209407,4.00397,-3.2562466,-0.9292283,-0.6027907,-2.8027787,0.60268444,1.447878
N900_RS06050,response regulator_1,5.1649036,4.322324,-2.9721515,-0.5074219,-1.0101577,-1.637942,0.6232511,2.5815527
N900_RS06055,Pseudogene_N900_RS06055,4.3889728,2.8044116,-1.9262226,-0.013343859,-0.05304576,-1.3967717,0.13376743,-0.23181292
N900_RS06060,vesC,4.2937555,3.429845,-2.9669156,-1.56445,-0.5998597,-1.4688638,0.23838821,1.925601
N900_RS06065,sgrR_1,3.2811458,2.0940976,-0.88521045,-1.5751904,-0.11796914,-2.587698,-0.67163086,0.9465594
N900_RS06070,VC_1646,4.313586,3.356732,-2.3623638,-1.6655587,-0.8227978,-2.1033332,0.14938664,3.4430442
N900_RS06080,VC_1644,3.8786073,2.366474,-2.272762,-0.926388,-0.9030731,-0.34157893,-0.34295565,2.1577964
N900_RS06085,methyl-accepting chemotaxis protein_8,2.5844984,3.0539615,0.5559258,-0.95009977,-0.38490865,1.615943,1.1367365,0.653705
N900_RS06090,ftsA,4.2381654,2.3900113,-0.6404763,0.059783943,0.5652884,-1.4748089,0.5469954,1.2786845
N900_RS06095,VC_1642,4.740702,2.9867582,-2.640554,-1.4037411,-0.7129667,-1.7999562,0.6450356,2.0406785
N900_RS06100,bluF,4.012351,2.2720106,-2.3568661,0.61563885,-0.99526477,-1.1949829,0.48205832,0.09197563
N900_RS06110,sensor histidine kinase_1,5.4311,3.3085935,-1.2724178,-1.1494102,-0.1536138,-0.64704996,0.16269869,1.0652142
N900_RS06120,membrane protein_6,3.567357,2.599084,-0.64091146,-0.37917697,-2.1526427,0.11783002,0.0069974735,0.29828316
N900_RS06125,radD,3.7015958,3.0739207,-3.1780932,-2.1977723,-2.0002651,-2.4389148,0.014270447,1.9128147
N900_RS06130,rsuA,4.4028435,3.486021,-1.4186491,-0.47288418,0.085232094,-0.33566102,1.1795646,0.58589566
N900_RS06135,bcr_1,4.7731,3.4619513,-2.3337443,-1.5259072,0.4401637,-2.810792,0.9043699,1.4543737
N900_RS06140,VC_1633,3.9220138,1.6569039,-2.5259523,0.68866974,-1.1285794,-0.85902286,0.08480661,2.4534836
