Gene,Gene_display,CPVAE1,CPVAE2,CPVAE3,CPVAE4,CPVAE5,CPVAE6,CPVAE7,CPVAE8
N900_RS09510,vpsQ,4.3537173,2.5326984,-0.0318406,0.8771786,-1.091758,0.58707505,0.89597857,-0.3674576
N900_RS09515,vpsP,2.1792634,3.911382,-2.3620398,-1.4858345,-0.7428851,-0.58085734,1.31135,2.0888581
N900_RS09520,vpsO,5.947158,2.8954854,-1.0161494,-0.5563822,-0.76232326,-1.0586112,0.0688475,2.4803889
N900_RS09525,vpsN,2.0544922,2.6328483,0.183184,-0.5726816,0.50093997,0.4438957,1.4962596,-1.2343701
N900_RS09530,vpsM,3.357349,3.129091,-2.4572093,-1.3234711,-1.6521251,-1.5561641,0.23039895,0.14079186
N900_RS09535,vpsL,4.062841,3.7814019,-3.2856467,-0.8508807,-0.4809336,-2.6818676,0.47689453,1.2262391
N900_RS09540,VC_0933,2.299324,3.2589295,-1.6047927,-0.8587036,-0.9299779,-0.2687322,0.41487303,1.1380236
N900_RS09545,VC_0931,3.288181,0.8792517,1.5729163,-1.9656444,-0.7300432,1.7679224,-0.44771117,-1.017747
N900_RS09550,hemolysin_1,4.222238,3.8153524,-2.6941638,-2.182131,-1.3458347,-1.1896094,0.52898306,2.0199149
N900_RS09555,VC_0929,2.6835527,3.8673496,-0.8935963,-1.600145,0.74894345,0.49651194,1.4106189,1.7006902
N900_RS09560,VC_0928,-0.030652536,-0.4698007,1.1219672,-0.7191225,-0.97760236,2.3299751,0.093645416,-1.5552683
N900_RS09565,glycosyltransferase,3.3704493,3.216108,-1.6998906,-1.4321256,-0.06637769,-0.6931355,1.4991562,2.0648665
N900_RS09570,vpsJ,4.7524223,2.7277353,-1.341143,0.521822,0.49836305,-3.0250638,-0.058506634,2.036531
N900_RS09575,glycosyltransferase family 1 protein,1.9239521,2.4519117,-2.6194963,0.44912887,0.041815236,-2.7554233,0.23279521,-0.07446078
N900_RS09580,vpsH,3.6391675,1.1787856,-1.9078895,-0.36381295,-1.2236485,-3.2462525,0.009095751,2.0381603
N900_RS09585,vpsG,5.3218384,3.4602501,-1.277769,-1.7595639,-0.37656334,-2.4619682,0.6143543,1.6935052
N900_RS09590,vpsF,2.5326178,1.7664839,-2.3328707,-1.3034062,0.60660875,-2.1193779,0.99711066,-0.1495493
N900_RS09595,vpsE,4.8325114,3.5350678,-1.4501095,-1.2465303,-0.20109318,-1.3105297,0.4855164,0.26774457
N900_RS09600,vpsD,3.912625,3.4598958,-2.5909424,-0.3076192,-0.22896534,-0.9884101,-0.08108035,1.692162
N900_RS09605,vpsC,1.0827948,1.4981437,0.47647947,-1.2136363,0.29916242,2.5023687,-0.49610597,-0.4422368
N900_RS09610,wecC,3.0170481,1.4865626,-2.301469,-1.0883352,-0.07051573,-1.0514972,0.32084683,2.7726078
N900_RS09615,vpsA,4.657139,3.7538333,-3.1128707,-1.0524998,-1.130256,-1.1217507,0.826704,1.7325641
N900_RS09620,low molecular weight phosphotyrosine protein phosphatase_1,1.9362141,1.035317,-1.2544255,-2.3873732,-3.1725113,0.19691595,-0.1482469,1.5995629
N900_RS09625,vexH,3.0918417,3.5296052,-0.505804,-0.19192567,0.65380275,0.769534,0.56415737,1.9555895
N900_RS09630,vexG,4.4492517,2.4445026,-0.54286283,-0.82117915,-0.2969303,-0.013315747,-0.2180723,0.053303003
N900_RS09650,treC,2.3201876,1.0483264,0.22468898,-0.0067768022,1.0301598,0.41472504,0.4777687,-1.3917695
N900_RS09655,treB,2.4259028,2.3210967,-1.0535207,-0.4205709,-0.9922184,1.7439665,0.6995223,1.5886806
N900_RS09660,treR,4.6502533,3.2862208,-2.0832114,-0.65649056,0.05524178,-3.3160093,0.22640708,1.9138248
N900_RS09665,gmhB,6.6424546,1.7040532,0.18234456,0.10001779,0.3140527,-0.42606854,0.023718983,-0.32322678
N900_RS09670,metN,-0.1615894,3.0919995,-0.618209,0.46600986,0.22024924,-0.50145584,1.0998554,1.381622
N900_RS09675,metI,5.119583,2.0089695,-0.99892205,-1.5402341,-0.26674736,-0.93559235,0.16209778,2.869728
N900_RS09680,metq,4.917285,3.9013283,-2.0098372,-0.7124133,-0.6486558,-0.17960688,0.570141,1.8364207
N900_RS09685,VC_0904,4.312414,2.805726,-4.131354,0.03809426,-0.7574415,-3.4826086,0.6009511,2.1368697
N900_RS09690,SecY-interacting protein,1.3743932,2.7957535,-0.2455067,-0.5823566,-0.13786377,1.8082337,0.9236093,0.9605692
N900_RS09695,queF,2.5523934,3.2840657,-3.9116015,-1.4936764,-1.3739411,-3.8424752,-0.4738656,2.0412188
N900_RS09700,tetratricopeptide repeat protein_2,3.3248854,2.0025198,-0.698217,-0.49384263,-1.5641109,-2.9138978,1.0139034,0.20880237
N900_RS09705,VC_0900,4.202492,2.78452,-1.2725337,1.1845477,-1.3409029,-1.1908011,0.14617926,3.2789366
N900_RS09710,ppnN_BLAST,2.587116,2.2152827,-1.6288295,-0.660204,-0.2322814,-2.4247649,0.70482206,0.4565485
N900_RS09715,xni,4.7486916,2.7421806,0.19834584,0.21650514,-0.41688395,0.57019615,-0.014793523,0.91955906
N900_RS09720,UPF0382 membrane protein SAB0533_BLAST,3.210061,3.394725,-3.6588302,-0.33589077,-0.84333086,-1.7714344,0.64357984,2.1167848
N900_RS09725,lysR,3.5900152,4.0347996,-1.765207,-1.2781082,-2.1596556,-0.42122495,0.16147497,0.084753394
N900_RS09735,thiI,4.0762053,0.744215,0.10771084,0.76115733,-0.40652815,0.12868486,-0.44479042,-0.4676412
N900_RS09740,motb,-2.7029414,0.56153595,0.315213,-3.9814322,0.20666298,-0.33017835,0.06309057,-0.33244526
N900_RS09745,pomA,-1.9994389,-1.0811617,0.30767578,-3.516563,0.9859618,-0.33733904,0.049387716,-0.050446503
N900_RS09750,xseB,2.3050969,2.4883947,0.7614983,-0.73610014,-1.0698737,1.0327727,0.04957729,0.5747981
N900_RS09765,truC,4.8825493,2.7642043,-2.4689744,0.91039646,-0.24369189,-0.10057216,-0.037234657,2.0308208
N900_RS09770,yqcC,1.8326856,0.8497105,0.37459266,-2.9425938,-0.5869254,0.86668855,1.2326612,-1.1673632
N900_RS09775,VC_0886,2.0348136,2.632832,-0.9964803,-0.6107164,-0.30446175,0.06740391,0.4772683,0.797225
N900_RS09780,VC_0885,0.92865777,2.1544275,-0.5391186,-3.1638706,-0.09539846,-1.3258182,0.64701897,0.7743217
N900_RS09785,N-acetyltransferase_1,4.257179,2.2908084,-1.6387087,-0.7854924,-1.34086,-1.7657803,0.9146741,0.6849784
N900_RS09790,kfrA_2,-2.133675,1.3159833,-0.035975374,-0.8351057,-1.029503,0.41436467,0.27306694,0.36659545
N900_RS09795,VC_0881_BLAST,1.0677642,1.5355742,-0.8741157,-2.1797273,-0.49872592,-0.13028425,1.7642006,1.4813404
N900_RS09800,mtrF,4.214976,3.2626822,-2.231135,-0.5954607,-1.2290497,-2.6587293,-0.1648784,2.8050017
N900_RS09810,rpmE2,2.4240544,2.2796671,1.47479,-0.11017889,0.5626551,-0.3679541,-0.7618899,0.5961145
N900_RS09815,tsaA,0.76680434,2.7714884,-0.6026818,-1.9984878,-0.7273445,-1.4302654,-0.2824316,1.1173972
N900_RS09830,terB,4.5843983,3.3450787,-2.871032,-0.46727523,-0.9954227,-3.0000114,-0.22320274,2.662206
N900_RS09835,VC_0872_BLAST,-1.3542838,2.1011472,-0.8787248,-1.7948767,0.3490928,-2.1367397,-0.3202147,0.49778825
N900_RS09840,VC_0871,2.4008873,2.325994,-1.0273851,-2.732379,-1.8644575,-0.49112934,-0.35650223,0.47496217
N900_RS09850,purL,2.5194,-0.08282093,0.34347612,-3.194908,-0.059425693,0.6202659,0.08026741,-0.51627016
N900_RS09860,mltF,2.0483959,0.7780936,-1.2235998,-2.6704428,-0.39130846,0.041335046,-0.9016736,0.16151208
N900_RS09870,tadA,6.0446696,1.6924032,-0.041722156,0.23201501,0.471579,-0.6639528,0.10256808,-0.08663169
N900_RS09875,abgT_2,3.1181345,3.5835547,-0.5624945,-1.2040216,-2.012461,0.8209632,0.56751364,0.92308605
N900_RS09880,VC_0862,4.7183847,2.1182067,-1.3616405,1.2363523,-0.032839533,-1.1813658,-0.03660935,1.4540799
N900_RS09885,pilV,3.8907454,3.6180024,-2.3180168,-1.2875522,-1.2570086,-2.1020017,0.8233716,1.4487077
N900_RS09890,pilX,4.312389,3.7317913,-1.1980172,0.97942346,-0.13457736,-2.04234,0.43564934,1.9822158
N900_RS09895,PilW,4.2189837,2.697068,-1.2758862,0.5544323,-0.97248995,-1.6364868,-0.29135814,1.2986338
N900_RS09900,"type IV pilin, putative",3.7518916,3.2429285,-2.40678,-1.0938236,-1.4427457,-2.218649,0.8350563,0.23569584
N900_RS09905,type IV pilin protein,2.937824,4.511388,-0.9162965,-0.6721375,-0.73328507,1.0998446,0.74125016,1.279956
N900_RS09930,recN,3.970886,1.9061668,-1.6856034,-2.5448892,-0.6613605,0.54002327,-0.09633529,0.5369784
N900_RS09935,bamE,1.5485381,3.5108128,-2.3793013,0.15481964,-0.409215,-1.4208292,0.78689474,1.7953209
N900_RS09950,smpB,5.231418,2.3551896,-0.6155432,0.70962393,-0.07027913,-2.4331627,-0.047516212,1.4407728
N900_RS09955,intA_3,2.1013837,1.3575739,-1.1578218,-2.0248587,-0.38580158,-1.0631108,-0.67070574,1.1109526
N900_RS09965,acfd,3.0231864,3.0877357,0.7184216,-0.96506673,-1.4500035,0.8851606,-0.2792858,-0.275554
N900_RS09970,acfa,2.4582577,0.393914,1.4786836,-3.2058961,-0.34213084,2.628446,-0.18137762,-0.9368064
N900_RS09975,M23 family peptidase,2.517182,2.0606804,-0.87286776,-1.2009711,-0.097872525,-1.5219693,1.1110477,-0.5456889
N900_RS09980,VC_0842,0.90470654,1.4305574,0.09774736,-1.3933214,-0.038081262,0.4936682,0.77600944,0.30568713
N900_RS09985,acfC,3.412378,1.9638379,-0.33883047,-2.2786262,-1.3025069,-0.98199,1.283514,-0.46960148
N900_RS09990,Pseudogene_N900_RS09990,1.9154935,-0.18528193,0.5565652,-0.41786182,-0.034591075,1.1122601,0.14899087,-0.43059018
N900_RS09995,tcpJ,2.414928,0.1366531,0.1568438,-4.3704295,-0.094468445,0.17919074,0.023312308,-0.5294848
N900_RS10000,toxT,3.6825936,0.8519072,1.8649465,-2.9217951,0.5218098,0.45607707,0.08315427,0.25659904
N900_RS10005,tcpF,3.8090682,0.8148283,0.6104052,-3.5814388,-0.057743922,0.89324534,-0.14824647,-0.54934764
N900_RS10010,tcpE,3.1858234,0.75165045,1.0122869,-3.8807523,0.06910546,1.5856557,-0.08682896,-0.2688922
N900_RS10015,tcpT,2.8582075,0.3854646,0.45396665,-3.0207927,-0.12665038,-0.09230084,0.006983489,-0.8027557
N900_RS10020,tcpS,2.8901896,0.09527778,1.2609823,-3.3268266,0.5154928,-0.24152851,0.08154761,-0.11908034
N900_RS10025,tcpD,4.307,2.9372697,-2.1103969,-2.03163,0.2583711,-1.6357567,0.3924231,1.4514198
N900_RS10035,tcpC,1.7597866,2.0287259,-0.68234634,-4.1830506,-0.4738969,-1.1882623,-0.11375639,0.18230091
N900_RS10040,tcpQ,2.560309,1.0565041,0.08056033,-3.5549538,-0.23790316,-0.3673368,-0.5628661,-0.56033933
N900_RS10045,tcpB,1.933544,0.1214458,-0.07466268,-4.636553,0.022882193,-0.2247151,-0.029836465,-0.06262212
N900_RS10050,tcpA,1.4440483,1.3752302,-0.8859388,-3.8017867,-0.5813397,-1.3869551,-0.5278782,-0.028954588
N900_RS10055,tcpH,3.2046266,-0.60682863,-0.97688633,-2.5044284,0.9071739,-1.6456441,-0.25760943,-0.050395392
N900_RS10060,tcpP,3.1448946,-0.86294764,0.9022601,-3.3860343,0.45405796,0.7006015,-0.013193581,-0.8053083
N900_RS10065,tcpI,4.3407226,3.386785,-0.85798573,0.3735466,0.087154165,-1.0259169,0.6058666,2.8045673
N900_RS10075,VC_0823,0.7254811,1.9020334,-0.3004928,0.4756136,0.77534366,-2.0977132,1.2171589,2.5103364
N900_RS10080,membrane protein_1,2.0687397,1.2699062,-0.042960763,-1.5690029,-1.6987035,3.3777397,-0.48062015,0.40259105
N900_RS10085,Pseudogene_N900_RS10085,5.0775723,1.9226158,-0.6788207,-0.67080086,-0.6187991,-2.057142,0.430357,0.45087147
N900_RS10090,adh,4.3384004,2.055526,0.15363672,0.18579292,-0.03206217,1.988785,0.5448048,-0.5381826
N900_RS10105,IS481-like element ISVch1 family transposase,2.662354,2.678894,-0.76973015,-0.86604327,-1.4886775,-1.0858703,0.15666166,-0.77775866
N900_RS10110,VC_0816,3.9766123,0.33627984,0.60597646,-0.3502456,0.41024122,0.50521755,0.27157304,-0.52386755
N900_RS10115,type II toxin-antitoxin system HipA family toxin,4.0041733,2.2682223,-3.0057514,1.8678133,-0.4681137,-0.930315,0.2551389,2.3172371
N900_RS10125,class I SAM-dependent methyltransferase_5,4.8803744,3.1058004,-1.5844575,-0.77498454,-0.74979794,-1.5659595,-0.17215487,2.6652548
N900_RS10130,uvrB_2,5.5382276,4.011039,-2.2546005,-0.32674688,-0.58738816,-1.4564083,0.63129824,1.100745
N900_RS10135,VC_0811,-0.7120635,0.17013904,-0.1173115,-0.33506456,0.15578018,-0.32705468,-0.0418872,-0.51936233
N900_RS10140,VC_0810,4.272711,4.0487456,-2.3295867,0.6055931,-1.2408179,-1.7232684,0.51202816,1.6246153
N900_RS10145,VC_0809,3.950755,2.4984102,-1.2454783,-1.4382066,-0.6540948,-0.57011545,0.055885002,0.72743136
N900_RS10150,VC_0808,3.5840516,3.4341044,-3.226466,-0.82295245,-1.8665721,-1.2765849,0.04766772,2.343743
N900_RS10155,MFS transporter_1,5.305104,1.9600675,-0.67464334,-0.045807578,-0.7851702,-0.99174523,-0.7328678,1.0536681
N900_RS10160,NAD(P)/FAD-dependent oxidoreductase,1.6968089,2.9810698,-2.3927674,0.21823296,-0.7843044,-1.3029999,1.0617936,1.8180882
N900_RS10165,Ferredoxin 1_BLAST,2.8399382,2.6857271,-1.9088485,-1.3836074,0.3257439,-1.6626467,1.9298817,0.7897221
N900_RS10170,RNA methyltransferase,2.1490333,1.9881046,-0.6685299,0.31526202,-2.317448,-1.6741104,-0.17756295,0.93191755
N900_RS10175,VC_0802,5.1799383,2.071873,0.020197738,0.3565754,-0.080951795,-0.14856043,0.27088216,0.5915322
N900_RS10180,citG,-0.9467244,1.9028238,-1.6796024,-0.10930167,-0.07926114,-1.2782892,0.671038,2.1082544
N900_RS10185,citX,5.3880177,2.10236,0.07751269,-0.06547661,-0.7742727,-1.3874643,0.3750831,0.5439432
N900_RS10190,citF,3.9559522,3.53757,-0.48452446,-0.44454858,-0.76811576,-0.67963356,0.953793,2.0558178
N900_RS10195,citE,1.3741438,0.26277527,2.5582457,-0.04492519,0.6399125,-1.7783301,-0.6389711,0.961577
N900_RS10200,citD,1.2657837,2.75128,-0.9779654,-1.8246641,-1.2623131,0.26181126,-0.21900097,1.1143879
N900_RS10205,citC,1.2340199,0.9309582,-0.42047745,-1.8729395,0.91651046,1.321162,0.7668995,1.0510453
N900_RS10210,citS,3.7246134,2.3584223,-2.11903,-1.2089263,-0.5295143,0.22012968,0.89586943,2.3559165
N900_RS10215,sodium pump decarboxylase,3.6022012,3.5308552,-3.3017156,0.6512035,-0.9924042,-1.4992791,0.106456704,2.2375572
N900_RS10220,oadA_1,4.130545,4.0566635,-1.6600201,-1.237839,-0.88964975,-1.5024742,0.82296234,0.574084
N900_RS10225,oadB,3.660021,4.1093864,-2.17911,-1.2023888,-0.4310989,-1.5394955,0.012401238,1.6263063
N900_RS10230,citA,2.9596553,2.9685414,-2.3364348,-0.9532618,0.40533295,-2.7547767,0.42445546,0.8028994
N900_RS10235,dpiA,4.083755,3.4040763,-2.4279397,0.95038116,0.006244667,-4.2086644,0.3839486,2.05509
N900_RS10245,"DOPA 4,5-dioxygenase",3.951263,3.3876956,-2.3770275,-0.30192098,-1.7174526,-1.5583696,0.5367484,3.4481876
N900_RS10250,dsdC_1,4.3962116,3.1136413,-1.356025,-0.90873176,0.34804976,-0.50008357,1.0351268,2.303814
N900_RS10255,dadA1,3.576599,2.6021595,-0.3379131,-0.092060775,-0.7039149,1.9898311,-0.017175596,0.10506189
N900_RS10260,acp,1.7711406,1.9303329,-1.6181961,-2.0562632,-1.5035847,-2.0107198,0.6029232,3.2058618
N900_RS10265,yjcS,4.432067,3.6806107,-3.4200382,-0.17302856,-0.16837008,-1.4320079,0.5696017,2.2553737
N900_RS10270,leuO_2,3.83939,3.723629,-3.3705425,0.10738749,-0.26459306,-3.1066236,0.8320227,2.2092748
N900_RS10275,vibriobactin biosynthesis 4\'-phosphopantetheinyl transferase VibD,2.898488,2.4823024,-3.48377,-0.7946014,-1.1807513,-0.7743217,-0.08278808,3.0222104
N900_RS10280,fepC,-0.737776,1.4045935,-0.9701809,-0.85469335,-2.1708214,-0.15019785,-0.33082905,-0.46441606
N900_RS10285,fepG,4.4619694,3.3117135,-0.5860336,-1.4708605,0.03662449,-0.9574401,0.5278069,0.99745876
N900_RS10290,yfiZ,5.374388,2.9825077,-1.8094844,0.0546479,-0.49079356,-0.3732403,0.74332416,2.055954
N900_RS10295,fepB,4.5364327,2.2604764,-0.1564191,0.31714964,-0.35962743,-2.0297413,0.2861136,0.72798634
N900_RS10300,vibH,3.4494178,2.9553087,-0.46796843,0.38383898,-0.7351806,0.762198,1.4036846,-0.051856615
N900_RS10305,dhbA,3.1769636,3.3985698,-3.173648,0.21082738,-0.5592531,-3.2521586,0.37402558,0.6251468
N900_RS10315,dhbE,2.4895356,2.6377313,-1.9980601,-0.3763648,-2.001473,-1.3493359,-1.2222614,0.6465585
N900_RS10320,vibB,1.7917147,1.7444308,-0.80422187,-0.76017493,-2.442972,-0.09607533,0.06114226,0.94244814
N900_RS10325,satP,2.8895106,2.7147267,-2.1744473,-0.7187256,-0.123626314,-4.2823896,0.23586115,0.56989044
N900_RS10330,carbohydrate-binding protein,4.638697,3.8556705,-1.9264584,-1.2679217,-0.99615943,-1.0783923,0.31036445,0.07354074
N900_RS10335,guaA,4.177536,0.5770591,0.29919836,-3.747608,0.43331578,-0.08736999,0.11578765,-0.51589066
N900_RS10340,guaB,4.4124312,1.1801376,0.085968465,-3.621218,0.2531795,-0.50165415,0.09525623,-0.29020268
N900_RS10345,xseA,4.883461,3.817063,-0.42590156,-1.6138536,-1.048351,0.04636027,0.5312942,-0.16471148
N900_RS10350,VC_0765,3.9683783,3.1599782,-2.6609838,-0.82233125,8.171052e-05,-2.4081624,0.5581456,0.79530215
N900_RS10355,alanyl-tRNA editing protein,4.5735636,2.3337414,-0.5646771,0.028006263,-0.046883877,-0.3910621,-0.11574131,2.2445579
N900_RS10370,membrane protein_4,1.8172568,1.0987124,-1.8398825,-0.31840056,-0.34901777,-1.2619036,-0.38664097,1.1004757
N900_RS10385,rodZ,6.5775,1.6228354,0.19202462,0.15245724,0.37024486,-0.34440026,0.05975923,-0.29233733
N900_RS10390,rlmn,1.6423011,2.1248746,-0.23897678,-1.202071,-1.6549348,-0.6698084,0.7267628,-0.065376885
N900_RS10395,ndk,2.2728581,2.6422896,0.47994307,-2.0472004,-0.5985024,-0.63448405,-0.13818273,0.80817914
N900_RS10400,pepB,4.8862295,3.419386,-1.0134026,-0.2292611,0.3407635,-0.68967175,0.2718182,1.6426772
N900_RS10405,iscX,-1.2123607,1.9090867,-2.178833,1.4366633,-0.6070856,-0.99985373,0.17962658,1.3417567
N900_RS10440,iscR,4.3840785,3.3226018,-2.249641,-0.3513233,0.15109868,-2.0589464,-0.072627395,2.1578438
N900_RS10445,trmJ,2.933349,3.0575953,-1.8622881,-0.7351819,1.1039045,-1.1649146,0.9194507,3.1076434
N900_RS10455,secF_1,3.0223446,3.5960402,-2.9284751,-0.9919765,-1.4065803,-2.2895565,0.3451359,2.7969263
N900_RS10460,secD_1,0.6760583,2.5277553,-2.1697247,-0.315024,-2.348744,-0.87453157,-0.92591447,-0.12412793
N900_RS10465,yajC,4.8409657,3.1420653,-0.72307,-0.62213856,-1.040012,-0.725169,0.08167156,1.8825684
N900_RS10470,tgt,2.9993644,2.38777,-1.7716292,-2.2627375,-1.815848,0.8252499,0.82155114,1.9075341
N900_RS10475,VC_0740,3.21943,0.8005331,-2.207854,-2.0318367,-1.7070357,-1.1652797,-0.20294735,1.603631
N900_RS10480,queA,3.3145835,2.2815585,-2.9552612,-0.6421888,-0.5375402,-1.0314542,0.66413164,2.7940483
N900_RS10485,"acetoin utilization protein AcuB, putative",-1.8098344,1.3627919,-0.9886969,-0.4765881,0.30274063,-0.08846903,-0.11310783,0.7214311
N900_RS10490,aceA,4.4966936,2.0877144,-2.1360157,-1.4361539,-0.18156482,-1.6080736,0.54744774,1.9977785
N900_RS10495,malate synthase A,3.0464127,2.6532154,-4.7420135,-0.12535186,-1.3680779,-2.76502,0.23148528,3.1455429
N900_RS10500,oxyR_2,1.3686846,1.2241629,-0.064147644,-1.0336163,-0.09813215,-2.9192886,0.61167836,0.17267063
N900_RS10505,ahpC,3.2525702,1.984751,0.01465578,1.4126451,-0.18451901,1.6997817,-0.31793532,0.57924724
N900_RS10510,cutc,2.7115307,2.7828217,0.28816786,-0.89256305,-0.63592505,1.642402,-0.10658985,-1.5183138
N900_RS10515,ppk2,2.3912425,3.6369228,-1.1959547,-0.82950574,-2.2602417,-1.1186553,-0.0781792,-1.119721
N900_RS10520,phoU,5.7446156,1.6536641,-0.05893849,-0.5638514,-0.13424836,-0.28186443,-0.032428797,-0.21632051
N900_RS10525,pstB,5.976891,1.8598367,-0.04733064,-0.7765919,-0.0949607,-0.5594016,0.028430976,-0.14341253
N900_RS10530,pstA_1,3.506459,0.70807093,0.20161435,-1.0911392,0.19336969,0.5631578,0.3595006,0.09969974
N900_RS10535,ABC transporter permease subunit,3.3754623,1.2444043,-1.5040656,0.19644198,-0.9296459,-1.2827309,-0.71943223,0.56469786
N900_RS10540,ppk,4.3452244,3.6014419,-3.168133,-0.37084472,-1.4692972,-3.0191436,0.25834125,3.6809816
N900_RS10545,ppx,1.0431838,2.0860455,0.09369691,-4.428389,-0.87776554,0.49806774,0.29880387,0.116616055
N900_RS10550,pstS_1,4.125861,3.723223,-3.513328,-0.5033947,-2.0140991,-2.4774802,0.5020643,2.5986521
N900_RS10555,phoR,3.2194178,1.1058981,-1.4557081,-2.4870281,-0.092534274,-1.8134445,-0.118360564,-1.2900108
N900_RS10560,phoB,2.4737127,0.8752779,-0.9355703,-3.9887166,0.37763372,-1.2823,-0.07728493,0.13153091
N900_RS10565,rdgC,2.709412,4.402985,-1.9012679,-0.6676209,-0.84961104,-0.06223552,0.5942235,2.0519292
N900_RS10570,rlhA,4.974236,2.453637,-1.0083683,-0.5917078,0.72626925,-1.9594234,0.8069207,1.0968233
N900_RS10575,yfhl,3.0539882,3.0002048,-1.0514632,-1.3754723,-1.1452539,-0.5588409,1.1618754,1.6419669
N900_RS10580,nfsA,4.6591744,3.5726557,-2.5322552,0.11013446,-0.4974447,-1.9882027,0.15161812,2.5516355
N900_RS10585,VC_0714,3.7768543,3.4810405,-1.7737634,-1.0961268,0.23768231,-3.275802,0.77738607,2.815669
N900_RS10615,clpB,1.184583,3.2628336,-2.0798037,-1.0383176,-1.5371125,0.14256851,0.075206764,0.7171968
N900_RS10620,pgeF,2.0815558,1.7671988,1.5251535,-1.0209651,-0.1397815,-2.589896,-0.24512833,1.5191301
N900_RS10625,rluD,4.4499626,1.234204,-0.56205934,-0.71735716,-2.3676884,1.2972364,-0.109394506,1.1643705
N900_RS10635,raiA,-0.714272,1.7108797,-1.6803501,1.6715194,0.5295764,-4.0936093,1.0179601,-0.63647884
N900_RS10640,pheA,3.092045,3.258893,-1.0628628,-1.3124298,-2.3147163,-0.28987736,-0.15290403,1.0302035
N900_RS10645,spuD,3.314196,3.4056382,-2.831741,-0.27929074,0.38820267,-1.7092371,0.24439499,1.7649369
N900_RS10650,mbaA,4.964671,3.725677,-1.6724426,0.3384736,-0.04936994,-3.368396,0.40202582,1.8229421
N900_RS10655,yjjX,4.1174216,3.7596006,-2.74008,-0.9392211,-0.70265424,-2.4349685,0.594415,1.1006455
N900_RS10660,trpR,3.2399843,0.5315476,0.45402905,0.39473706,0.1549932,1.3010188,1.5284146,0.9423081
N900_RS10665,sltY,4.4940395,3.942716,-2.842226,-0.26258174,-0.096000254,-1.1194398,0.15581578,2.0224347
N900_RS10670,ettA,0.9335166,2.7033644,-0.81628513,-2.250107,-0.3410664,-2.9750218,0.82085913,-0.08712342
N900_RS10675,VC_0697,4.2383437,3.6370752,-3.6290202,-0.7475665,-0.59301627,-1.9485847,1.0178189,2.0816615
N900_RS10680,tyrA,4.670577,2.7639022,-0.18824875,-0.35688278,-0.5669687,-0.6145534,-0.41434193,0.57298356
N900_RS10685,aroF,3.2495193,3.5318515,-4.0738373,-0.38244423,-0.41038883,-2.744315,1.074515,2.8668492
N900_RS10690,btsS,5.3694415,2.574939,-1.5109016,0.23716268,-0.15025228,-1.0231326,0.8405734,0.19968851
N900_RS10695,yehT_1,0.36308706,2.75385,-0.045968853,-1.137579,-1.2154227,0.17836039,-0.77939653,-0.40297404
N900_RS10700,nagZ,2.759908,3.1813772,-0.9566516,-2.5347989,-1.3218518,0.6070964,-0.1472247,1.5393974
N900_RS10705,anmK,2.771623,4.1866817,-4.0740623,-0.8767228,-1.290948,-2.4429648,0.3552236,3.3871477
N900_RS10710,murQ_1,2.0350425,3.6739736,-2.9018884,-0.1643992,-1.3129926,-0.8632104,-0.9470039,1.8226309
N900_RS10715,nhaP2_2,3.9411123,2.1534495,-0.26596403,0.5811338,-0.11394203,-0.5528025,0.94146293,2.3135388
N900_RS10720,VC_0688,3.6147544,3.8510187,-1.3290464,1.1185791,-1.3429794,-2.193263,0.12689304,1.5243093
N900_RS10725,carbon starvation protein A,4.5563974,3.4592843,-0.6121517,-1.1395146,-0.9223999,1.0367556,0.4348233,1.2148068
N900_RS10735,fkpB,2.778687,3.0266323,0.44550666,-0.10886601,-0.66890204,0.086687215,-1.0051608,0.1699505
N900_RS10765,winged helix-turn-helix transcriptional regulator,1.000019,2.2429144,-2.345797,-1.472306,-1.2419668,0.3677395,-0.39759928,1.8945155
N900_RS10770,nhaR,3.1967738,2.979653,-0.98806614,-0.720598,-0.8541181,-1.8039161,0.39956397,2.3197994
N900_RS10775,nptA protein,3.8819726,2.820076,-1.7196703,-0.7269844,-1.9923682,-0.11212558,0.39142922,1.8996346
N900_RS10790,Probable membrane transporter protein HI_0902_BLAST,4.1248374,3.645129,-2.7535386,0.18999639,-1.8307432,-2.131327,0.40056774,1.7687904
N900_RS10795,ptsP,5.151958,3.3176415,-3.1318333,0.8381057,-0.0074458644,-1.9845418,0.38183507,1.3375413
N900_RS10800,rppH,0.83343554,2.575375,-0.9347427,-0.78602666,-1.016625,0.8110901,-0.55343515,1.0566144
N900_RS10810,mutH,5.503911,2.738788,-0.7689611,0.022027958,-0.21702081,-2.6180272,0.44449058,0.15580851
N900_RS10815,NADP(H)-dependent aldo-keto reductase,-0.22161579,2.5155017,-2.1353402,-1.9996809,0.077479094,-2.6411269,0.020312145,-1.0146196
N900_RS10820,VC_0666,2.4005518,2.2630675,-1.2771281,-1.3134646,-1.9151549,-0.4936117,-0.41628754,-0.5662843
N900_RS10825,vpsR,5.51264,3.362352,-2.7598977,-0.4699361,-0.55612695,-1.8579763,0.3539987,1.4596137
N900_RS10840,brnQ,1.1918519,1.7555236,0.7157868,-0.8423628,-1.3134907,1.8715888,-0.79646456,-1.006983
