PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Gene,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
1.0902272411462448,-1.8519434989445918,1.9024490501522446,-1.6296589336968932,0.775630682855301,0.38200099751297956,0.27162303522759346,-2.405204816083882,-1.7388963047522745,-0.6883919481586172,N900_RS00200,N900_RS00200,1.1777025166666666,-0.17352,4.1804,1h_SI2,1h,SI2,6h_SI4,6h,SI4,4.35392
2.3015444968003225,-0.7914304367711587,-0.9162516106848354,-0.7408312689266789,1.1378887570418879,0.14160899208754318,-0.6092230538686554,1.3004250251632368,1.7693081421633403,2.1801184047102957,N900_RS00205,trkI,1.5978866,-0.43912,5.0215,1h_SI9,1h,SI9,3h_SI3,3h,SI3,5.46062
-0.417293321633859,-3.0801802959854876,0.5231984722293047,0.2911007297766872,0.11195600749125548,-0.9949740160582539,-2.04996032955904,-0.7576205564599165,3.295146997910608,-0.15803599048486683,N900_RS00215,rsmB,1.1058841166666666,-0.54292,4.617,24h_st,24h,st,3h_SI3,3h,SI3,5.15992
-2.078490195570925,-1.7831296020022154,1.675642489289275,-1.2060415970437703,1.9796549247661166,2.566961306669895,2.1370268576489124,0.22701399732933028,1.5337234606543806,0.9240003685253653,N900_RS00225,def1,0.8774843333333333,-1.1415,4.8272,6h_co,6h,co,3h_SI1,3h,SI1,5.9687
0.4690421121819863,-2.0911742533786573,0.706654564155817,0.5363472426657148,2.4773839019500707,0.3035345532051916,0.6410511255304465,1.0213033545105707,1.4516519903180833,1.5411511642466806,N900_RS00230,N900_RS00230,1.1709372333333334,-0.13227,4.6166,6h_SI2,6h,SI2,3h_SI1,3h,SI1,4.74887
1.9876887430360206,0.20008032986528815,1.4683442040153571,-0.07210241041456644,-0.4114182569362774,-0.7038281575980601,0.27949379813330116,0.05619277892202085,-1.855958173971664,1.938214689757778,N900_RS00235,dprA,1.3675271666666662,0.10879,3.8477,1h_SI8,1h,SI8,3h_st,3h,st,3.73891
-2.144357355768262,-1.3937171502603707,1.230375262700942,-0.8383818737675395,2.1568461989578216,3.482427405093903,0.15061468372724196,1.1146905812688344,0.6999130595922537,0.0993050589951372,N900_RS00240,smg,0.8821779666666667,-0.79253,4.6068,6h_SI2,6h,SI2,3h_SI1,3h,SI1,5.39933
3.273101616078396,-0.6014389510809465,-0.5690851461347449,-1.1343883014098488,1.9483280594425305,0.5344447454129726,1.402030839799675,1.121596755422999,0.7217860736734996,1.128020657715374,N900_RS00245,topA_1,1.6392014999999998,-0.94353,6.1237,1h_SI8,1h,SI8,6h_st,6h,st,7.06723
-2.246124894862888,2.1081408929613374,-2.0079307198145835,0.796244925147048,1.9444385541560405,-2.8651885305854403,-1.7642138082381222,-0.49098863228840955,-0.41544690300160303,0.6695876873458348,N900_RS00250,purK,-0.47205640783333336,-2.8608,3.9392,24h_SI5,24h,SI5,6h_SI1,6h,SI1,6.8
-3.46739401655046,4.745833225440771,0.1077547291546608,2.015376407254428,0.8608970188014261,-1.5882241685527765,-0.8641219630697419,0.012061741964205841,-0.05957682382935925,0.08532447423504474,N900_RS00255,purE,-2.029291016666667,-5.0325,3.2053,12h_SI7,12h,SI7,1h_st,1h,st,8.2378
