Gene,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
N900_RS17920,N900_RS17920,0.6208377166666667,-0.80626,2.8757,6h_st,6h,st,3h_SI3,3h,SI3,3.68196
N900_RS17925,tdh,0.9334647683333333,-0.43156,4.4048,1h_st,1h,st,6h_st,6h,st,4.83636
N900_RS17930,kbl,0.18403121,-1.5271,3.4499,12h_SI1,12h,SI1,3h_st,3h,st,4.977
N900_RS17945,LuxR family transcriptional regulator,0.8631686500000002,-0.30209,4.3911,1h_SI8,1h,SI8,3h_st,3h,st,4.6931899999999995
N900_RS17950,dmlR_6,1.0615937466666665,-0.15927,4.4544,3h_st,3h,st,3h_SI1,3h,SI1,4.61367
N900_RS17955,yaeR_BLAST,0.8868132999999998,-0.511,3.6052,3h_SI2,3h,SI2,6h_SI1,6h,SI1,4.1162
N900_RS17960,N900_RS17960,1.1752430333333335,-0.18497,4.7196,3h_SI4,3h,SI4,6h_SI3,6h,SI3,4.90457
N900_RS17965,N900_RS17965,1.2321221333333334,-0.16676,4.9585,6h_SI2,6h,SI2,6h_SI3,6h,SI3,5.12526
N900_RS17970,N900_RS17970,1.02237215,-0.35522,4.2143,3h_ce,3h,ce,6h_SI3,6h,SI3,4.56952
N900_RS17975,ycdX,0.28069838333333325,-1.317,3.0485,6h_SI3,6h,SI3,3h_SI3,3h,SI3,4.3655
N900_RS17980,metal-dependent phosphohydrolase,1.0287126,-0.84668,5.386,12h_SI3,12h,SI3,3h_SI2,3h,SI2,6.23268
N900_RS17985,zwf,-0.5297414500000001,-2.6284,2.2209,3h_SI9,3h,SI9,3h_SI2,3h,SI2,4.8492999999999995
N900_RS17990,pgl,1.2024730000000001,-0.73588,4.5236,3h_SI9,3h,SI9,6h_SI2,6h,SI2,5.25948
N900_RS17995,gnd,-0.12414838500000001,-2.1542,4.5935,6h_ce,6h,ce,12h_st,12h,st,6.7477
N900_RS18000,N900_RS18000,-0.11332974999999998,-2.2521,3.9767,6h_SI5,6h,SI5,3h_SI2,3h,SI2,6.2288
N900_RS18005,MBL fold metallo-hydrolase_3,1.3484987,-0.26845,3.951,1h_SI8,1h,SI8,6h_SI2,6h,SI2,4.21945
N900_RS18010,N900_RS18010,0.7688102765,-0.57853,3.3851,3h_st,3h,st,6h_ce,6h,ce,3.96363
N900_RS18015,N900_RS18015,1.29595885,-0.39959,4.5339,6h_SI4,6h,SI4,3h_SI5,3h,SI5,4.93349
N900_RS18020,Pseudogene_N900_RS18020,0.6119588516666669,-0.61296,3.5909,12h_SI6,12h,SI6,6h_ce,6h,ce,4.20386
N900_RS18025,dsdX,1.0326274999999998,-0.64951,5.0488,1h_SI1,1h,SI1,12h_st,12h,st,5.69831
N900_RS18030,cdar,0.9397330333333334,-0.64353,5.6322,3h_SI3,3h,SI3,6h_ce,6h,ce,6.27573
N900_RS18035,methyl-accepting chemotaxis protein_24,0.47953151333333327,-0.99292,3.8988,6h_SI4,6h,SI4,3h_SI1,3h,SI1,4.89172
N900_RS18040,hutZ,0.8886057166666668,-0.87025,5.2244,6h_SI4,6h,SI4,3h_st,3h,st,6.09465
N900_RS18045,hutX,0.4391003733333333,-0.92772,4.1017,12h_st,12h,st,6h_st,6h,st,5.02942
N900_RS18050,chuw,0.3849274,-1.2398,2.7233,12h_st,12h,st,3h_SI5,3h,SI5,3.9631
N900_RS18055,TonB_2,0.81090335,-1.2465,4.5803,1h_SI9,1h,SI9,6h_SI3,6h,SI3,5.8268
N900_RS18060,exbB1,1.5818295,-0.61895,5.692,1h_SI6,1h,SI6,3h_SI5,3h,SI5,6.31095
N900_RS18065,exbD1,0.2369785333333333,-1.234,3.4798,3h_st,3h,st,6h_SI4,6h,SI4,4.7138
N900_RS18070,hmuT,-0.4551140333333334,-2.2574,3.4826,6h_SI5,6h,SI5,6h_SI1,6h,SI1,5.74
N900_RS18075,hmuU,0.9301478333333334,-0.77474,5.5756,1h_SI6,1h,SI6,6h_SI1,6h,SI1,6.350339999999999
N900_RS18080,hmuV,0.84955604,-0.71774,3.5689,1h_SI7,1h,SI7,6h_SI3,6h,SI3,4.28664
N900_RS18085,TetR/AcrR family transcriptional regulator_5,-0.008948498333333322,-1.6294,3.2636,3h_SI1,3h,SI1,6h_SI2,6h,SI2,4.893
N900_RS18090,N900_RS18090,-0.6179167000000001,-4.2886,4.1179,6h_SI7,6h,SI7,6h_SI2,6h,SI2,8.4065
N900_RS18095,N900_RS18095,0.2249694783333333,-2.0225,4.2927,12h_SI2,12h,SI2,1h_SI1,1h,SI1,6.3152
N900_RS18105,araC_2,0.04424243333333331,-2.0993,3.8951,1h_SI1,1h,SI1,6h_SI1,6h,SI1,5.9944
N900_RS18110,mlp37,1.395917148333333,-0.21069,5.3295,1h_SI8,1h,SI8,3h_st,3h,st,5.54019
N900_RS18115,hmp_2,1.50623445,-0.18888,4.5887,1h_SI6,1h,SI6,1h_ce,1h,ce,4.77758
N900_RS18120,pyrC,-0.5920751333333334,-3.3609,2.9625,12h_SI7,12h,SI7,1h_st,1h,st,6.3233999999999995
N900_RS18125,AraC family transcriptional regulator_4,0.48270094166666666,-1.3638,4.4377,6h_SI2,6h,SI2,6h_ce,6h,ce,5.801500000000001
N900_RS18130,yhaI,0.5284481166666667,-1.3799,3.5116,3h_SI9,3h,SI9,3h_st,3h,st,4.8915
N900_RS18135,N900_RS18135,0.8181215166666668,-0.78645,3.9496,1h_st,1h,st,3h_SI2,3h,SI2,4.7360500000000005
N900_RS18140,rlmC,1.4098274999999998,-0.10234,4.0469,1h_SI6,1h,SI6,3h_SI3,3h,SI3,4.14924
N900_RS18145,yedI,1.2079101883333332,-0.35389,3.896,6h_st,6h,st,6h_ce,6h,ce,4.24989
N900_RS18150,VC_A0931_BLAST,1.0859591833333333,-0.85723,4.7621,1h_co,1h,co,6h_SI4,6h,SI4,5.619330000000001
N900_RS18155,cspV_3,0.7596669666666667,-0.83059,5.2356,24h_SI2,24h,SI2,3h_SI1,3h,SI1,6.06619
N900_RS18160,N900_RS18160,1.0457559066666666,-1.0574,5.2573,1h_co,1h,co,6h_SI3,6h,SI3,6.3147
N900_RS18165,M14 family metallocarboxypeptidase,1.0212869166666667,-0.50094,3.5822,1h_st,1h,st,3h_SI3,3h,SI3,4.08314
N900_RS18170,AraC family transcriptional regulator_6,0.6175306833333334,-1.1021,3.7207,6h_st,6h,st,6h_ce,6h,ce,4.8228
N900_RS18175,eamA_8,1.0682493333333332,-0.95688,5.1571,24h_SI9,24h,SI9,1h_SI1,1h,SI1,6.11398
N900_RS18180,VC0395_0300_BLAST,1.1578570499999998,-0.60448,4.9425,1h_ce,1h,ce,6h_SI3,6h,SI3,5.54698
N900_RS18190,yciA_2,1.0799188716666666,-0.34301,4.4195,6h_st,6h,st,3h_st,3h,st,4.76251
N900_RS18195,N900_RS18195,0.9048698233333334,-0.65127,3.9226,3h_co,3h,co,12h_SI2,12h,SI2,4.57387
N900_RS18200,malG,1.5428225,0.23595,4.8215,24h_ce,24h,ce,3h_SI1,3h,SI1,4.5855500000000005
N900_RS18205,malF,0.16582731666666672,-1.3919,4.6687,3h_co,3h,co,3h_SI3,3h,SI3,6.0606
N900_RS18210,malE,0.18086401500000002,-1.0174,3.42,6h_st,6h,st,6h_SI2,6h,SI2,4.4374
N900_RS18215,malK,1.6420375766666666,-0.075905,5.2683,1h_SI7,1h,SI7,12h_st,12h,st,5.344205
N900_RS18220,speG,-0.6083415000000001,-1.887,2.9196,6h_SI2,6h,SI2,6h_SI3,6h,SI3,4.8065999999999995
N900_RS18225,N900_RS18225,1.0218731166666666,-0.58247,3.9622,12h_SI1,12h,SI1,6h_ce,6h,ce,4.54467
N900_RS18230,SM-20,0.7878321116666669,-0.62538,3.4996,3h_SI1,3h,SI1,3h_SI6,3h,SI6,4.12498
N900_RS18235,VCM66_A0911_BLAST,0.7831024866666667,-1.1646,4.4179,1h_SI9,1h,SI9,3h_SI1,3h,SI1,5.5825000000000005
N900_RS18240,vpsT,0.7171934466666665,-0.67154,4.1504,3h_SI1,3h,SI1,6h_SI2,6h,SI2,4.821940000000001
N900_RS18245,ppiC,1.120754318333333,-0.34956,4.3295,3h_SI2,3h,SI2,12h_SI1,12h,SI1,4.679060000000001
N900_RS18250,CheV,0.5409919933333334,-0.75718,3.3254,3h_ce,3h,ce,3h_SI1,3h,SI1,4.08258
N900_RS18255,marr_2,0.713241845,-0.91848,3.4133,12h_st,12h,st,6h_SI4,6h,SI4,4.33178
N900_RS18260,vdcA,0.7629141199999999,-0.67459,4.8018,6h_SI1,6h,SI1,6h_st,6h,st,5.47639
N900_RS18265,malate synthase,0.7379522666666667,-1.0315,4.393,6h_ce,6h,ce,3h_SI3,3h,SI3,5.4245
N900_RS18270,N900_RS18270,1.5079524999999998,0.03813,4.6884,1h_SI9,1h,SI9,3h_st,3h,st,4.65027
N900_RS18280,sensor domain-containing diguanylate cyclase_5,0.5460500599999999,-0.79078,3.9373,1h_st,1h,st,12h_st,12h,st,4.72808
N900_RS18285,AlkB,0.7554539366666666,-0.68823,4.9356,1h_SI1,1h,SI1,3h_SI6,3h,SI6,5.62383
N900_RS18290,N900_RS18290,0.3900006549999999,-1.0555,2.8775,6h_SI6,6h,SI6,3h_SI3,3h,SI3,3.933
N900_RS18295,DMT family transporter_2,2.4100283333333334,1.0156,4.9017,1h_st,1h,st,1h_ce,1h,ce,3.8861
N900_RS18300,gcvA_2,2.2346368333333326,0.59281,4.9998,1h_SI8,1h,SI8,12h_SI1,12h,SI1,4.4069899999999995
N900_RS18305,diguanylate cyclase_6,0.7194414166666668,-0.94836,3.8222,12h_SI8,12h,SI8,3h_SI3,3h,SI3,4.77056
N900_RS18310,N900_RS18310,0.4221418283333333,-0.78188,4.1463,12h_st,12h,st,3h_SI3,3h,SI3,4.92818
N900_RS18315,VC_A0969_BLAST,-0.9442511333333332,-3.2332,2.4104,3h_SI7,3h,SI7,6h_SI3,6h,SI3,5.6436
N900_RS18320,pyrimidine/purine nucleoside phosphorylase,0.657977575,-1.2115,4.8168,12h_SI6,12h,SI6,12h_st,12h,st,6.0283
N900_RS18325,N900_RS18325,0.17817867333333332,-1.2495,4.2406,6h_SI3,6h,SI3,3h_SI1,3h,SI1,5.4901
N900_RS18330,MFS transporter_2,0.35881348333333335,-0.8963,4.4611,6h_SI1,6h,SI1,3h_SI2,3h,SI2,5.3574
N900_RS18340,methyl-accepting chemotaxis protein_25,0.6147865899999999,-0.93278,3.7644,3h_SI2,3h,SI2,3h_SI1,3h,SI1,4.69718
N900_RS18345,ATP-binding protein_2,-0.09152692666666669,-1.6205,3.2502,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.8707
N900_RS18350,N900_RS18350,0.64672878,-1.0007,4.4513,3h_SI7,3h,SI7,6h_st,6h,st,5.452
N900_RS18355,lktB_2,1.519740105,-0.60883,5.4278,1h_SI1,1h,SI1,6h_SI3,6h,SI3,6.036630000000001
N900_RS18360,artI_2,0.7587857,-0.80842,3.6524,1h_st,1h,st,6h_st,6h,st,4.46082
N900_RS18365,mcpQ,1.0476492,-0.46607,4.335,3h_co,3h,co,3h_SI5,3h,SI5,4.80107
N900_RS18370,N900_RS18370,0.99271789,-0.92994,5.7143,1h_SI2,1h,SI2,12h_SI2,12h,SI2,6.64424
N900_RS18375,ABC transporter,1.1957825616666669,-0.29617,4.516,6h_SI7,6h,SI7,6h_st,6h,st,4.81217
N900_RS18380,dmlR,0.8241887983333334,-0.67422,4.6473,12h_st,12h,st,3h_SI1,3h,SI1,5.3215200000000005
N900_RS18385,L-lactate permease,0.8027006000000001,-0.58001,5.3968,12h_SI1,12h,SI1,3h_SI1,3h,SI1,5.9768099999999995
N900_RS18390,lldd,0.26480408333333333,-1.3526,2.618,3h_SI6,3h,SI6,12h_SI1,12h,SI1,3.9706
N900_RS18395,FAD-binding oxidoreductase,-1.0004502333333334,-3.0886,3.2639,24h_co,24h,co,6h_SI1,6h,SI1,6.3525
N900_RS18400,ppsR,0.7752115616666668,-0.24286,3.2293,3h_st,3h,st,3h_SI4,3h,SI4,3.4721599999999997
N900_RS18405,ppsA,1.2964013166666666,-0.27773,5.2183,3h_st,3h,st,6h_st,6h,st,5.49603
N900_RS18410,aer_2,0.9651875166666667,-1.4096,4.8851,1h_co,1h,co,3h_SI4,3h,SI4,6.294700000000001
N900_RS18415,norM_3,0.7381811283333335,-0.52887,4.2499,6h_st,6h,st,3h_SI4,3h,SI4,4.77877
N900_RS18420,ATP-dependent helicase_2,1.0005302166666665,-0.36488,3.9666,3h_SI2,3h,SI2,6h_ce,6h,ce,4.33148
N900_RS18425,dmlR_8,0.9454146333333333,-0.53089,4.2217,1h_st,1h,st,12h_st,12h,st,4.7525900000000005
N900_RS18430,grxB,0.7697200833333332,-1.0326,6.0039,12h_SI2,12h,SI2,3h_SI1,3h,SI1,7.0365
N900_RS18435,nemA_1,1.0526019883333333,-0.49052,3.63,1h_SI5,1h,SI5,3h_SI2,3h,SI2,4.12052
N900_RS18440,amidinotransferase,1.5820203166666669,-0.19961,4.4343,1h_SI8,1h,SI8,12h_SI2,12h,SI2,4.63391
N900_RS18445,vcaM,0.006609450833333333,0.00019262,0.17305,6h_SI7,6h,SI7,3h_st,3h,st,0.17285738
N900_RS18450,N900_RS18450,1.5210640666666668,-1.2297,6.4454,1h_SI9,1h,SI9,6h_SI3,6h,SI3,7.6751000000000005
N900_RS18455,nemA_2,1.2277445000000002,-0.5137,3.9551,1h_st,1h,st,3h_SI1,3h,SI1,4.4688
N900_RS18460,tetr_2,1.0664707666666668,-0.9266,4.6922,1h_SI5,1h,SI5,12h_SI1,12h,SI1,5.618799999999999
N900_RS18465,LysE family translocator_2,0.9449693833333336,-0.73313,4.7676,3h_SI2,3h,SI2,6h_ce,6h,ce,5.50073
N900_RS18470,rhaS_4,0.93171164,-1.7867,5.3963,6h_SI5,6h,SI5,6h_SI2,6h,SI2,7.183
N900_RS18475,ygaZ,1.0294073499999998,-0.16483,3.9897,6h_st,6h,st,3h_SI3,3h,SI3,4.15453
N900_RS18480,N900_RS18480,1.0644122500000002,-0.6124,4.3871,1h_SI4,1h,SI4,3h_SI3,3h,SI3,4.9995
N900_RS18485,ycgM,0.2317670416666667,-1.0364,3.1133,12h_st,12h,st,1h_SI1,1h,SI1,4.1497
N900_RS18490,sarZ_2,1.4996949,-0.13114,3.8497,6h_SI1,6h,SI1,6h_SI2,6h,SI2,3.9808399999999997
N900_RS18495,organic hydroperoxide resistance protein,0.7048468666666667,-0.51228,5.0489,3h_SI7,3h,SI7,3h_SI4,3h,SI4,5.561179999999999
N900_RS18500,porin,1.9403371,-0.22876,6.144,1h_SI6,1h,SI6,3h_st,3h,st,6.37276
N900_RS18505,ribN_BLAST,1.7100765966666664,-0.20179,5.2301,1h_SI8,1h,SI8,3h_st,3h,st,5.43189
N900_RS18510,glutaredoxin,1.3478461550000003,-0.002698,4.421,12h_ce,12h,ce,6h_SI2,6h,SI2,4.423698
N900_RS18515,yjiG,0.7193569433333333,-0.59136,3.7821,6h_SI7,6h,SI7,3h_SI2,3h,SI2,4.37346
N900_RS18520,N900_RS18520,0.8471733166666665,-0.59808,3.6638,12h_st,12h,st,3h_SI1,3h,SI1,4.26188
N900_RS18525,nhad,0.4258148978333333,-1.0779,3.8994,6h_SI3,6h,SI3,12h_SI1,12h,SI1,4.9773
N900_RS18530,N900_RS18530,1.49939915,-0.2296,5.4337,1h_SI7,1h,SI7,6h_st,6h,st,5.6633
N900_RS18535,ogt,0.8451131166666666,-0.57455,5.4107,12h_st,12h,st,1h_SI1,1h,SI1,5.985250000000001
N900_RS18540,alkA,0.36567683333333334,-1.0677,2.7152,12h_st,12h,st,6h_SI4,6h,SI4,3.7828999999999997
N900_RS18545,mhqP,1.2606789466666664,-0.16519,4.8455,1h_SI6,1h,SI6,3h_SI3,3h,SI3,5.01069
N900_RS18550,LysR family transcriptional regulator_9,-0.1270354,-1.5769,2.6388,1h_st,1h,st,6h_SI1,6h,SI1,4.2157
N900_RS18555,N900_RS18555,-0.6938512,-2.1712,2.8427,1h_SI1,1h,SI1,3h_SI5,3h,SI5,5.0139
N900_RS18560,flavohemoglobin expression-modulating QEGLA motif protein,0.9325072333333334,-0.74441,4.0046,6h_SI1,6h,SI1,6h_st,6h,st,4.74901
N900_RS18565,N900_RS18565,1.3080396666666665,-0.34214,6.2048,6h_co,6h,co,3h_st,3h,st,6.546939999999999
N900_RS18570,nagB,-1.0700565,-3.6157,2.4464,6h_SI6,6h,SI6,12h_SI3,12h,SI3,6.0621
N900_RS18575,N900_RS18575,1.1693778750000001,-0.28541,4.5197,6h_st,6h,st,3h_SI2,3h,SI2,4.80511
N900_RS18580,maltose operon protein,0.2818717,-1.1755,2.8385,6h_SI7,6h,SI7,3h_SI2,3h,SI2,4.013999999999999
N900_RS18585,maltoporin,0.8266585999999999,-0.75052,3.6507,6h_st,6h,st,12h_SI3,12h,SI3,4.40122
N900_RS18590,glgX,1.1282764616666665,-1.1667,5.1463,1h_SI1,1h,SI1,3h_SI4,3h,SI4,6.313000000000001
N900_RS18595,N900_RS18595,1.0050185333333335,-0.97709,4.4732,6h_SI1,6h,SI1,3h_SI1,3h,SI1,5.450290000000001
N900_RS18600,methyl-accepting chemotaxis protein_27,-0.41803977166666667,-2.4343,3.4934,3h_SI8,3h,SI8,6h_SI4,6h,SI4,5.9277
N900_RS18605,N900_RS18605,0.71950405,-0.9177,4.9879,1h_SI1,1h,SI1,6h_st,6h,st,5.9056
N900_RS18610,carbohydrate ABC transporter substrate-binding protein,1.0021422703333334,-0.54845,3.7851,12h_st,12h,st,6h_SI1,6h,SI1,4.33355
N900_RS18615,methyl-accepting chemotaxis protein_19,1.0326468033333334,-0.63255,5.1683,6h_SI7,6h,SI7,3h_st,3h,st,5.8008500000000005
N900_RS18620,N900_RS18620,0.33199108016666673,-1.3442,2.6237,6h_SI1,6h,SI1,12h_SI1,12h,SI1,3.9679
N900_RS18625,aroG,1.4493935666666666,-0.073246,4.3744,1h_SI7,1h,SI7,3h_SI1,3h,SI1,4.447646
N900_RS18630,glnQ_2,0.08422083333333338,-2.2495,3.9345,6h_SI5,6h,SI5,3h_SI4,3h,SI4,6.183999999999999
N900_RS18635,amino acid ABC transporter permease,1.072856908333333,-0.28575,3.27,6h_SI8,6h,SI8,12h_SI2,12h,SI2,3.55575
N900_RS18640,fliY,0.7207417300000001,-1.001,3.84,6h_SI1,6h,SI1,12h_SI2,12h,SI2,4.840999999999999
N900_RS18645,glnP,1.5760528999999999,-0.22421,4.0485,1h_SI6,1h,SI6,3h_SI5,3h,SI5,4.27271
N900_RS18650,pgcA,0.22527911666666667,-1.4033,3.2432,12h_st,12h,st,12h_SI3,12h,SI3,4.6465
N900_RS18655,polymer-forming cytoskeletal protein,1.1176325383333332,-1.9145,5.9214,6h_SI5,6h,SI5,6h_SI1,6h,SI1,7.8359000000000005
N900_RS18660,Pseudogene_N900_RS18660,1.6897767333333331,-1.2083,5.5671,6h_SI5,6h,SI5,6h_SI2,6h,SI2,6.775399999999999
N900_RS18670,mtlA,1.1918607166666668,-0.52701,4.7672,6h_SI2,6h,SI2,12h_st,12h,st,5.29421
N900_RS18675,mtlD,1.0711142666666666,-0.43937,3.9872,6h_st,6h,st,1h_st,1h,st,4.42657
N900_RS18680,MltR family transcriptional regulator,0.5647306150000001,-0.84684,3.3964,1h_st,1h,st,6h_SI4,6h,SI4,4.24324
N900_RS18685,yceM,0.9835249633333333,-0.36835,3.719,1h_st,1h,st,3h_SI2,3h,SI2,4.08735
N900_RS18690,MBL fold metallo-hydrolase_4,0.9261431949999998,-0.80376,3.7828,12h_SI8,12h,SI8,3h_SI3,3h,SI3,4.58656
N900_RS18695,N900_RS18695,0.5465653333333332,-0.76862,3.6284,3h_SI2,3h,SI2,3h_SI3,3h,SI3,4.39702
N900_RS18700,yccf,0.21158631666666666,-1.4743,4.2033,3h_SI1,3h,SI1,6h_SI2,6h,SI2,5.6776
N900_RS18705,N900_RS18705,0.9998879000000002,-0.59522,4.745,3h_SI3,3h,SI3,6h_st,6h,st,5.34022
N900_RS18710,N900_RS18710,1.4617749166666667,-0.026851,4.8523,1h_SI8,1h,SI8,6h_SI1,6h,SI1,4.879150999999999
N900_RS18715,NAD(P)-dependent oxidoreductase,0.9146017116666666,-0.83762,3.422,3h_SI5,3h,SI5,12h_SI1,12h,SI1,4.25962
N900_RS18720,LysR family transcriptional regulator_8,1.3987238833333335,-0.10966,5.071,12h_SI2,12h,SI2,3h_SI3,3h,SI3,5.18066
N900_RS18725,methyl-accepting chemotaxis protein_17,0.4715738966666667,-0.95276,3.2707,6h_SI7,6h,SI7,3h_st,3h,st,4.22346
N900_RS18730,ydfG,0.47951441666666667,-1.1667,3.6548,1h_co,1h,co,3h_SI1,3h,SI1,4.8215
N900_RS18735,dmlR_10,0.9155226263333334,-0.5259,3.2905,3h_st,3h,st,6h_SI4,6h,SI4,3.8164000000000002
N900_RS18740,trmY,0.6014891000000001,-0.82817,3.118,6h_SI7,6h,SI7,12h_SI2,12h,SI2,3.94617
N900_RS18745,ribB,-0.8135009983333332,-2.4245,2.5383,12h_SI2,12h,SI2,3h_SI7,3h,SI7,4.9628
N900_RS18750,potE,1.24695305,-0.20207,4.1402,1h_SI5,1h,SI5,6h_st,6h,st,4.34227
N900_RS18755,speF,1.4818714999999998,-0.13187,6.9006,3h_SI2,3h,SI2,6h_ce,6h,ce,7.03247
N900_RS18760,N900_RS18760,-0.3224656000000001,-2.4669,3.5017,6h_ce,6h,ce,3h_SI3,3h,SI3,5.9686
N900_RS18765,calB,1.239738383333333,-0.70846,5.4858,6h_SI2,6h,SI2,3h_SI3,3h,SI3,6.19426
N900_RS18770,lrp_3,0.011676482833333333,0.00036118,0.14905,6h_SI1,6h,SI1,3h_st,3h,st,0.14868882
N900_RS18775,methyl-accepting chemotaxis protein_22,0.9547120899999998,-0.4274,4.3884,6h_st,6h,st,3h_st,3h,st,4.815799999999999
N900_RS18780,N900_RS18780,0.34242248333333336,-1.3008,4.4145,3h_SI8,3h,SI8,6h_SI1,6h,SI1,5.7153
N900_RS18785,putP,1.0645062,-0.53207,4.1169,12h_st,12h,st,6h_ce,6h,ce,4.64897
N900_RS18790,1-pyrroline-5-carboxylate dehydrogenase,0.9777369233333333,-0.95406,4.1516,3h_SI5,3h,SI5,12h_st,12h,st,5.10566
N900_RS18795,putA,1.266033616666667,0.025051,4.1137,1h_SI7,1h,SI7,6h_st,6h,st,4.088648999999999
N900_RS18800,rhaS_5,0.7279784499999999,-0.5858,3.9629,12h_SI6,12h,SI6,3h_SI1,3h,SI1,4.5487
N900_RS18805,N900_RS18805,1.9354384,-0.62737,4.5897,1h_SI6,1h,SI6,6h_SI4,6h,SI4,5.21707
N900_RS18810,egtb,1.2666449666666668,-0.01942,3.735,6h_SI8,6h,SI8,3h_SI1,3h,SI1,3.75442
N900_RS18815,PAS domain S-box protein_2,0.8348014500000002,-1.344,5.4392,1h_SI7,1h,SI7,3h_SI2,3h,SI2,6.7832
N900_RS18825,HlyD family type I secretion periplasmic adaptor subunit_2,0.09607926666666668,-1.5946,3.5016,3h_SI5,3h,SI5,6h_SI2,6h,SI2,5.0962
N900_RS18830,transglutaminase-like cysteine peptidase,-0.20041221333333334,-1.9425,3.2645,6h_SI3,6h,SI3,3h_SI4,3h,SI4,5.207
N900_RS18835,N900_RS18835,1.0041141266666667,-0.42856,4.1135,1h_st,1h,st,3h_SI4,3h,SI4,4.54206
N900_RS18840,apxIB_2,1.206739333333333,-0.4738,4.2533,12h_st,12h,st,6h_SI4,6h,SI4,4.7271
N900_RS18845,N900_RS18845,1.5350430666666666,-0.18975,4.6407,6h_SI4,6h,SI4,3h_SI1,3h,SI1,4.83045
N900_RS18850,rcsC_11,0.8952227116666667,-0.78276,4.2681,6h_st,6h,st,12h_SI2,12h,SI2,5.050859999999999
N900_RS18855,btrV,1.662775,0.12121,5.0798,3h_st,3h,st,6h_SI4,6h,SI4,4.95859
N900_RS18860,mlp44,0.5871718995000001,-1.0693,3.1319,24h_co,24h,co,6h_SI4,6h,SI4,4.2012
N900_RS18865,cheB3,0.8492775333333333,-0.39527,3.4663,1h_st,1h,st,3h_SI4,3h,SI4,3.86157
N900_RS18870,cheD,1.0823069116666666,-0.53131,4.0413,6h_SI4,6h,SI4,3h_st,3h,st,4.572609999999999
N900_RS18880,mlp5,0.8994405666666665,-0.58353,3.9609,6h_SI6,6h,SI6,6h_SI3,6h,SI3,4.54443
N900_RS18885,cheW2,0.9482326999999999,-0.433,4.2704,3h_SI4,3h,SI4,3h_SI2,3h,SI2,4.7034
N900_RS18900,cheA3,1.336020415,-0.26262,4.1818,3h_SI5,3h,SI5,6h_SI4,6h,SI4,4.44442
N900_RS18905,cheY4,0.8643763833333332,-0.60459,4.9693,6h_SI4,6h,SI4,3h_SI2,3h,SI2,5.57389
N900_RS18910,N900_RS18910,1.1945625649999998,-0.21988,4.4357,12h_st,12h,st,12h_SI2,12h,SI2,4.65558
N900_RS18915,ABC transporter substrate-binding protein_10,1.2910365666666668,-0.11376,4.3028,1h_st,1h,st,3h_SI1,3h,SI1,4.4165600000000005
N900_RS18920,Pseudogene_N900_RS18920,0.666760275,-0.61423,3.5676,12h_st,12h,st,1h_ce,1h,ce,4.18183
N900_RS18925,ABC transporter permease_8,0.4313264833333334,-0.77128,3.1159,12h_SI6,12h,SI6,6h_SI3,6h,SI3,3.88718
N900_RS18930,ABC transporter ATP-binding protein_4,0.3748486666666667,-1.0482,3.6535,6h_SI3,6h,SI3,3h_st,3h,st,4.701700000000001
N900_RS18935,eptA,0.3800042383333333,-1.2481,5.1878,24h_SI1,24h,SI1,6h_SI3,6h,SI3,6.4359
N900_RS18940,qseC,1.4404868666666668,-0.20378,5.0351,3h_SI4,3h,SI4,6h_SI2,6h,SI2,5.23888
N900_RS18945,qseB,1.0182728833333334,-0.48682,4.5706,3h_SI2,3h,SI2,6h_SI4,6h,SI4,5.05742
N900_RS18950,tetratricopeptide repeat protein,1.0551659833333333,-0.24445,4.1259,1h_st,1h,st,3h_SI2,3h,SI2,4.370349999999999
N900_RS18955,fabG_4,1.2404096866666667,0.0072952,4.1383,1h_SI8,1h,SI8,12h_SI1,12h,SI1,4.1310048
N900_RS18960,biliverdin-producing heme oxygenase,1.2439317333333335,-0.017864,5.5579,6h_co,6h,co,3h_st,3h,st,5.575764
N900_RS18965,menE_2,0.8766251666666667,-0.55971,4.1059,1h_st,1h,st,6h_SI2,6h,SI2,4.66561
N900_RS18970,thermostable hemolysin,0.6617365916666668,-0.87803,5.648,6h_SI4,6h,SI4,3h_st,3h,st,6.5260299999999996
N900_RS18975,tmca,0.40691330833333333,-0.98742,3.6598,24h_SI1,24h,SI1,3h_SI1,3h,SI1,4.64722
N900_RS18980,potD_3,0.39548110166666667,-1.2312,3.4366,6h_SI6,6h,SI6,1h_st,1h,st,4.6678
N900_RS18995,N900_RS18995,0.27199573183333337,-2.5202,4.0255,6h_ce,6h,ce,6h_SI3,6h,SI3,6.5457
N900_RS19010,SOS-response transcriptional repressor,1.1765317166666667,-1.6076,5.9136,3h_SI7,3h,SI7,3h_SI4,3h,SI4,7.521199999999999
N900_RS19020,N900_RS19020,1.7268872,0.045592,4.9692,1h_SI8,1h,SI8,12h_SI1,12h,SI1,4.923608
N900_RS19025,ComF-related protein,1.2275533666666665,-0.11332,4.4211,3h_SI3,3h,SI3,3h_SI1,3h,SI1,4.53442
N900_RS19030,N900_RS19030,0.8875784616666667,-0.99249,5.0069,6h_st,6h,st,3h_st,3h,st,5.99939
