Gene,Component,Gene_loading,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range,abs_loading,abs_rank
N900_RS00110,TensorComp1,0.07711227022968743,NADH dehydrogenase subunit II-related protein,-0.02647887833333334,-1.1285,2.2889,6h_SI2,6h,SI2,6h_SI3,6h,SI3,3.4173999999999998,0.07711227022968743,3179.0
N900_RS00120,TensorComp1,4.466055871701906,N900_RS00120,0.6445359399999998,-0.96701,3.9194,3h_SI9,3h,SI9,3h_SI1,3h,SI1,4.88641,4.466055871701906,1429.0
N900_RS00125,TensorComp1,6.179875098056729,acuI,1.0485218166666668,-0.080152,3.9734,24h_SI8,24h,SI8,1h_ce,1h,ce,4.053552,6.179875098056729,101.0
N900_RS00130,TensorComp1,6.275295010069667,ilvA,1.6060143166666667,-0.054921,4.4043,1h_SI3,1h,SI3,12h_st,12h,st,4.459221,6.275295010069667,66.0
N900_RS00135,TensorComp1,4.720775797072565,ilvD,1.2914153500000003,-0.34542,5.3665,3h_SI7,3h,SI7,12h_st,12h,st,5.71192,4.720775797072565,1239.0
N900_RS00140,TensorComp1,4.225998025389101,ilvE,2.0222916816666663,-0.23122,6.337,1h_SI5,1h,SI5,12h_st,12h,st,6.56822,4.225998025389101,1585.0
N900_RS00145,TensorComp1,5.225010444291836,ilvM,1.66385,-0.11262,6.8711,1h_SI3,1h,SI3,1h_st,1h,st,6.98372,5.225010444291836,827.0
N900_RS00150,TensorComp1,5.196074397776213,ilvG,1.4846871666666668,0.018497,5.1406,6h_SI8,6h,SI8,6h_SI2,6h,SI2,5.122103,5.196074397776213,852.0
N900_RS00155,TensorComp1,2.7114519732516684,yifb,0.6229813333333334,-0.86017,3.8262,3h_SI3,3h,SI3,3h_SI2,3h,SI2,4.68637,2.7114519732516684,2406.0
N900_RS00160,TensorComp1,6.171021395998557,yihG,1.1543101833333336,-0.43317,4.2116,6h_SI6,6h,SI6,12h_SI1,12h,SI1,4.644769999999999,6.171021395998557,107.0
N900_RS00165,TensorComp1,4.561568997740465,dsba,0.12588415,-3.4222,3.7881,6h_SI8,6h,SI8,1h_SI1,1h,SI1,7.2103,4.561568997740465,1357.0
N900_RS00170,TensorComp1,5.116286992352003,serine/threonine protein kinase,1.3087315166666664,-0.2317,3.81,1h_st,1h,st,3h_SI5,3h,SI5,4.0417,5.116286992352003,928.0
N900_RS00175,TensorComp1,3.313535554412684,ccoG,1.7052086000000002,-0.011665,5.0217,6h_SI1,6h,SI1,6h_SI4,6h,SI4,5.033365,3.313535554412684,2113.0
N900_RS00180,TensorComp1,1.1472465937128105,yihD,0.6527487766666666,-2.3226,4.8509,6h_SI5,6h,SI5,3h_SI4,3h,SI4,7.173500000000001,1.1472465937128105,2936.0
N900_RS00185,TensorComp1,3.9105676104307423,N900_RS00185,1.9537398333333336,-1.9606,9.2447,12h_SI8,12h,SI8,6h_st,6h,st,11.2053,3.9105676104307423,1792.0
N900_RS00190,TensorComp1,5.169767469049534,SpoOM-related protein,1.258719116666667,-0.37554,4.6742,3h_SI3,3h,SI3,6h_st,6h,st,5.04974,5.169767469049534,877.0
N900_RS00195,TensorComp1,2.399868437148679,yqfA,1.2816228333333333,-1.3095,4.9413,12h_SI2,12h,SI2,3h_SI4,3h,SI4,6.2508,2.399868437148679,2530.0
N900_RS00200,TensorComp1,5.334772597063494,N900_RS00200,1.1777025166666666,-0.17352,4.1804,1h_SI2,1h,SI2,6h_SI4,6h,SI4,4.35392,5.334772597063494,744.0
N900_RS00205,TensorComp1,5.025515141482339,trkI,1.5978866,-0.43912,5.0215,1h_SI9,1h,SI9,3h_SI3,3h,SI3,5.46062,5.025515141482339,995.0
N900_RS00215,TensorComp1,3.197849930365961,rsmB,1.1058841166666666,-0.54292,4.617,24h_st,24h,st,3h_SI3,3h,SI3,5.15992,3.197849930365961,2182.0
N900_RS00225,TensorComp1,1.2989756574429678,def1,0.8774843333333333,-1.1415,4.8272,6h_co,6h,co,3h_SI1,3h,SI1,5.9687,1.2989756574429678,2899.0
N900_RS00230,TensorComp1,4.320399653105096,N900_RS00230,1.1709372333333334,-0.13227,4.6166,6h_SI2,6h,SI2,3h_SI1,3h,SI1,4.74887,4.320399653105096,1528.0
N900_RS00235,TensorComp1,5.683582644163099,dprA,1.3675271666666662,0.10879,3.8477,1h_SI8,1h,SI8,3h_st,3h,st,3.73891,5.683582644163099,425.0
N900_RS00240,TensorComp1,1.2752982643797866,smg,0.8821779666666667,-0.79253,4.6068,6h_SI2,6h,SI2,3h_SI1,3h,SI1,5.39933,1.2752982643797866,2906.0
N900_RS00245,TensorComp1,5.873021758712489,topA_1,1.6392014999999998,-0.94353,6.1237,1h_SI8,1h,SI8,6h_st,6h,st,7.06723,5.873021758712489,278.0
N900_RS00250,TensorComp1,3.2503157766102833,purK,-0.47205640783333336,-2.8608,3.9392,24h_SI5,24h,SI5,6h_SI1,6h,SI1,6.8,3.2503157766102833,2150.0
N900_RS00255,TensorComp1,2.6312552155456532,purE,-2.029291016666667,-5.0325,3.2053,12h_SI7,12h,SI7,1h_st,1h,st,8.2378,2.6312552155456532,2435.0
N900_RS00260,TensorComp1,4.853531384692346,tsaC,0.9043148500000001,-0.48726,4.666,6h_st,6h,st,3h_st,3h,st,5.15326,4.853531384692346,1118.0
N900_RS00265,TensorComp1,1.4361809091164053,hemF,-0.4489359333333333,-2.6648,2.7986,12h_SI4,12h,SI4,6h_SI4,6h,SI4,5.4634,1.4361809091164053,2856.0
N900_RS00270,TensorComp1,4.001627412471043,aroE,-0.4271091333333334,-2.1854,3.4301,24h_SI9,24h,SI9,1h_SI1,1h,SI1,5.6155,4.001627412471043,1734.0
N900_RS00275,TensorComp1,6.018964459881565,N900_RS00275,1.4906737333333333,-0.011576,3.6762,1h_SI8,1h,SI8,3h_SI1,3h,SI1,3.687776,6.018964459881565,176.0
N900_RS00280,TensorComp1,4.389445256494729,yrdA,1.496199483333333,-0.36939,4.21,6h_SI4,6h,SI4,3h_SI3,3h,SI3,4.57939,4.389445256494729,1484.0
N900_RS00320,TensorComp1,5.511809713702612,crcB,1.7163328333333332,-0.22227,4.6735,1h_SI4,1h,SI4,6h_SI4,6h,SI4,4.89577,5.511809713702612,574.0
N900_RS00325,TensorComp1,5.781371246835508,thiC,1.7294315,0.21289,5.8496,1h_SI5,1h,SI5,12h_st,12h,st,5.63671,5.781371246835508,343.0
N900_RS00330,TensorComp1,1.7195188641213575,thiE,0.19236300500000006,-1.3637,3.305,3h_SI1,3h,SI1,12h_st,12h,st,4.6687,1.7195188641213575,2766.0
N900_RS00335,TensorComp1,1.5258729016100503,thiF,-0.08667852000000001,-1.9753,2.4508,12h_SI1,12h,SI1,3h_SI4,3h,SI4,4.4261,1.5258729016100503,2836.0
N900_RS00340,TensorComp1,4.612778087560197,thiS,1.7268275833333335,-0.037845,4.8625,3h_ce,3h,ce,3h_st,3h,st,4.900345,4.612778087560197,1329.0
N900_RS00345,TensorComp1,4.084835454946582,thiG,1.2719991,-0.76005,4.8816,6h_SI5,6h,SI5,6h_SI2,6h,SI2,5.641649999999999,4.084835454946582,1668.0
N900_RS00350,TensorComp1,6.032521479928598,thiH,1.591140666666667,-0.12643,4.3913,1h_SI9,1h,SI9,6h_SI2,6h,SI2,4.51773,6.032521479928598,171.0
N900_RS00355,TensorComp1,3.4548015474765617,aminopeptidase P,1.48602565,-0.048651,4.2556,3h_ce,3h,ce,3h_st,3h,st,4.304251000000001,3.4548015474765617,2048.0
N900_RS00360,TensorComp1,2.4414505541296836,LysR family transcriptional regulator_1,1.0657311433333334,-1.2061,4.6525,6h_SI1,6h,SI1,1h_st,1h,st,5.8586,2.4414505541296836,2511.0
N900_RS00365,TensorComp1,4.601556764749316,mdtL_1,1.440287,0.2639,6.1683,1h_SI7,1h,SI7,6h_ce,6h,ce,5.904400000000001,4.601556764749316,1334.0
N900_RS00370,TensorComp1,-0.6851544066069997,N900_RS00370,0.9191276733333333,-1.2497,5.2072,12h_SI3,12h,SI3,6h_ce,6h,ce,6.4569,0.6851544066069997,3055.0
N900_RS00375,TensorComp1,-0.06310866318216665,asnC,0.4175280066666666,-0.98202,5.0777,12h_SI4,12h,SI4,3h_SI3,3h,SI3,6.05972,0.06310866318216665,3182.0
N900_RS00380,TensorComp1,4.977432501983783,N900_RS00380,1.3673203333333335,0.04101,4.5015,6h_st,6h,st,3h_SI2,3h,SI2,4.46049,4.977432501983783,1035.0
N900_RS00385,TensorComp1,6.096223002439624,rsmJ,0.9234460949999999,-0.61044,3.6809,12h_st,12h,st,3h_SI4,3h,SI4,4.29134,6.096223002439624,140.0
N900_RS00390,TensorComp1,3.3899117769012457,N900_RS00390,-0.039616166666666675,-1.9855,3.2288,6h_SI3,6h,SI3,1h_SI1,1h,SI1,5.2143,3.3899117769012457,2083.0
N900_RS00395,TensorComp1,4.2452487538474655,eamA_2,1.3076575333333333,-0.36745,4.8676,6h_SI4,6h,SI4,6h_st,6h,st,5.23505,4.2452487538474655,1575.0
N900_RS00400,TensorComp1,0.36284003533368164,uspA_1,0.6777416833333333,-1.0016,6.4547,1h_SI4,1h,SI4,6h_ce,6h,ce,7.4563,0.36284003533368164,3119.0
N900_RS00410,TensorComp1,2.5020082949690985,ftnA,0.5691082033333335,-0.83519,3.5502,24h_ce,24h,ce,6h_st,6h,st,4.38539,2.5020082949690985,2494.0
N900_RS00415,TensorComp1,5.593407847295375,uspB,1.58307705,-0.5983,5.368,1h_SI6,1h,SI6,3h_st,3h,st,5.9663,5.593407847295375,499.0
N900_RS00420,TensorComp1,1.982680998423167,rdsA_BLAST,0.3981370333333334,-1.4084,3.71,6h_SI1,6h,SI1,1h_SI1,1h,SI1,5.1184,1.982680998423167,2685.0
N900_RS00425,TensorComp1,4.982652008769725,eamA_1,1.3472523999999997,-0.015277,4.29,3h_st,3h,st,6h_SI3,6h,SI3,4.305277,4.982652008769725,1030.0
N900_RS00430,TensorComp1,4.572835174819425,rmuC,0.5036677166666667,-1.0591,4.7668,24h_SI1,24h,SI1,3h_SI3,3h,SI3,5.8259,4.572835174819425,1350.0
N900_RS00440,TensorComp1,3.270267124860845,ubiJ,1.5304535166666662,-0.060119,4.8463,6h_SI3,6h,SI3,3h_SI5,3h,SI5,4.9064190000000005,3.270267124860845,2138.0
N900_RS00450,TensorComp1,2.1058504470739736,tatA,1.3249814333333334,-0.60989,7.068,1h_SI4,1h,SI4,3h_SI5,3h,SI5,7.67789,2.1058504470739736,2651.0
N900_RS00455,TensorComp1,6.008394570559107,tatB,1.6623136333333333,-0.048393,5.0921,24h_SI7,24h,SI7,12h_SI1,12h,SI1,5.140493,6.008394570559107,181.0
N900_RS00460,TensorComp1,3.952649633921787,tatC,1.4558110499999999,-0.33556,6.3457,1h_SI2,1h,SI2,3h_SI1,3h,SI1,6.68126,3.952649633921787,1768.0
N900_RS00465,TensorComp1,4.7907332682444865,ccp,0.8202505083333335,-0.66306,4.3113,6h_st,6h,st,12h_SI2,12h,SI2,4.97436,4.7907332682444865,1172.0
N900_RS00470,TensorComp1,5.395429882429909,dinF,0.811699605,-0.80583,3.963,3h_SI7,3h,SI7,6h_st,6h,st,4.76883,5.395429882429909,685.0
N900_RS00475,TensorComp1,2.5557498857220056,class I SAM-dependent methyltransferase_2,1.5607054466666666,-1.2064,5.891,12h_SI4,12h,SI4,6h_SI3,6h,SI3,7.0974,2.5557498857220056,2464.0
N900_RS00480,TensorComp1,3.0979792719292347,lexA,0.63223435,-2.1795,6.2653,1h_SI4,1h,SI4,6h_SI2,6h,SI2,8.4448,3.0979792719292347,2232.0
N900_RS00485,TensorComp1,2.2102501339884673,plsB,-0.34955572349999997,-2.5303,2.5991,12h_SI5,12h,SI5,12h_st,12h,st,5.1294,2.2102501339884673,2609.0
N900_RS00490,TensorComp1,5.925347871798683,ubiA,1.662903361666667,-0.25003,3.8569,6h_SI9,6h,SI9,12h_st,12h,st,4.10693,5.925347871798683,235.0
N900_RS00495,TensorComp1,3.7799675734451457,chorismate lyase,1.5326033333333333,0.35757,5.65,1h_SI7,1h,SI7,3h_SI4,3h,SI4,5.29243,3.7799675734451457,1876.0
N900_RS00505,TensorComp1,-0.2227738049365273,fliL_2,0.62630315,-1.1791,4.6909,12h_SI1,12h,SI1,6h_ce,6h,ce,5.87,0.2227738049365273,3146.0
N900_RS00510,TensorComp1,2.8614372338299496,methyl-accepting chemotaxis protein_4,0.5143753383333334,-0.88686,4.4865,6h_SI1,6h,SI1,3h_SI3,3h,SI3,5.37336,2.8614372338299496,2350.0
N900_RS00515,TensorComp1,5.8252441238116885,glpG,1.3559726438333333,-0.029649,4.2055,3h_SI6,3h,SI6,3h_SI2,3h,SI2,4.235149,5.8252441238116885,316.0
N900_RS00520,TensorComp1,3.0017151860224405,glpE,0.17198755000000002,-1.8139,3.3697,6h_ce,6h,ce,3h_SI3,3h,SI3,5.1836,3.0017151860224405,2276.0
N900_RS00525,TensorComp1,1.041150336742995,N900_RS00525,-0.5902245206666665,-2.5925,3.1908,24h_st,24h,st,1h_SI1,1h,SI1,5.7833,1.041150336742995,2959.0
N900_RS00530,TensorComp1,-2.412823961246745,tatd,-0.7705138500000001,-2.6296,2.9959,24h_st,24h,st,3h_SI5,3h,SI5,5.6255,2.412823961246745,2524.0
N900_RS00540,TensorComp1,5.707287679916283,ypeA_1,0.1845046133333334,-1.1433,3.5878,3h_SI3,3h,SI3,1h_SI1,1h,SI1,4.7311,5.707287679916283,405.0
N900_RS00555,TensorComp1,3.08556193013561,cc4,1.3794895216666665,-0.6652,6.5821,1h_SI5,1h,SI5,6h_SI4,6h,SI4,7.247299999999999,3.08556193013561,2238.0
N900_RS00560,TensorComp1,5.766275037165028,class I SAM-dependent methyltransferase_4,1.0447400999999998,-0.16738,3.3627,24h_SI9,24h,SI9,3h_SI2,3h,SI2,3.53008,5.766275037165028,357.0
N900_RS00565,TensorComp1,3.081717418349225,yihI,1.6190095500000004,-0.56646,5.6083,1h_SI2,1h,SI2,1h_SI1,1h,SI1,6.17476,3.081717418349225,2240.0
N900_RS00570,TensorComp1,2.186149167431618,N900_RS00570,0.9985721499999999,-1.6564,6.8361,6h_SI5,6h,SI5,3h_st,3h,st,8.4925,2.186149167431618,2618.0
N900_RS00575,TensorComp1,3.654442198920318,hemN,2.4805226666666664,0.23374,6.1352,1h_SI1,1h,SI1,6h_ce,6h,ce,5.90146,3.654442198920318,1945.0
N900_RS00580,TensorComp1,-0.5857858695067859,hemy,-0.1706919166666667,-1.6451,2.7528,12h_SI1,12h,SI1,3h_SI6,3h,SI6,4.3979,0.5857858695067859,3078.0
N900_RS00585,TensorComp1,2.6285220619966756,HemX,0.8413051166666666,-1.4146,4.5733,6h_SI1,6h,SI1,1h_st,1h,st,5.9879,2.6285220619966756,2436.0
N900_RS00600,TensorComp1,-0.2566011894819944,N900_RS00600,0.11754571833333329,-2.9929,4.2155,12h_SI5,12h,SI5,1h_SI1,1h,SI1,7.208399999999999,0.2566011894819944,3136.0
N900_RS00605,TensorComp1,5.132076579878875,class I adenylate cyclase,0.983545725,-0.84265,2.9777,6h_SI9,6h,SI9,12h_st,12h,st,3.82035,5.132076579878875,914.0
N900_RS00610,TensorComp1,5.527330273417419,cyaY,-0.07653811666666667,-2.1613,2.7422,12h_ce,12h,ce,12h_SI3,12h,SI3,4.9035,5.527330273417419,563.0
N900_RS00615,TensorComp1,2.9440158287425824,lipoprotein,0.7600619500000002,-1.3587,4.3559,1h_SI1,1h,SI1,6h_SI4,6h,SI4,5.7146,2.9440158287425824,2306.0
N900_RS00620,TensorComp1,1.2354477305895528,lysA,-0.6041504833333333,-3.411,5.0984,6h_SI6,6h,SI6,1h_st,1h,st,8.5094,1.2354477305895528,2915.0
N900_RS00630,TensorComp1,5.758817353857238,N900_RS00630,0.6924454499999999,-0.96672,3.7161,3h_SI9,3h,SI9,3h_SI4,3h,SI4,4.6828199999999995,5.758817353857238,362.0
N900_RS00635,TensorComp1,0.8224843429886864,xerC,-0.7535026816666667,-2.9001,2.0488,6h_co,6h,co,1h_SI1,1h,SI1,4.9489,0.8224843429886864,3019.0
N900_RS00640,TensorComp1,3.6517008318591,yigB,0.86147158,-0.89298,3.8617,6h_SI2,6h,SI2,12h_SI2,12h,SI2,4.75468,3.6517008318591,1949.0
N900_RS00645,TensorComp1,4.437744583262042,cdpA,1.70551305,-0.034254,4.779,1h_SI8,1h,SI8,1h_st,1h,st,4.813254,4.437744583262042,1451.0
N900_RS00650,TensorComp1,3.2302314172620417,N900_RS00650,0.754079075,-0.87026,4.0816,6h_SI1,6h,SI1,3h_SI1,3h,SI1,4.95186,3.2302314172620417,2161.0
N900_RS00655,TensorComp1,4.416803416927067,membrane protein_2,0.7059646166666668,-0.90133,4.5236,3h_SI1,3h,SI1,6h_st,6h,st,5.42493,4.416803416927067,1469.0
N900_RS00660,TensorComp1,5.268052726159302,N900_RS00660,0.7008000883333333,-0.63323,3.0587,3h_st,3h,st,3h_SI4,3h,SI4,3.69193,5.268052726159302,785.0
N900_RS00665,TensorComp1,3.8251543709388476,yigL,0.6587722983333334,-0.72221,4.1468,3h_SI5,3h,SI5,3h_SI1,3h,SI1,4.869009999999999,3.8251543709388476,1851.0
N900_RS00670,TensorComp1,3.2266469367571786,ytpA,1.2163169666666667,-0.42223,4.4342,6h_SI4,6h,SI4,12h_st,12h,st,4.85643,3.2266469367571786,2163.0
N900_RS00675,TensorComp1,4.342077725079368,rhtB,1.5416369333333333,0.079106,4.1993,1h_SI7,1h,SI7,6h_st,6h,st,4.120194,4.342077725079368,1517.0
N900_RS00680,TensorComp1,4.741241111205507,cdgJ_1,0.6302034833333334,-0.98312,3.9188,3h_co,3h,co,3h_SI1,3h,SI1,4.9019200000000005,4.741241111205507,1214.0
N900_RS00685,TensorComp1,3.797867646714599,DNA starvation/stationary phase protection protein,1.4176418333333336,-0.58104,4.0655,12h_SI2,12h,SI2,6h_SI4,6h,SI4,4.64654,3.797867646714599,1862.0
N900_RS00690,TensorComp1,1.143000812724086,N900_RS00690,-0.4742885166666667,-2.5567,4.7887,6h_SI6,6h,SI6,1h_ce,1h,ce,7.345400000000001,1.143000812724086,2937.0
N900_RS00695,TensorComp1,3.249141804142158,N900_RS00695,1.51118885,-0.13062,5.802,6h_ce,6h,ce,1h_ce,1h,ce,5.93262,3.249141804142158,2152.0
N900_RS00705,TensorComp1,-1.3318744155079845,Pseudogene_N900_RS00705,0.6146072500000002,-1.1903,5.5069,12h_SI4,12h,SI4,6h_st,6h,st,6.6972,1.3318744155079845,2888.0
N900_RS00710,TensorComp1,6.420026287625656,lysoplasmalogenase_1,1.4763866666666665,0.18203,4.2859,6h_ce,6h,ce,6h_st,6h,st,4.10387,6.420026287625656,33.0
N900_RS00715,TensorComp1,3.332891372111727,N900_RS00715,0.6058417166666668,-0.87444,3.6763,12h_st,12h,st,3h_SI3,3h,SI3,4.55074,3.332891372111727,2109.0
N900_RS00720,TensorComp1,3.4032648160125953,rsmD,0.5461251500000001,-1.1989,3.7187,6h_SI1,6h,SI1,12h_SI1,12h,SI1,4.9176,3.4032648160125953,2074.0
N900_RS00730,TensorComp1,2.550395101306147,ftsE,0.008029538233333333,6.3514e-05,0.14335,6h_SI7,6h,SI7,6h_st,6h,st,0.14328648600000002,2.550395101306147,2468.0
N900_RS00735,TensorComp1,5.57105515352382,ftsX,1.1239662949999998,-0.88995,4.8428,24h_ce,24h,ce,6h_st,6h,st,5.73275,5.57105515352382,523.0
N900_RS00745,TensorComp1,5.845295074158659,sthA,1.1094407333333336,-0.28939,3.4948,3h_co,3h,co,3h_SI5,3h,SI5,3.78419,5.845295074158659,301.0
N900_RS00750,TensorComp1,5.892281185051472,fabR,1.2588140316666667,-0.26161,3.877,3h_ce,3h,ce,3h_st,3h,st,4.13861,5.892281185051472,264.0
N900_RS00755,TensorComp1,3.5089802520882647,yijd,0.9526409666666666,-0.63701,6.2139,1h_ce,1h,ce,6h_SI1,6h,SI1,6.85091,3.5089802520882647,2012.0
N900_RS00760,TensorComp1,5.142404448465026,trmA,1.3786812833333333,0.015237,4.1149,3h_st,3h,st,3h_SI3,3h,SI3,4.099663,5.142404448465026,903.0
N900_RS00765,TensorComp1,3.8966721733069023,btuB,0.8134078183333333,-0.39857,3.9313,24h_SI8,24h,SI8,3h_st,3h,st,4.32987,3.8966721733069023,1801.0
N900_RS00770,TensorComp1,5.399506401236295,S8 family peptidase,0.9447001833333333,-0.42231,3.5087,1h_st,1h,st,3h_SI1,3h,SI1,3.93101,5.399506401236295,679.0
N900_RS00780,TensorComp1,4.553707292823119,RNA-binding protein,0.9666030216666667,-0.8883,4.0206,12h_SI1,12h,SI1,3h_st,3h,st,4.9089,4.553707292823119,1366.0
N900_RS00810,TensorComp1,4.902186770516984,add,0.6931469433333333,-0.74171,4.4996,1h_SI1,1h,SI1,3h_SI1,3h,SI1,5.24131,4.902186770516984,1084.0
N900_RS00815,TensorComp1,5.7584367662211084,N900_RS00815,1.4899632666666662,-0.048524,4.7778,1h_st,1h,st,3h_SI2,3h,SI2,4.826324,5.7584367662211084,363.0
N900_RS00820,TensorComp1,1.7696243847751847,ntrC,1.3368653666666666,-0.52513,4.7884,1h_SI8,1h,SI8,1h_co,1h,co,5.31353,1.7696243847751847,2741.0
N900_RS00825,TensorComp1,6.20850005377911,ntrB,0.7965356883333333,-0.76746,3.5315,3h_SI4,3h,SI4,6h_st,6h,st,4.29896,6.20850005377911,86.0
N900_RS00830,TensorComp1,4.241408652821093,N900_RS00830,0.5607836883333334,-0.8329,3.6627,3h_SI1,3h,SI1,3h_SI3,3h,SI3,4.4956,4.241408652821093,1576.0
N900_RS00835,TensorComp1,2.3973974462291103,glnA,0.8209512333333334,-2.1525,4.3908,12h_ce,12h,ce,1h_ce,1h,ce,6.5432999999999995,2.3973974462291103,2532.0
N900_RS00840,TensorComp1,3.8575142800749154,N900_RS00840,1.4161308683333333,-0.877,5.6434,1h_co,1h,co,3h_SI1,3h,SI1,6.5203999999999995,3.8575142800749154,1828.0
N900_RS00845,TensorComp1,6.173921812197695,typA,0.78737738,-0.89425,3.5806,1h_st,1h,st,3h_SI3,3h,SI3,4.47485,6.173921812197695,104.0
N900_RS00850,TensorComp1,3.6556117607167344,ATPase,1.2699065,-0.42999,4.2667,6h_SI3,6h,SI3,3h_SI4,3h,SI4,4.69669,3.6556117607167344,1944.0
N900_RS00855,TensorComp1,4.665805868161233,VC0395_A2314_BLAST,0.678074905,-0.96636,3.8005,12h_st,12h,st,6h_SI2,6h,SI2,4.76686,4.665805868161233,1283.0
N900_RS00860,TensorComp1,4.869871578687746,dtd,1.215039201666667,-0.32542,4.8978,3h_SI3,3h,SI3,3h_SI5,3h,SI5,5.22322,4.869871578687746,1105.0
N900_RS00865,TensorComp1,5.118629117457768,GNAT family N-acetyltransferase_2,0.7499508216666666,-0.54857,4.1935,3h_st,3h,st,6h_st,6h,st,4.74207,5.118629117457768,926.0
N900_RS00870,TensorComp1,4.725610062650386,asma_2,1.1580553666666666,-0.20654,3.6105,12h_st,12h,st,12h_SI1,12h,SI1,3.81704,4.725610062650386,1232.0
N900_RS00875,TensorComp1,3.236857071194975,pckA,1.7890471666666667,-0.21375,5.4573,1h_SI9,1h,SI9,3h_SI2,3h,SI2,5.67105,3.236857071194975,2158.0
N900_RS00880,TensorComp1,4.142900274887598,hslo,-0.5956317333333333,-3.5484,3.2289,6h_SI7,6h,SI7,1h_st,1h,st,6.7773,4.142900274887598,1636.0
N900_RS00885,TensorComp1,2.8024113142133773,hslR,1.586963933333333,-0.24213,6.3869,1h_co,1h,co,3h_SI5,3h,SI5,6.62903,2.8024113142133773,2370.0
N900_RS00890,TensorComp1,4.49621183236818,gspC,0.7925288999999999,-0.90995,4.1697,12h_SI1,12h,SI1,3h_SI1,3h,SI1,5.07965,4.49621183236818,1409.0
N900_RS00895,TensorComp1,5.9646303069707844,gspD,1.7179854600000002,-0.15869,3.9483,6h_SI9,6h,SI9,12h_st,12h,st,4.10699,5.9646303069707844,212.0
N900_RS00900,TensorComp1,5.877962416486346,gspE,1.7992057999999995,-0.10818,4.0041,6h_SI9,6h,SI9,12h_st,12h,st,4.11228,5.877962416486346,272.0
N900_RS00905,TensorComp1,6.1062696566237324,gspF,1.8910172000000003,-0.065448,4.0416,6h_SI9,6h,SI9,12h_st,12h,st,4.107048,6.1062696566237324,133.0
N900_RS00910,TensorComp1,5.7371246679495815,gspG,1.9260644333333337,-0.067187,5.3857,6h_SI9,6h,SI9,1h_co,1h,co,5.452887,5.7371246679495815,387.0
N900_RS00915,TensorComp1,3.0007064843283766,epsH,-0.012676316666666698,-4.0234,3.8558,1h_SI6,1h,SI6,12h_SI3,12h,SI3,7.879199999999999,3.0007064843283766,2277.0
N900_RS00920,TensorComp1,5.91180099433844,gspI,1.8283991166666667,-0.061413,4.0456,6h_SI9,6h,SI9,12h_st,12h,st,4.107013,5.91180099433844,248.0
N900_RS00925,TensorComp1,2.657027016590223,gspJ,0.005504218653333334,-0.00016616,0.31094,12h_ce,12h,ce,6h_SI2,6h,SI2,0.31110616,2.657027016590223,2423.0
N900_RS00930,TensorComp1,5.834179864508143,epsK,0.9858294983333333,-0.8007,3.0919,12h_SI9,12h,SI9,12h_st,12h,st,3.8926,5.834179864508143,310.0
N900_RS00940,TensorComp1,5.658220232015421,epsM,0.7762354333333334,-1.2819,2.7012,12h_SI7,12h,SI7,12h_st,12h,st,3.9831000000000003,5.658220232015421,448.0
N900_RS00945,TensorComp1,6.235765496369283,epsN,0.8750885166666665,-0.65876,4.3504,1h_st,1h,st,6h_SI4,6h,SI4,5.00916,6.235765496369283,76.0
