Gene,PCA_MSE,CP_MSE,VAE_MSE,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
N900_RS08565,0.6814234743597335,0.5828858335533116,0.6922432735929996,hisC,-0.3522668833333333,-1.9267,3.5987,24h_st,24h,st,6h_st,6h,st,5.5254
N900_RS08570,0.6628698492848896,0.6143756155308758,0.5880320503717784,hisD,0.5520636383333333,-1.1033,3.3883,6h_SI4,6h,SI4,3h_SI3,3h,SI3,4.4916
N900_RS08575,0.48407595200386155,0.4366927635149616,0.46590726189496495,hisG,1.6174646866666664,-0.55355,5.9015,1h_SI1,1h,SI1,6h_SI1,6h,SI1,6.45505
N900_RS08580,0.8960070760099985,0.9649943367157012,0.8160722572499488,tet(35),0.3331553333333333,-1.4398,2.7369,6h_SI3,6h,SI3,1h_st,1h,st,4.1767
N900_RS08590,0.8418893804098295,0.8337836075980488,0.6536499372863696,gsk_1,1.0311558833333332,-3.0612,6.2748,1h_SI4,1h,SI4,1h_co,1h,co,9.336
N900_RS08610,0.713772014692763,0.7292048441419899,0.7085599728807883,N900_RS08610,0.5251890981666667,-0.93827,3.928,3h_SI6,3h,SI6,6h_SI2,6h,SI2,4.86627
N900_RS08615,0.5152577570338495,0.5614599508348793,0.5187503771324209,N900_RS08615,0.46701745,-1.1203,3.847,6h_SI6,6h,SI6,12h_SI2,12h,SI2,4.9673
N900_RS08620,0.6014735771725344,0.5743886521961328,0.5379071655131807,N900_RS08620,1.0733547216666666,-0.57299,4.8788,6h_SI4,6h,SI4,3h_SI3,3h,SI3,5.45179
N900_RS08625,0.2719447056639236,0.40071355300881434,0.325904410857855,class I SAM-dependent methyltransferase_1,0.9919900333333335,-0.86239,4.48,3h_SI8,3h,SI8,6h_ce,6h,ce,5.34239
N900_RS08630,0.582143765600031,0.43947353358289404,0.5041722593172758,N900_RS08630,1.297681215,-0.84446,5.7995,1h_SI8,1h,SI8,3h_SI2,3h,SI2,6.64396
N900_RS08635,0.33367469380884945,0.4264827449338476,0.34252851932187595,FAD-dependent oxidoreductase_1,0.4225324414999999,-0.98426,3.3999,6h_SI8,6h,SI8,3h_SI1,3h,SI1,4.3841600000000005
N900_RS08640,0.5494035694674103,0.5423662621217414,0.5376029851606484,SDR family NAD(P)-dependent oxidoreductase,1.4508881666666664,-0.56398,5.1177,1h_SI7,1h,SI7,3h_SI2,3h,SI2,5.68168
N900_RS08645,0.29857696127603545,0.4384083238316329,0.2999818188359054,"transcriptional regulator, putative",1.08680825,-0.36545,5.0672,6h_SI4,6h,SI4,3h_SI4,3h,SI4,5.43265
N900_RS08650,0.853035096640298,0.7586513143199088,0.8881062881211481,htpX,-0.04661170000000001,-1.5751,3.5908,6h_SI3,6h,SI3,3h_SI1,3h,SI1,5.165900000000001
N900_RS08655,0.7005238193659623,0.6729433515548,0.6394232473527509,N900_RS08655,-0.5600426833333334,-3.7242,2.6727,3h_SI8,3h,SI8,1h_co,1h,co,6.3969000000000005
N900_RS08660,0.20334523795149115,0.228153997846154,0.20861276060476078,bioD,0.89199252,-1.4831,4.018,12h_SI8,12h,SI8,12h_SI1,12h,SI1,5.5011
N900_RS08665,0.27831715643810206,0.33580236596105967,0.3474102973500124,bioC,0.23052880000000003,-1.7296,3.9964,12h_SI6,12h,SI6,3h_SI4,3h,SI4,5.726
N900_RS08670,0.18681758938517842,0.24975964026874958,0.29237585542602573,bioF,0.5268480466666667,-2.2195,3.2526,12h_SI8,12h,SI8,3h_SI1,3h,SI1,5.4721
N900_RS08675,0.4044009903421039,0.3822309818747777,0.420568856787289,biob,-0.16050855,-2.4018,3.4029,12h_SI8,12h,SI8,1h_SI1,1h,SI1,5.8047
N900_RS08680,0.5006292253452937,0.5012711568327811,0.5240782729860209,bioA,0.9218643500000001,-1.27,4.5701,12h_SI6,12h,SI6,6h_SI1,6h,SI1,5.8401
N900_RS08690,0.6199523721246217,0.5804591263297739,0.5939456277615197,rarA,1.0070750083333333,-3.3054,6.0708,12h_SI8,12h,SI8,6h_st,6h,st,9.3762
N900_RS08700,0.29536916090348164,0.29444259130364403,0.29130021474697554,prepilin peptidase_1,0.7370876483333332,-0.73322,4.3153,6h_st,6h,st,3h_SI4,3h,SI4,5.04852
N900_RS08705,0.18680174238524627,0.25907217439454133,0.2677573759317174,dusC,0.24892846166666663,-0.96694,2.9386,12h_st,12h,st,3h_SI1,3h,SI1,3.9055400000000002
N900_RS08710,0.5887076142192874,0.5837783457276268,0.524597664321294,sensor domain-containing diguanylate cyclase_1,1.65044495,-0.12974,4.6678,1h_SI6,1h,SI6,12h_SI1,12h,SI1,4.79754
N900_RS08715,0.45949471298326766,0.5899751703688428,0.4144938473659595,lktB_1,1.1510659383333333,-0.2782,4.7053,3h_SI2,3h,SI2,12h_SI2,12h,SI2,4.9835
N900_RS08720,0.3673972409465289,0.39038259493488797,0.3334915414907214,ABC transporter permease_5,1.5711428166666666,-0.035407,4.5644,1h_SI6,1h,SI6,6h_ce,6h,ce,4.599807
N900_RS08725,0.7716158391683465,0.7611106497278609,0.7729400241619543,ABC transporter substrate-binding protein_6,1.2451296333333335,-0.41939,5.1008,6h_SI2,6h,SI2,6h_ce,6h,ce,5.5201899999999995
N900_RS08730,0.5625888567367141,0.4237237172705105,0.5968001930204585,DNA-binding protein VF530,0.23526835000000007,-1.1728,3.7665,24h_st,24h,st,1h_SI1,1h,SI1,4.9393
N900_RS08735,0.49065102775297353,0.5974622887030845,0.4553919201785798,VC_1099_BLAST,1.4695768333333334,-0.11238,4.8665,1h_SI8,1h,SI8,6h_SI2,6h,SI2,4.97888
N900_RS08740,0.41964440383858354,0.5234136979358716,0.46006456251002625,ackA_1,-0.7045559833333335,-3.0813,3.8427,6h_SI6,6h,SI6,1h_co,1h,co,6.9239999999999995
N900_RS08745,0.18456761748445905,0.20380521459364698,0.11625248942626704,pta,0.24079031666666667,-1.8472,2.6947,6h_SI9,6h,SI9,3h_SI8,3h,SI8,4.5419
N900_RS08750,0.40903989042577205,0.43541453790931495,0.39690879790394373,yqjG,0.5168482116666666,-0.75341,2.8985,3h_SI4,3h,SI4,6h_SI2,6h,SI2,3.65191
N900_RS08755,0.34402791031604735,0.30779508801246813,0.2934069046339611,oppF_BLAST,1.2299719333333337,-0.32968,4.0274,6h_SI7,6h,SI7,12h_SI1,12h,SI1,4.35708
N900_RS08760,0.7048751552887228,0.553875817342455,0.6572823334774124,oppD_1,0.2910643383333334,-2.0246,5.3231,24h_SI9,24h,SI9,3h_st,3h,st,7.3477
N900_RS08765,0.4525470672222023,0.46114025452071766,0.4861092931060044,oppC,0.5122310366666667,-1.4689,4.2893,3h_SI9,3h,SI9,6h_ce,6h,ce,5.7582
N900_RS08770,0.5106565910920705,0.4968520606559333,0.4947861211806512,oppB,1.3456791666666668,-0.29756,4.8719,3h_ce,3h,ce,6h_st,6h,st,5.16946
N900_RS08775,0.1618574807191098,0.1305486274899295,0.231677685742491,oppA,2.95284145,-0.10759,7.5892,1h_SI6,1h,SI6,12h_st,12h,st,7.69679
N900_RS08780,0.3883109554171388,0.35325980506258,0.3516563353466057,ptxB,0.66256585,-0.63502,4.0334,6h_ce,6h,ce,6h_st,6h,st,4.66842
N900_RS08785,0.370247724987325,0.44797786961575203,0.33954506063030315,rcsC_5,0.6281418616666664,-0.85655,4.3508,6h_ce,6h,ce,12h_SI1,12h,SI1,5.20735
N900_RS08790,0.859622001895434,0.7096172183967763,0.7962221379385422,rcsC_6,1.4449898666666667,0.074042,5.074,6h_co,6h,co,3h_SI4,3h,SI4,4.9999579999999995
N900_RS08795,0.7596861712729047,0.7859668836607913,0.678187768686686,rssB_2,-0.047727433333333354,-1.3163,4.3454,24h_st,24h,st,1h_ce,1h,ce,5.6617
N900_RS08800,0.32148343329483015,0.4266832638123468,0.3070389231942748,sasA_6,0.5828041483333333,-1.0086,3.84,3h_SI5,3h,SI5,3h_SI4,3h,SI4,4.848599999999999
N900_RS08805,0.6402791489107951,0.6827136209369444,0.5380563751728201,sasA_7,1.4949027333333333,-0.2666,6.6033,1h_SI9,1h,SI9,3h_SI3,3h,SI3,6.8699
N900_RS08810,0.9796399285927573,0.9417873264605671,0.917105082012082,CheC,0.45725183916666673,-1.4652,4.5253,6h_SI3,6h,SI3,6h_ce,6h,ce,5.9905
N900_RS08815,0.3832214131825186,0.43901552021011203,0.33531993589846104,cheY_4,1.28340545,-0.46735,5.1319,1h_SI4,1h,SI4,1h_ce,1h,ce,5.59925
N900_RS08820,0.3078875923262518,0.22979205012017462,0.2970434942352946,response regulator,1.4910591166666667,-0.13847,4.7419,1h_SI6,1h,SI6,3h_SI4,3h,SI4,4.88037
N900_RS08825,0.5429769960689692,0.6506164781499422,0.6346832031740648,sensor histidine kinase_3,1.2548462616666667,-0.54419,7.1778,1h_SI2,1h,SI2,3h_SI1,3h,SI1,7.72199
N900_RS08830,0.5655178938650692,0.5806546052427382,0.5535867909920841,ywlC,-0.23810058333333334,-1.4664,3.9415,24h_co,24h,co,3h_SI4,3h,SI4,5.4079
N900_RS08840,0.7321357315533455,0.7183045769694414,0.7212925068578405,N900_RS08840,0.5207524566666668,-1.1767,4.0777,6h_SI3,6h,SI3,1h_ce,1h,ce,5.2544
N900_RS08845,0.5711555698656833,0.47989823894857647,0.5120460417206077,araC_1,1.0818495788333335,-0.52706,4.3304,3h_st,3h,st,3h_SI1,3h,SI1,4.85746
N900_RS08850,0.47665974352944385,0.5078010554190748,0.515747602263541,YbhB/YbcL family Raf kinase inhibitor-like protein,0.4314512166666667,-1.1824,4.1588,3h_SI7,3h,SI7,1h_st,1h,st,5.341200000000001
N900_RS08855,0.5387477807738942,0.5326298689636324,0.503635061475365,CPBP family intramembrane metalloprotease,0.846539735,-0.70561,3.7285,6h_SI1,6h,SI1,1h_st,1h,st,4.4341099999999996
N900_RS08860,0.590628946444662,0.5778293036964642,0.589545354841046,chitinase_1,0.8096727650000002,-0.78026,4.6694,6h_st,6h,st,6h_ce,6h,ce,5.449660000000001
N900_RS08865,0.5288752199487964,0.4501782224887748,0.43502558833175503,arsJ,0.6608099164999999,-0.65336,3.0948,12h_st,12h,st,6h_st,6h,st,3.7481600000000004
N900_RS08870,0.274525498295277,0.35416853949895283,0.17999619261055075,phosphatase,1.4516373000000005,-0.38347,5.7003,1h_SI8,1h,SI8,3h_st,3h,st,6.08377
N900_RS08875,0.3364276540326864,0.28096778888717366,0.2993267635798794,gap3,1.1607522616666661,-0.054313,3.5114,3h_st,3h,st,1h_st,1h,st,3.565713
N900_RS08880,0.44454697496705065,0.41068112715404137,0.4557634377406989,arsR1,0.29857039999999996,-1.0162,3.9122,3h_SI4,3h,SI4,1h_SI1,1h,SI1,4.9284
N900_RS08885,0.6657481560299617,0.6593826213075625,0.6278612604560568,N900_RS08885,0.7759775166666666,-0.76891,4.2883,6h_SI4,6h,SI4,12h_SI1,12h,SI1,5.0572099999999995
N900_RS08890,0.38902092681770756,0.412869516831203,0.2811410087665791,N900_RS08890,0.42982405833333337,-1.2194,3.4851,1h_SI5,1h,SI5,3h_st,3h,st,4.7045
N900_RS08895,0.5206884071141981,0.4889403334137776,0.5004059210512224,A79_1377_BLAST,1.25720785,-0.35034,4.8847,6h_SI4,6h,SI4,3h_SI3,3h,SI3,5.23504
N900_RS08900,0.5137521118257176,0.4953656394956657,0.46938063297466226,lipoprotein-related protein,0.16803560999999997,-1.522,2.7288,6h_SI1,6h,SI1,3h_SI3,3h,SI3,4.2508
N900_RS08905,0.34775705675432417,0.38228243208311424,0.35134771608017584,tesB,0.871353565,-0.44181,3.7339,3h_co,3h,co,3h_SI3,3h,SI3,4.1757100000000005
N900_RS08910,0.5992139058935677,0.5590352758061506,0.5020527018302479,decR,0.8326714250000001,-0.56016,3.9665,1h_co,1h,co,12h_st,12h,st,4.52666
N900_RS08915,0.38625032782214047,0.376457413923314,0.412831609036246,sbnA,0.6374782833333332,-1.1821,3.7851,12h_SI8,12h,SI8,3h_SI2,3h,SI2,4.9672
N900_RS08920,0.44550636651935266,0.4535077509489291,0.3986988955858327,sohB,1.35045755,-0.28364,4.8988,1h_st,1h,st,6h_SI2,6h,SI2,5.18244
N900_RS08925,0.6860188299677024,0.7080514507615787,0.6849686768679731,ycik,0.7956472499999999,-0.69664,4.4472,6h_SI1,6h,SI1,12h_SI1,12h,SI1,5.14384
N900_RS08935,0.5239178338595889,0.45634512531031307,0.4521958425229952,ykgj,0.10174170000000003,-1.4447,4.9711,6h_SI2,6h,SI2,3h_st,3h,st,6.4158
N900_RS08940,0.6113554854459134,0.5478835127779138,0.5755488283131233,recR,0.8771481383333336,-1.1928,4.18,6h_co,6h,co,3h_st,3h,st,5.3728
N900_RS08945,0.85230338063873,0.7596168524019162,0.8711630077928532,ybab,1.1653916,-0.31074,5.2253,3h_co,3h,co,3h_SI2,3h,SI2,5.53604
N900_RS08955,0.5057886338792056,0.5187032697380212,0.4838159615831198,apt,0.73947355,-0.41297,4.6686,3h_SI3,3h,SI3,12h_st,12h,st,5.081569999999999
N900_RS08960,0.5938886702440997,0.6503955126784386,0.5343214064031173,ybaN,1.7940748166666667,-0.60866,5.8689,1h_SI7,1h,SI7,3h_SI2,3h,SI2,6.47756
N900_RS08970,0.38427598016804143,0.3745348021104061,0.5246240473802356,response regulator_2,1.5642444166666667,-0.41724,4.9494,1h_SI5,1h,SI5,3h_SI2,3h,SI2,5.366639999999999
N900_RS08975,0.44886480044723603,0.4893179123399298,0.4116711146890113,LysR family transcriptional regulator_4,0.012193816666666642,-3.8853,5.0748,6h_SI8,6h,SI8,1h_st,1h,st,8.9601
N900_RS08980,0.48082429211793143,0.46077944475392596,0.42446196956751686,ydjA,1.1543330666666667,-0.50706,4.5639,6h_SI4,6h,SI4,12h_SI1,12h,SI1,5.07096
N900_RS08985,0.30922316223759194,0.36492563800402367,0.2891843971234784,fadJ,0.7636433116666667,-0.67914,3.6194,24h_SI7,24h,SI7,3h_st,3h,st,4.29854
N900_RS08990,0.19170000540030321,0.1619994340754415,0.1518745081168223,fadI,1.1746548833333335,-0.34112,4.055,1h_SI4,1h,SI4,6h_SI2,6h,SI2,4.39612
N900_RS08995,1.0317159575634196,0.815810181231081,1.0332838062727976,Pseudogene_N900_RS08995,0.2619878233333333,-1.9625,4.6057,3h_SI7,3h,SI7,6h_SI1,6h,SI1,6.568199999999999
N900_RS09000,0.35610700946084933,0.33673341360233644,0.35158009748650376,RNA polymerase sigma factor,0.2922076666666667,-1.3094,3.0257,6h_SI7,6h,SI7,1h_st,1h,st,4.3351
N900_RS09005,0.46973497526991964,0.4398704552978396,0.3949820741877789,N900_RS09005,1.1906282166666668,-0.76654,4.7378,12h_SI4,12h,SI4,3h_SI5,3h,SI5,5.50434
N900_RS09010,0.3370636737248133,0.3234473567549671,0.3168101250150045,fadL,0.8474407583333334,-0.88769,2.9122,12h_co,12h,co,12h_SI3,12h,SI3,3.79989
N900_RS09015,0.4019994676491911,0.4986769318385237,0.32235315760734184,aromatic hydrocarbon degradation protein,1.217763183333333,-0.16396,5.5034,1h_SI9,1h,SI9,6h_st,6h,st,5.66736
N900_RS09020,0.4604004474471785,0.5271921891040073,0.46547374372590844,low molecular weight phosphotyrosine protein phosphatase_2,1.0771236283333334,-0.82125,4.5852,6h_SI1,6h,SI1,1h_ce,1h,ce,5.40645
N900_RS09025,0.3095022226699342,0.3708058601934355,0.3142272921744427,cobO,0.8866571166666667,-0.62091,3.7663,3h_st,3h,st,6h_st,6h,st,4.3872100000000005
N900_RS09030,0.5971493058819701,0.6692503575446579,0.5409421748085687,asma_1,0.21952596666666668,-1.3077,4.4124,12h_SI1,12h,SI1,6h_st,6h,st,5.7201
N900_RS09035,0.4693458585411842,0.6412926136746242,0.42799773420080717,udk,-0.137756565,-1.9188,3.0021,1h_SI6,1h,SI6,6h_st,6h,st,4.9209
N900_RS09040,0.5911318532602238,0.5774825807520159,0.6056674314471632,N900_RS09040,-0.004128316666666676,-1.428,4.5552,6h_SI9,6h,SI9,12h_SI1,12h,SI1,5.9832
N900_RS09045,0.3859310180869561,0.57393100137238,0.42518021997231104,apbC,0.8032064833333333,-0.52816,4.7821,6h_ce,6h,ce,3h_st,3h,st,5.3102599999999995
N900_RS09055,0.44832017644110683,0.5676857968637351,0.46127923239106766,N900_RS09055,0.6217690166666666,-0.63272,3.2282,6h_co,6h,co,6h_SI2,6h,SI2,3.86092
N900_RS09060,0.7244313181872141,0.7027889295761373,0.6043310819894966,udp_1,1.1635346733333334,-1.1134,4.9521,1h_SI7,1h,SI7,12h_SI3,12h,SI3,6.0655
N900_RS09065,0.41103200685476415,0.40787293369581396,0.41076420053397117,zntA,4.28393,1.3231,6.9478,24h_co,24h,co,3h_SI1,3h,SI1,5.6247
N900_RS09070,0.6753979435948234,0.7105484671931264,0.6510216662236706,N900_RS09070,0.04431866666666666,-1.5316,2.9836,6h_SI1,6h,SI1,6h_ce,6h,ce,4.5152
N900_RS09075,0.6639435576400784,0.5399789181078346,0.5256662305466717,inosine monophosphate dehydrogenase-related protein,1.2868885666666663,-0.28471,6.1714,3h_SI1,3h,SI1,3h_st,3h,st,6.456110000000001
N900_RS09080,0.7109126603391335,0.7741414883594574,0.6818776073176676,N900_RS09080,0.1564438301666667,-1.6176,4.073,6h_SI2,6h,SI2,3h_SI2,3h,SI2,5.6906
N900_RS09085,0.48778539620071587,0.45071993407985006,0.45204429652978206,moaE,0.46292403333333326,-1.2041,4.2027,6h_SI4,6h,SI4,6h_SI2,6h,SI2,5.4068000000000005
N900_RS09090,0.4405093960563348,0.5167258026683021,0.45271464421518914,moaD,0.05229599999999999,-1.4129,2.6728,1h_SI3,1h,SI3,12h_SI1,12h,SI1,4.0857
N900_RS09095,0.9123119419003162,0.8711864705460591,0.8829556913790354,moaC,1.8227353833333337,-1.3039,6.0757,1h_SI5,1h,SI5,24h_st,24h,st,7.3796
N900_RS09100,0.9936640255940893,0.759410760608262,0.8919056389712968,moaB,0.8524573751666666,-0.92419,3.5174,1h_SI2,1h,SI2,3h_SI1,3h,SI1,4.44159
N900_RS09105,0.2923556308438824,0.28444862301033186,0.20806617766993027,moaA,1.4470726866666666,-0.07555,6.465,1h_SI4,1h,SI4,6h_st,6h,st,6.54055
N900_RS09110,0.5156146740367392,0.5731094145498958,0.5470084700704789,ybhK,1.0236163666666667,-0.76015,5.5315,12h_SI1,12h,SI1,3h_SI2,3h,SI2,6.291650000000001
N900_RS09115,0.676710359977964,0.678421922714476,0.6177599060530677,luxu,-0.18171271333333333,-3.8606,5.0892,12h_SI8,12h,SI8,6h_SI2,6h,SI2,8.9498
N900_RS09120,0.6598436959600575,0.7324122220309214,0.468536942725621,luxO_BLAST,-1.3439629666666666,-4.6955,0.11287,12h_SI8,12h,SI8,3h_SI9,3h,SI9,4.80837
N900_RS09125,0.7647874241528192,0.8458681397809202,0.7958049647934081,N900_RS09125,-0.3868947466666666,-3.0679,2.634,3h_SI9,3h,SI9,3h_SI3,3h,SI3,5.7019
N900_RS09130,0.3873799268275004,0.3048186877293823,0.3339552826991999,uvrB,0.5743209,-1.2042,3.4819,3h_co,3h,co,3h_st,3h,st,4.6861
N900_RS09170,0.6400240862899778,0.6026859608053905,0.6999149431594228,nth,0.27437863333333323,-1.2229,4.2198,6h_SI1,6h,SI1,3h_SI1,3h,SI1,5.4427
N900_RS09175,0.7449147027219252,0.6883252156253531,0.7597055876284906,gloA,-0.10882193333333334,-1.6775,3.5179,12h_SI1,12h,SI1,6h_SI3,6h,SI3,5.1954
N900_RS09180,0.4556444071628044,0.4099620989951451,0.48463567801912333,VP2110_BLAST,-0.04069886666666666,-1.365,3.3617,3h_SI2,3h,SI2,1h_ce,1h,ce,4.7267
N900_RS09185,0.2718151325864767,0.40454867816150636,0.2373972824081797,motY,-0.6503969499999999,-2.4553,2.6154,24h_SI1,24h,SI1,3h_SI7,3h,SI7,5.0707
N900_RS09195,0.9733312852708855,0.9256991299768509,1.0469143736319058,ribonuclease T,0.5439541,-2.0486,5.2082,1h_SI2,1h,SI2,3h_SI1,3h,SI1,7.2568
N900_RS09200,0.24399280583179353,0.27409208934393436,0.2200847875623949,yuiF,2.063312333333333,0.60393,5.3073,6h_co,6h,co,6h_SI4,6h,SI4,4.70337
N900_RS09205,0.2173878312487348,0.21304990027269122,0.15223683103010044,purF,-2.03226245,-5.1351,2.6569,12h_SI6,12h,SI6,1h_st,1h,st,7.792
N900_RS09210,0.3289617877011136,0.3046702615920938,0.2611582657322199,cvpA,-2.3630791666666666,-5.6924,2.1232,12h_SI6,12h,SI6,3h_st,3h,st,7.8156
N900_RS09215,0.7187513783109213,0.7343346077058247,0.688376588834218,dedD,-0.24032725,-2.9229,4.6611,3h_SI9,3h,SI9,3h_SI2,3h,SI2,7.584
N900_RS09230,0.13823339586492314,0.19804493794548048,0.1264571705071979,truA,1.0683384833333336,-0.54901,4.9614,6h_SI6,6h,SI6,6h_st,6h,st,5.51041
N900_RS09235,0.5094615821221067,0.5009235321536029,0.5338747435894882,Pseudogene_N900_RS09235,1.5587530166666668,-1.072,5.6288,6h_SI7,6h,SI7,12h_SI1,12h,SI1,6.7008
N900_RS09245,0.5123404784159462,0.48737297715887523,0.4466523461334105,nagE,0.9901876266666666,-0.44432,4.3375,12h_st,12h,st,6h_SI1,6h,SI1,4.781820000000001
N900_RS09250,0.9690346226570031,0.7841368242110905,0.7880119297679783,nagA_1,0.3435591,-1.212,3.4747,1h_SI1,1h,SI1,6h_SI4,6h,SI4,4.6867
N900_RS09255,0.6599442775515233,0.6468881380350332,0.6170810630296564,nagC,1.25382715,-0.71136,5.7062,1h_SI5,1h,SI5,3h_SI4,3h,SI4,6.41756
N900_RS09260,0.5763978893101485,0.5939859403268289,0.5705705674026375,ybaL,1.2450766500000001,-0.28419,5.2044,6h_SI4,6h,SI4,3h_SI1,3h,SI1,5.488589999999999
N900_RS09265,0.5081805860265025,0.5067635015276878,0.4916975065985404,asnB,0.6980691485166667,-0.7822,3.1926,3h_SI3,3h,SI3,12h_st,12h,st,3.9748
N900_RS09270,0.6575538580025112,0.5414128041688813,0.6169551409393026,rfaH,-0.7288724383333334,-4.1108,2.231,3h_SI9,3h,SI9,6h_SI4,6h,SI4,6.3418
N900_RS09275,0.5428601192153647,0.5444754909776288,0.5707390056545134,dtpA,0.3915716333333334,-1.3379,3.0471,6h_SI2,6h,SI2,1h_st,1h,st,4.385
N900_RS09290,0.31553839633334824,0.32484409298263883,0.2741390666345547,htpG,1.522672166666667,-0.047813,5.2158,6h_SI7,6h,SI7,6h_st,6h,st,5.263612999999999
N900_RS09295,0.3058573504997769,0.3952782767944968,0.2409391452005788,toxR_BLAST,-1.2760801616666668,-3.7391,2.7871,12h_SI7,12h,SI7,3h_SI4,3h,SI4,6.5262
N900_RS09300,0.5442530455869207,0.5758225284455004,0.5281554623540825,toxS,-1.2785576833333334,-4.4588,2.8561,12h_SI8,12h,SI8,3h_SI5,3h,SI5,7.3149
N900_RS09305,0.3745097214433814,0.3287412756153847,0.29618660679095465,selenoprotein W-related protein,1.12137295,-0.48067,4.2561,3h_SI2,3h,SI2,6h_SI2,6h,SI2,4.73677
N900_RS09310,0.4849848639289622,0.4162211078515524,0.3846517726642852,phosphodiesterase,1.0588239531666668,-0.51408,3.5248,6h_st,6h,st,12h_st,12h,st,4.03888
N900_RS09315,0.6101198630124987,0.5745255669870423,0.5615879607563941,yfcH,0.796196615,-0.64839,4.5972,3h_ce,3h,ce,1h_ce,1h,ce,5.24559
N900_RS09320,0.1664773244060834,0.2237790550487639,0.1457828927136287,ybbO,1.4145935333333335,-0.21163,4.0732,1h_SI8,1h,SI8,6h_SI4,6h,SI4,4.28483
N900_RS09325,1.1073904368616094,0.9283778140698187,0.965986514937555,YbbN,0.17200786666666668,-2.3619,2.1761,12h_SI8,12h,SI8,1h_ce,1h,ce,4.538
N900_RS09330,0.8509303650062076,0.8350100752452,0.8812391508704492,qmcA,0.617607355,-0.69117,3.6309,6h_SI3,6h,SI3,6h_SI1,6h,SI1,4.32207
N900_RS09335,1.0053482248064773,0.9318613427767196,0.8702268685652599,ybbJ,0.13872095,-2.6107,3.365,6h_SI5,6h,SI5,6h_SI4,6h,SI4,5.9757
N900_RS09340,0.7191152162422862,0.7169614094574666,0.7154027807492886,cueR,-0.9154054500000001,-2.4373,2.6155,3h_SI6,3h,SI6,12h_SI3,12h,SI3,5.0527999999999995
N900_RS09345,0.5661634886604758,0.5517866682238501,0.5766623357119008,N900_RS09345,0.17682144999999996,-1.1808,3.3853,24h_st,24h,st,1h_SI1,1h,SI1,4.5661000000000005
N900_RS09350,0.48275833748937713,0.591140970776105,0.5649535181976876,chiP,0.8542988833333333,-1.0059,4.6052,12h_SI1,12h,SI1,3h_SI1,3h,SI1,5.6111
N900_RS09365,0.37782553832527455,0.2971400155608237,0.3580454941266078,cysZ,0.807691875,-0.47829,4.5662,6h_SI8,6h,SI8,3h_st,3h,st,5.044490000000001
N900_RS09370,0.28694873718434205,0.31725269841053283,0.2657893156858765,cysK,1.571828383333333,-0.26076,5.7621,1h_SI6,1h,SI6,3h_SI4,3h,SI4,6.0228600000000005
N900_RS09375,0.6748651718183978,0.5826964675994418,0.7672200238379518,N900_RS09375,0.4836263499999999,-2.184,4.0573,1h_SI2,1h,SI2,3h_SI4,3h,SI4,6.2413
N900_RS09380,0.47136901894271527,0.4865966399290507,0.5067117054622889,ptsH,0.5671032,-1.2857,3.9768,6h_ce,6h,ce,12h_SI2,12h,SI2,5.2625
N900_RS09385,0.6098723254995847,0.599168038470834,0.6692994124712801,ptsI,0.24533666666666665,-1.7399,4.4994,1h_SI4,1h,SI4,6h_ce,6h,ce,6.2393
N900_RS09390,0.5777338722813469,0.624501871372575,0.4947588306689574,crr,0.4001859166666667,-2.5399,7.5507,1h_SI6,1h,SI6,6h_SI2,6h,SI2,10.0906
N900_RS09400,0.6955584132185026,0.6549241138181002,0.6297965098399384,miaB,0.8828023166666665,-0.60496,4.8641,6h_SI4,6h,SI4,3h_st,3h,st,5.46906
N900_RS09405,0.5979170143465993,0.6698805500447454,0.5140871107722005,ybeZ,-0.2893976666666667,-2.9766,4.9254,1h_SI5,1h,SI5,3h_SI8,3h,SI8,7.901999999999999
N900_RS09410,0.13908146153214765,0.15144978917196772,0.015118452786784689,ybeY,1.8224785333333335,-0.061048,4.1454,6h_SI9,6h,SI9,1h_st,1h,st,4.206448000000001
N900_RS09415,0.4680886101198943,0.5547716098739868,0.4396679385643886,corc,0.22945046666666663,-3.4408,4.4363,12h_SI7,12h,SI7,3h_SI1,3h,SI1,7.8771
N900_RS09420,0.14862542332042786,0.1606730934020679,0.04735402224062735,lnt,0.6562306666666665,-1.2185,2.8033,12h_SI7,12h,SI7,12h_st,12h,st,4.0218
N900_RS09425,0.7724426537958242,0.8260447548910484,0.7763712022498888,zinc ribbon-containing protein,-0.33234371666666657,-2.0581,2.5462,12h_SI4,12h,SI4,3h_SI5,3h,SI5,4.6043
