Model,Program,Program_number,Program_label,Space,Strength,Signed_mean,Relative_strength
weighted_CPVAE,CPVAE1,1,weighted CPVAE 1,SI7,0.032409732043743075,-0.0009886980056762792,0.47603139688591267
weighted_CPVAE,CPVAE1,1,weighted CPVAE 1,SI8,0.02083945488557214,-0.0006357328034937403,0.30608814679894997
weighted_CPVAE,CPVAE1,1,weighted CPVAE 1,SI9,0.025430925562977758,-0.0007758010178804391,0.373527278889771
weighted_CPVAE,CPVAE1,1,weighted CPVAE 1,ce,0.039590049721300556,-0.0012077426537871598,0.5814952942584359
weighted_CPVAE,CPVAE1,1,weighted CPVAE 1,co,0.028077987488359157,-0.0008565523661673208,0.4124071000583662
weighted_CPVAE,CPVAE1,1,weighted CPVAE 1,st,0.050210059806704455,-0.0015317190438509016,0.7374811021347245
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,SI1,0.00980942619498814,0.00748268945608286,0.17389462498277114
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,SI2,0.001101107733848,-0.00083993160951648,0.019519665333835406
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,SI3,0.04271659413352604,-0.032584474887698875,0.7572498094930347
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,SI4,0.00323444536770688,-0.0024672543921042,0.05733797809009656
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,SI5,0.00395825367886566,-0.00301937970798462,0.07016914398364056
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,SI6,0.016461357451043962,-0.01255682262126356,0.2918153950859198
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,SI7,0.01860547687392676,-0.01419236969668416,0.3298248398331547
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,SI8,0.02553792190738018,-0.01948048057965934,0.45271836136471805
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,SI9,0.033931350521743245,-0.02588303852826356,0.6015111747466113
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,ce,0.05641017481684683,-0.0430300213396549,1.0
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,co,0.04899405175819988,-0.0373729578219354,0.8685321738015226
weighted_CPVAE,CPVAE2,2,weighted CPVAE 2,st,0.01120879219379272,0.00855013413820416,0.19870160357037625
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,SI1,0.04011533908778796,-0.039989247021730956,0.8779117001219817
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,SI2,0.045694047684082716,0.0455504204088356,1.0
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,SI3,0.009072311427735227,-0.009043794991157452,0.19854470959672763
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,SI4,0.019880656775785578,-0.01981816713814622,0.43508198076991333
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,SI5,0.020315755347837642,-0.020251898092101282,0.44460397748730257
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,SI6,0.01932222205505238,-0.01926148771017322,0.42286081085749766
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,SI7,0.0180113572190748,-0.017954743231530283,0.3941729422528038
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,SI8,0.007406380273459889,-0.007383100256265551,0.16208632521823763
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,SI9,0.0003630777952821283,-0.0003619365553276786,0.00794584445204675
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,ce,0.0008702387264747592,0.0008675033587678407,0.019044903452006996
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,co,0.002978929908203963,0.0029695664223253967,0.06519295311283307
weighted_CPVAE,CPVAE3,3,weighted CPVAE 3,st,0.04374735432793382,0.04360984598170034,0.9573972222901361
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,SI1,0.044058455713093234,0.012041590921580803,0.7898247636883716
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,SI2,0.045835874974727575,0.01252737492322922,0.8216881080923906
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,SI3,0.04703399855643506,0.012854833714663982,0.8431665657340722
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,SI4,0.04455724162980908,0.0121779133565724,0.7987663723404449
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,SI5,0.00448638374218714,0.0012261708616279,0.08042626373614067
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,SI6,0.01216501817107196,-0.00332481376826764,0.21807919607532444
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,SI7,0.01386373434215776,-0.0037890890613198397,0.24853165013178236
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,SI8,0.01023667720146472,-0.0027977801393717595,0.18351031648161628
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,SI9,0.01010497834067788,-0.0027617854299024002,0.18114938439910389
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,ce,0.0048173840041271804,0.0013166363467462597,0.08636002150037138
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,co,0.0021789527789223403,-0.0005955283239018199,0.0390615339517907
weighted_CPVAE,CPVAE4,4,weighted CPVAE 4,st,0.05578257068991656,0.015245900303125401,1.0
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,SI1,0.07885711938142774,0.07885711938142774,0.9188150003856604
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,SI2,0.08582480624318117,0.08582480624318117,1.0
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,SI3,0.02978382539004084,0.02978382539004084,0.34703049961627125
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,SI4,0.00459380378015334,-0.00459380378015334,0.053525361503723994
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,SI5,0.02780285868793722,-0.02780285868793722,0.32394898287517165
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,SI6,0.03274601548910136,-0.03274601548910136,0.38154488104892226
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,SI7,0.027775206789374295,-0.027775206789374295,0.3236267928257752
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,SI8,0.0165787785314023,-0.0165787785314023,0.193170008265757
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,SI9,0.00885758558288212,-0.00885758558288212,0.10320542475545479
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,ce,0.011072562867775521,-0.011072562867775521,0.12901354925756378
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,co,0.01272279066033658,-0.01272279066033658,0.14824141430960017
weighted_CPVAE,CPVAE5,5,weighted CPVAE 5,st,0.00406001058872784,0.00406001058872784,0.047305793819376205
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,SI1,0.044818236306309656,-0.025358659401535977,0.6603724640509667
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,SI2,0.00544636091217394,-0.00308161200955506,0.0802491814069183
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,SI3,0.02870960943400854,-0.01624421812593934,0.4230205623064196
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,SI4,0.06786811798810957,-0.03840054124593732,1.0
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,SI5,0.01388861853629346,-0.00785833578556774,0.2046412800002312
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,SI6,0.006564524956047479,-0.00371428169310088,0.09672472363529482
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,SI7,0.00245221864897754,0.00138749277684834,0.03613211507363688
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,SI8,0.00551677853800352,0.00312145506031808,0.08128674702560713
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,SI9,0.00482290736399586,0.0027288550045341,0.07106293068036494
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,ce,0.00390575486235316,0.00220991983078416,0.05754918477387931
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,co,0.01281451731920238,0.007250597327947581,0.18881497968526947
weighted_CPVAE,CPVAE6,6,weighted CPVAE 6,st,0.06754592359066006,-0.03821823894977566,0.9952526398697844
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,SI1,0.04708721234928812,-0.006349309044890119,0.5331498197005782
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,SI2,0.0786798851564526,-0.0106093121692538,0.8908611169006502
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,SI3,0.02813935355516146,-0.0037943515111692207,0.3186107336985297
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,SI4,0.04887828344944862,-0.006590819195844223,0.5534294070126932
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,SI5,0.01697187515674154,-0.0022885128739289786,0.19216580741022088
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,SI6,0.001434635093028139,-0.00019344830216141902,0.016243803848703272
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,SI7,8.088452165111449e-06,1.090658844304926e-06,9.158233410585658e-05
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,SI8,0.00026765267466540845,3.60906866262608e-05,0.0030305250219892746
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,SI9,0.00470322887704238,-0.00063419014040846,0.053252794181255184
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,ce,0.0008857487671775552,-0.00011943567660635326,0.010028981796962598
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,co,0.0032433086133095796,-0.00043733247439374,0.03672269637863743
weighted_CPVAE,CPVAE7,7,weighted CPVAE 7,st,0.08831891263835132,0.011909052683040494,1.0
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,SI1,0.00429047161014746,0.00429047161014746,0.14610949558842865
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,SI2,0.007123444532044179,-0.007123444532044179,0.24258472774123627
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,SI3,0.00445409175008532,-0.00445409175008532,0.15168148353909758
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,SI4,0.017665110132656942,-0.017665110132656942,0.6015749701949054
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,SI5,0.02267963709309692,-0.02267963709309692,0.7723417462928085
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,SI6,0.0278437984641641,-0.0278437984641641,0.9482042345282081
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,SI7,0.029364769160747484,-0.029364769160747484,1.0
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,SI8,0.028238746756687715,-0.028238746756687715,0.9616539671095066
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,SI9,0.02591159581206734,-0.02591159581206734,0.8824042058775632
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,ce,0.011363782547414259,-0.011363782547414259,0.3869869531480762
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,co,0.00136641240678722,-0.00136641240678722,0.04653237351559817
weighted_CPVAE,CPVAE8,8,weighted CPVAE 8,st,0.01450111733283844,0.01450111733283844,0.49382705014491973
